Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,edge_dir
10-Heptadecenoic acid,Plasma,"Ethanone, 1-(2,5-dimethoxyphenyl)-",Plasma,1
10-Heptadecenoic acid,Plasma,Glyoxime,Plasma,1
10-Heptadecenoic acid,Plasma,Heptadecanoic acid,Plasma,1
10-Heptadecenoic acid,Plasma,Neostigmine ,Plasma,1
10-Heptadecenoic acid,Plasma,Niclosamide,Plasma,1
10-Heptadecenoic acid,Plasma,Nonadecanoic acid,Plasma,1
10-Heptadecenoic acid,Plasma,p-Toluic acid,Plasma,1
10-Heptadecenoic acid,Plasma,Palmitelaidic acid,Plasma,1
10-Heptadecenoic acid,Plasma,Pimelic acid,Plasma,1
10-Heptadecenoic acid,Plasma,"Propanetriol, 2-methyl-",Plasma,1
10-Heptadecenoic acid,Plasma,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",Plasma,1
10-Heptadecenoic acid,Plasma,Tartronic acid,Plasma,1
10-Heptadecenoic acid,Plasma,Triethanolamine,Plasma,1
10-Heptadecenoic acid,Plasma,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Plasma,1
12-Oxooctadecanoate,Plasma,1-Octanol,Plasma,1
12-Oxooctadecanoate,Plasma,2-Methyl-4-pentenoic acid,Plasma,1
12-Oxooctadecanoate,Plasma,3-Amino-5-morpholinomethyl-2-oxazolidinone,Plasma,1
12-Oxooctadecanoate,Plasma,4-Hydroxyphenyllactic acid,Plasma,1
12-Oxooctadecanoate,Plasma,5-Henicosylresorcinol,Plasma,1
12-Oxooctadecanoate,Plasma,"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",Plasma,1
12-Oxooctadecanoate,Plasma,Benzophenone,Plasma,1
12-Oxooctadecanoate,Plasma,Dinoseb ,Plasma,1
12-Oxooctadecanoate,Plasma,Diphenyl ether,Plasma,1
12-Oxooctadecanoate,Plasma,Dodecanoic acid,Plasma,1
12-Oxooctadecanoate,Plasma,Levulinic acid,Plasma,1
12-Oxooctadecanoate,Plasma,Phlorizin,Plasma,1
12-Oxooctadecanoate,Plasma,L-Tyrosine,Plasma,1
13-Docosenamide,Plasma,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",Plasma,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",Plasma,2-Hydroxy-5-methoxybenzaldehyde,Plasma,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",Plasma,3-Nonen-1-ol,Plasma,1
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde",Plasma,4-Hydroxybutanoic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,1-Monoacetin,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,"2-Allyl-1,4-dimethoxybenzene",Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,2-Methyl-4-pentenoic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,3-Amino-5-morpholinomethyl-2-oxazolidinone,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,"3-Hydroxy-2,3-dihydromaltol",Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,3-Hydroxyisovaleric acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,"3,5-Dimethylpyrazole",Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,4-Cumylphenol,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,4-Hydroxybenzeneacetic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,5-Henicosylresorcinol,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Aceturic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Arachidonic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Azatadine,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Glucopyranose,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Hydantoic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,L-Threitol,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Metanephrine,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Methyl-3-methoxy-5-methyl benzoate,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Mirin,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Neostigmine ,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Nitrosothymol,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Phenoxyacetic acid,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,Propylamine,Plasma,1
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",Plasma,S-Methyl-L-cysteine,Plasma,1
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Plasma,Norketamine,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,(pm)-alpha-Tocopherol acetate,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,1-(4-Hydroxybenzylidene)acetone,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",Plasma,-1
"2-Allyl-1,4-dimethoxybenzene",Plasma,beta-Lyxopyranose,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,"Cetaben, N,O-bis(trimethylsilyl)-",Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,L-Threitol,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,Methyl-3-methoxy-5-methyl benzoate,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,Tartronic acid,Plasma,1
"2-Allyl-1,4-dimethoxybenzene",Plasma,Triethanolamine,Plasma,1
2-Amino-4-methylphenol,Plasma,Azatadine,Plasma,1
"2-Amino-4,6-dihydroxypyrimidine",Plasma,12-Hydroxyoctadecanoic acid,Plasma,-1
2-Aminoadipic acid,Plasma,Adipoyl-L-carnitine,Plasma,1
2-Aminoadipic acid,Plasma,Allylescaline ,Plasma,1
2-Aminoadipic acid,Plasma,DL-Phenylalanine,Plasma,1
2-Aminoadipic acid,Plasma,Hydantoic acid,Plasma,1
2-Heptenoic acid,Plasma,5-Hydroxytryptophan,Plasma,1
2-Heptenoic acid,Plasma,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
2-Heptenoic acid,Plasma,"Benzoic acid, pentadecyl ester",Plasma,1
2-Heptenoic acid,Plasma,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",Plasma,1
2-Heptenoic acid,Plasma,cyclobutanecarboxylic acid,Plasma,1
2-Heptenoic acid,Plasma,Dinoseb ,Plasma,1
2-Heptenoic acid,Plasma,"DL-Proline, 5-oxo-",Plasma,1
2-Heptenoic acid,Plasma,Isopropyl palmitate,Plasma,1
2-Heptenoic acid,Plasma,"N,N-Diethyl-2-aminoethanol",Plasma,1
2-Heptenoic acid,Plasma,Phlorizin,Plasma,1
2-Heptenoic acid,Plasma,Pimelic acid,Plasma,1
2-Heptenoic acid,Plasma,Suberic acid,Plasma,1
2-Heptenoic acid,Plasma,L-Tyrosine,Plasma,1
2-Hexen-1-ol,Plasma,D-Ribose,Plasma,1
2-Hexen-1-ol,Plasma,Pyrrole-2-carboxylic acid,Plasma,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,1-(4-Hydroxybenzylidene)acetone,Plasma,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,Diphenyl ether,Plasma,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,Metanephrine,Plasma,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,Phloroglucinol,Plasma,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,S-Methyl-L-cysteine,Plasma,1
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,Salsoline,Plasma,1
2-Hydroxy-3-methylbutyric acid,Plasma,Glucopyranose,Plasma,1
2-Hydroxy-5-methoxybenzaldehyde,Plasma,2-Hydroxybutyric acid,Plasma,1
2-Hydroxy-5-methoxybenzaldehyde,Plasma,"Propanoic acid, 2-methyl-",Plasma,1
2-Hydroxybutyric acid,Plasma,Arsenous acid,Plasma,1
2-Isopropyl-5-methyl-1-heptanol ,Plasma,"3-Buten-2-one, 4-(4-methoxyphenyl)-",Plasma,-1
2-Isopropyl-5-methyl-1-heptanol ,Plasma,Isopropyl palmitate,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,(pm)-alpha-Tocopherol acetate,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,1-Monoacetin,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,3-Hexenedinitrile,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,3-Hydroxyisovaleric acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"3,5-Dimethylpyrazole",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,3'-Hydroxyacetophenone,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,4-Cumylphenol,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,5-Henicosylresorcinol,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,alpha-Tocopherol,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"Benzoic acid, pentadecyl ester",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Benzophenone,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Deoxycholic Acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Dinoseb ,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Diphenyl ether,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Hydantoic acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Levulinic acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Metanephrine,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Neostigmine ,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Niclosamide,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Nonadecanoic acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Phenoxyacetic acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Phlorizin,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Phloroglucinol,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Pimelic acid,Plasma,1
2-Methyl-4-pentenoic acid,Plasma,"Propanetriol, 2-methyl-",Plasma,1
2-Methyl-4-pentenoic acid,Plasma,Salsoline,Plasma,1
2-Methylglutaconic acid,Plasma,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",Plasma,1
2-Methylglutaconic acid,Plasma,5-(2-Aminopropyl)-2-methylphenol,Plasma,-1
2-Naphthol,Plasma,1-(4-Hydroxybenzylidene)acetone,Plasma,1
2-Naphthol,Plasma,Phlorizin,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,2-Naphthol,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,5-Hydroxytryptophan,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,alpha-Tocopherol,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,Cholesterol,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,Diphenyl ether,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,Dodecanoic acid,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,N-Acetyl-L-glutamic acid,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,p-Hydroxydiisopropylbenzene,Plasma,1
"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,Phloroglucinol,Plasma,1
"2-Propenamide, 3-phenyl-N-2-propenyl-",Plasma,"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",Plasma,-1
2-Pyrrolidinone,Plasma,L-Norleucine,Plasma,1
"2,2-Diallylpyrrolidine",Plasma,2-Furoic acid,Plasma,1
"2,2-Diallylpyrrolidine",Plasma,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",Plasma,1
"2,2-Diallylpyrrolidine",Plasma,Trimidox,Plasma,-1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,(pm)-alpha-Tocopherol acetate,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,1-(4-Hydroxybenzylidene)acetone,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,1-Monoacetin,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,1-Phenylethanol,Plasma,-1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"2-Propanone, bis(1-methylethyl)hydrazone",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"3,5-Dimethylpyrazole",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,5-(2-Aminopropyl)-2-methylphenol,Plasma,-1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,5-Hydroxytryptophan,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"6,7,4'-Trihydroxyisoflavone",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Acetoacetic acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,alpha-Tocopherol,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Arabinaric acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Benzaldehyde, 2,5-dimethyl-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Benzoic acid, pentadecyl ester",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Benzophenone,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,D-(-)-Citramalic acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Dinoseb ,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Diphenyl ether,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,DL-Glyceraldehyde,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Indole-5-carboxylic acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Isofucosterol,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Isopropyl palmitate,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Itaconic acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Metanephrine,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Methyl aminoacetate,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Neostigmine ,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Niclosamide,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Nonadecanoic acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Phenoxyacetic acid,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Phloroglucinol,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Propanetriol, 2-methyl-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Propylamine,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Salsoline,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Stigmast-5-ene, 3beta-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,Triethanolamine,Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Plasma,1
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Plasma,L-Tyrosine,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,(pm)-alpha-Tocopherol acetate,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,beta-Lyxopyranose,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,"D-(+)-Ribono-1,4-lactone (R,S,R)-",Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,D-Fructose,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,Glyceric acid,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,Methyl-3-methoxy-5-methyl benzoate,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,"Propanetriol, 2-methyl-",Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,Propylamine,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,Tartronic acid,Plasma,1
"2,3,4-Trihydroxybutyric acid tetrakis",Plasma,Triethanolamine,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,Plasma,-1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,"Cholesta-3,5-diene ",Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,Dimethyl fumarate,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,Methyl isovanillate,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,"N,N-Diethyl-2-aminoethanol",Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,p-Toluic acid,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,Ribitol,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,S-Methyl-L-cysteine,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,Salsoline,Plasma,1
"2,4-Imidazolidinedione, 5,5-dimethyl-",Plasma,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",Plasma,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",Plasma,Arabinaric acid,Plasma,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",Plasma,"Phenol, 3,5-bis(1,1-dimethylethyl)-",Plasma,1
"2,5-di-tert-Butyl-1,4-benzoquinone",Plasma,3-Amino-5-morpholinomethyl-2-oxazolidinone,Plasma,-1
"2,5-di-tert-Butyl-1,4-benzoquinone",Plasma,Niacin,Plasma,1
"2,5-di-tert-Butyl-1,4-benzoquinone",Plasma,Palmitic Acid,Plasma,1
"2,5-Dimethoxymandelic acid",Plasma,Ornithine,Plasma,-1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,1-(4-Hydroxybenzylidene)acetone,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"2,5-Dimethoxybenzonitrile",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,3-Amino-5-morpholinomethyl-2-oxazolidinone,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,3-Hydroxyisovaleric acid,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"3,5-Dimethylpyrazole",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Acetin, bis-1,3-trimethylsilyl ether",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,alpha-Tocopherol,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Arachidonic acid,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Azatadine,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Benzimidazole, 5-trifluoromethyl-2-methyl-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Benzophenone,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"D-(+)-Ribono-1,4-lactone (R,S,R)-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Dinoseb ,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Diphenyl ether,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,DL-Glyceraldehyde,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Dodecane, 4,6-dimethyl-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Indole-3-lactic acid,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Indole-5-carboxylic acid,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Isofucosterol,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Isopropyl palmitate,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Methyl aminoacetate,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"N,N-Diethyl-2-aminoethanol",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"N,O-Bis(trimethylsilyl)carbamate",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Neostigmine ,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Niclosamide,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Nonadecanoic acid,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Phenoxyacetic acid,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Phloroglucinol,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,"Propanetriol, 2-methyl-",Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,Propylamine,Plasma,1
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Plasma,S-Methyl-L-cysteine,Plasma,1
