Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
"9H-Fluorene, 9-methylene--P",Plasma,Stearic acid-F,Feces,-0.435090398,0.157480493,12,-0.463816829,0.354164298,6,,,2,-0.730899562,0.000251615,20,2,TRUE,-,-1,0.021402427
Acetoacetic acid-P,Plasma,DL-Phenylalanine-F,Feces,0.634146341,0.048940921,10,0.285714286,0.492726245,8,,,2,0.729872084,0.000259313,20,2,TRUE,+,1,0.021402427
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)--P",Plasma,"2-Allyl-1,4-dimethoxybenzene-F",Feces,0.370452265,0.192281569,14,0.714285714,0.071343561,7,0.4,0.6,4,0.668847424,0.000256866,25,3,TRUE,+,1,0.021402427
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,"2,4-Di-tert-butylphenol-F",Feces,-0.378393734,0.402602202,7,-0.222374795,0.631749339,7,,,1,-0.808971538,0.000259939,15,2,TRUE,-,-1,0.021402427
DL-Phenylalanine-P,Plasma,"cis-4,5-Dihydroxy-o-dithiane-F",Feces,0.709009009,0.003080851,15,0.011976263,0.977546655,8,0.8,0.2,4,0.648066053,0.000256985,27,3,TRUE,+,1,0.021402427
Glycolic acid-P,Plasma,Cyclohexanemethanol-F,Feces,0.349633083,0.184360508,16,0.120490673,0.776257069,8,0.4,0.6,4,0.638980647,0.000252282,28,3,TRUE,+,1,0.021402427
L-Aspartic acid-P,Plasma,Syringaldehyde-F,Feces,0.138540937,0.608867797,16,0.428571429,0.289403225,8,0.105409255,0.894590745,4,0.638006572,0.000259604,28,3,TRUE,+,1,0.021402427
N-Isobutyl-sec-butylamine-P,Plasma,4-hydroxy-3-penten-2-one-F,Feces,0.330276774,0.351305579,10,0.357142857,0.431611352,7,,,1,0.759690024,0.000254577,18,2,TRUE,+,1,0.021402427
"N,N-Dimethyl-2-cyclohexyloxyethylamine-P",Plasma,Hymexazole-F,Feces,-0.420690055,0.15230457,13,-0.774806218,0.040769463,7,-0.2,0.8,4,-0.679503981,0.000260316,24,3,TRUE,-,-1,0.021402427
Palmitelaidic acid-P,Plasma,"L-Valinamide, N(2),N(2)-dimethyl-F",Feces,-0.898219696,0.002438797,8,-0.428571429,0.337368311,7,,,0,-0.809651798,0.000254426,15,2,TRUE,-,-1,0.021402427
Sertraline carbamoyl glucuronide-P,Plasma,D-Xylose-F,Feces,0.414431233,0.355268944,7,0.771428571,0.072396501,6,,,2,0.809651798,0.000254426,15,2,TRUE,+,1,0.021402427
"Ethanol, 2-(9-octadecenyloxy)--P",Plasma,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F,Feces,0.3,0.513309691,7,0.485714286,0.328723032,6,,,1,0.827092511,0.000262891,14,2,TRUE,+,1,0.021499847
L-Glutamic acid-P,Plasma,3-Deoxyhexitol-F,Feces,-0.575991189,0.031109115,14,-0.8,0.2,4,,,2,-0.729495862,0.000262182,20,2,TRUE,-,-1,0.021499847
Tris(trimethylsilyl)carbamate-P,Plasma,3-Methylvaleric acid-F,Feces,-0.726239797,0.01738531,10,-0.112272178,0.810599811,7,,,0,-0.774367368,0.000263193,17,2,TRUE,-,-1,0.021499847
2-Hydroxy-5-methoxybenzaldehyde-P,Plasma,Desmethylverapamil-F,Feces,-0.238622507,0.606335951,7,-0.3,0.623837665,5,,,2,-0.826906398,0.00026448,14,2,TRUE,-,-1,0.021561052
Trimidox-P,Plasma,Suberic acid-F,Feces,-0.268292683,0.453561452,10,-0.642857143,0.119392373,7,-1,0,3,-0.729119639,0.000265078,20,3,TRUE,-,-1,0.021565948
1-Phenethylamine-P,Plasma,Tyrosine-F,Feces,0.75,0.0521814,7,0.306318737,0.504027009,7,0.5,0.666666667,3,0.773758576,0.000268051,17,3,TRUE,+,1,0.021763699
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol-P",Plasma,2-Piperidinone-F,Feces,0.45635387,0.100962216,14,0.634741919,0.090890436,8,,,1,0.689510228,0.000273008,23,2,TRUE,+,1,0.021821615
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy--P",Plasma,Pentanedioic acid-F,Feces,-0.500216403,0.312256581,6,-0.535714286,0.215217456,7,,,1,-0.825993193,0.000272391,14,2,TRUE,-,-1,0.021821615
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy--P",Plasma,Stearic acid-F,Feces,-0.088273483,0.867933698,6,-0.214285714,0.644511581,7,,,1,-0.825993193,0.000272391,14,2,TRUE,-,-1,0.021821615
beta-Lyxopyranose-P,Plasma,Urea-F,Feces,0.617647059,0.076326441,9,0.5,0.666666667,3,0.4,0.6,4,0.790132548,0.000270442,16,3,TRUE,+,1,0.021821615
"D-Isoleucine, N-acetyl--P",Plasma,Levulinic acid-F,Feces,0.376747711,0.150323512,16,0.119047619,0.778885726,8,0.6,0.4,4,0.636649794,0.000270113,28,3,TRUE,+,1,0.021821615
Decanoic acid-P,Plasma,"Hexadecanoic acid, ethyl ester-F",Feces,0.19418376,0.471135765,16,0.257142857,0.622787172,6,0.8,0.2,4,0.6564795,0.000270291,26,3,TRUE,+,1,0.021821615
"Inosose-2, 1,3,4,5,6-pentakis--P",Plasma,Syringic acid-F,Feces,0.218639397,0.433704793,15,0.035928788,0.932691475,8,0.8,0.2,4,0.646097638,0.000272163,27,3,TRUE,+,1,0.021821615
Trimethylsilyl oct-2-enoate-P,Plasma,Xylazine-F,Feces,0.38268892,0.245393297,11,0.428571429,0.396501458,6,1,0,3,0.72809332,0.000273117,20,3,TRUE,+,1,0.021821615
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE-P",Plasma,D-(-)-Fructofuranose-F,Feces,0.412861412,0.206950859,11,0.321428571,0.482072038,7,0.8,0.2,4,0.701526734,0.000274691,22,3,TRUE,+,1,0.021865266
"9,12-Octadecadienoic acid-P",Plasma,"2-Pentenedioic acid, 2-hydroxy--F",Feces,0.545454545,0.082650957,11,0.5,0.253169995,7,,,2,0.727819549,0.000275296,20,2,TRUE,+,1,0.021865266
Trisaminol-P,Plasma,Methyl stearate-F,Feces,0.419426162,0.105831089,16,0.535714286,0.215217456,7,0.2,0.8,4,0.645702954,0.000275299,27,3,TRUE,+,1,0.021865266
Benzophenone-P,Plasma,9-Octadecenoic acid-F,Feces,-0.24759904,0.355190265,16,-0.714285714,0.046528232,8,-1,0,4,-0.63587848,0.000276253,28,3,TRUE,-,-1,0.021886186
"N,N-Dimethyl-2-cyclohexyloxyethylamine-P",Plasma,Glycolic acid-F,Feces,-0.69421751,0.008471206,13,-0.576599976,0.175381825,7,-0.8,0.2,4,-0.677398447,0.000276654,24,3,TRUE,-,-1,0.021886186
L-Glutamine-P,Plasma,2-Ethylacetoacetate-F,Feces,-0.272259088,0.307664738,16,-0.761904762,0.028004939,8,-0.948683298,0.051316702,4,-0.635641962,0.00027816,28,3,TRUE,-,-1,0.021962046
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P",Plasma,L-Isoleucine-F,Feces,0.761512942,0.017117126,9,1,0,3,,,1,0.844567511,0.00028055,13,2,TRUE,+,1,0.022063884
"Propiophenone, 3',4'-dimethoxy--P",Plasma,Suberic acid-F,Feces,0.948683298,0.051316702,4,0.428571429,0.337368311,7,,,2,0.844567511,0.00028055,13,2,TRUE,+,1,0.022063884
"Cyclopentanone, 2,2,4-trimethyl--P",Plasma,Uracil-F,Feces,0.428571429,0.396501458,6,0.142857143,0.7599453,7,0.8,0.2,4,0.772058824,0.000282013,17,3,TRUE,+,1,0.022135509
4-Hydroxybenzoic acid-P,Plasma,D-Glucose-F,Feces,0.365236745,0.199106458,14,0.828862466,0.021173516,7,0.8,0.2,4,0.665255917,0.000284979,25,3,TRUE,+,1,0.022304344
Trimidox-P,Plasma,Serine-F,Feces,-0.303952772,0.393201115,10,-0.535714286,0.215217456,7,-1,0,3,-0.726588995,0.000285276,20,3,TRUE,-,-1,0.022304344
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,Methyl stearate-F,Feces,-0.51879272,0.039487259,16,-0.394664881,0.438739252,6,-0.8,0.2,4,-0.654458796,0.000286536,26,3,TRUE,-,-1,0.022315862
"Furan, 2-pentyl--P",Plasma,11-Methyldodecanol-F,Feces,-0.637421921,0.010584095,15,-0.7,0.188120404,5,-0.316227766,0.683772234,4,-0.676240209,0.000286015,24,3,TRUE,-,-1,0.022315862
1-Phenethylamine-P,Plasma,Pipecolic acid-F,Feces,0.535714286,0.215217456,7,0.126131245,0.787572159,7,1,0,3,0.771306092,0.000288387,17,3,TRUE,+,1,0.022332915
"9,12-Octadecadienoic acid-P",Plasma,2-Hydroxy-3-methylbutyric acid-F,Feces,-0.6,0.208,6,-0.714285714,0.046528232,8,,,0,-0.824175824,0.000288704,14,2,TRUE,-,-1,0.022332915
Desmosterol-P,Plasma,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F,Feces,0.638554217,0.088362569,8,0.754504545,0.030512759,8,,,2,0.755555656,0.000287668,18,2,TRUE,+,1,0.022332915
"Erythrono-1,4-lactone, (Z)--P",Plasma,Supraene-F,Feces,-0.396783,0.143104311,15,-0.181821521,0.666523693,8,-0.316227766,0.683772234,4,-0.643959073,0.000289539,27,3,TRUE,-,-1,0.022332915
N-Isobutyl-sec-butylamine-P,Plasma,Stearic acid-F,Feces,-0.387326345,0.213520806,12,-0.428571429,0.337368311,7,,,2,-0.712613935,0.000289002,21,2,TRUE,-,-1,0.022332915
Octocrylene-P,Plasma,"2-Allyl-1,4-dimethoxybenzene-F",Feces,0.304878049,0.391689235,10,0.5,0.391002219,5,0.5,0.666666667,3,0.755165289,0.000290971,18,3,TRUE,+,1,0.02240032
"2,2-Diallylpyrrolidine-P",Plasma,Stearic acid-F,Feces,0.126316567,0.695661904,12,0.357142857,0.431611352,7,0.8,0.2,4,0.687098453,0.000292574,23,3,TRUE,+,1,0.022437546
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy--P",Plasma,Pantolactone-F,Feces,-0.88273483,0.019820417,6,-0.642857143,0.119392373,7,,,1,-0.823790545,0.000292261,14,2,TRUE,-,-1,0.022437546
3-Hydroxyisovaleric acid-P,Plasma,l-Leucyl-l-valine-F,Feces,0.318739543,0.312601676,12,0.452380952,0.260404767,8,0.5,0.666666667,3,0.68692861,0.000293996,23,3,TRUE,+,1,0.022458429
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)--P",Plasma,4-Methoxyphenol-F,Feces,0.682646969,0.062092692,8,0.142857143,0.7599453,7,0.8,0.2,4,0.739798228,0.000293937,19,3,TRUE,+,1,0.022458429
N-Isobutyl-sec-butylamine-P,Plasma,"Propanoic acid, 2-methyl-, hexyl ester-F",Feces,0.866025404,0.333333333,3,0.771428571,0.072396501,6,,,0,0.928878424,0.000294526,9,2,TRUE,+,1,0.022458429
Desmosterol-P,Plasma,"1,2,4,5-Cyclohexanetetrol-F",Feces,0.638554217,0.088362569,8,0.2,0.8,4,,,1,0.842975207,0.000295771,13,2,TRUE,+,1,0.022510563
Uracil-P,Plasma,L-Fucose-F,Feces,0.483439523,0.06789938,15,0.347311616,0.399263874,8,0.866025404,0.333333333,3,0.653208109,0.000297013,26,3,TRUE,+,1,0.022562285
"Cyclopentanone, 2,2,4-trimethyl--P",Plasma,Vanillin-F,Feces,0.142857143,0.787172012,6,0.142857143,0.7599453,7,0.948683298,0.051316702,4,0.77007985,0.000299028,17,3,TRUE,+,1,0.022596861
"N,N-Dimethyl-2-cyclohexyloxyethylamine-P",Plasma,Kojic acid-F,Feces,-0.198630137,0.558212902,11,-0.180187493,0.699045774,7,-1,0,3,-0.711407252,0.000299158,21,3,TRUE,-,-1,0.022596861
Nonadecanoic acid-P,Plasma,2-Ketobutyric acid-F,Feces,-0.549055128,0.034024517,15,-0.535714286,0.215217456,7,,,2,-0.674798535,0.000298051,24,2,TRUE,-,-1,0.022596861
"Cyclopentanone, 2,2,4-trimethyl--P",Plasma,Serine-F,Feces,0.828571429,0.041562682,6,0.071428571,0.879048193,7,0.6,0.4,4,0.769607843,0.00030321,17,3,TRUE,+,1,0.022859879
(pm)-Norketamine-P,Plasma,4-Methyl-5-thiazoleethanol-F,Feces,-0.35466246,0.213409672,14,-0.802409595,0.016540723,8,-0.316227766,0.683772234,4,-0.652301536,0.000304815,26,3,TRUE,-,-1,0.022931397
3-Hydroxyisovaleric acid-P,Plasma,Oxalic acid-F,Feces,0.217967599,0.417384591,16,0.547619048,0.160025643,8,0.8,0.2,4,0.632356967,0.000305874,28,3,TRUE,+,1,0.022931397
"Cholest-7-en-3-ol, (3beta,5alpha)--P",Plasma,Xylose-F,Feces,-0.375696342,0.205842977,13,-0.833333333,0.01017554,8,-0.4,0.6,4,-0.662817748,0.000305561,25,3,TRUE,-,-1,0.022931397
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene-P",Plasma,Kojic acid-F,Feces,0.782690898,0.065703848,6,0.5,0.666666667,3,,,1,0.90577926,0.000307323,10,2,TRUE,+,1,0.022954215
Isoxaben-P,Plasma,Sebacic acid-F,Feces,-0.5,0.666666667,3,-0.840668002,0.036057573,6,,,1,-0.90577926,0.000307323,10,2,TRUE,-,-1,0.022954215
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P",Plasma,Xylose-F,Feces,-0.437691991,0.205849997,10,-0.324337487,0.47788548,7,-0.4,0.6,4,-0.710201429,0.000309611,21,3,TRUE,-,-1,0.023039307
"Erythrono-1,4-lactone, (Z)--P",Plasma,Syringic acid-F,Feces,0.039764402,0.883754138,16,0.179643939,0.670344277,8,0.948683298,0.051316702,4,0.63198257,0.000309182,28,3,TRUE,+,1,0.023039307
3-Ethylphenol-P,Plasma,4-hydroxy-3-penten-2-one-F,Feces,0.632455532,0.252215496,5,0.090093746,0.84767208,7,,,1,0.841380111,0.000311669,13,2,TRUE,+,1,0.023149472
Bis(trimethylsilyl)histidine-P,Plasma,phenoxyethanol-F,Feces,0.673250636,0.005939724,15,,,1,0.8,0.2,4,0.723436528,0.000312261,20,2,TRUE,+,1,0.023150603
1-Aminocyclopropanecarboxylic acid-P,Plasma,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F,Feces,-0.897590361,0.002483101,8,-0.096392539,0.820380411,8,,,2,-0.752327186,0.000315961,18,2,TRUE,-,-1,0.023253001
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino--P",Plasma,Pipecolic acid-F,Feces,0.169978339,0.561268374,14,0.761904762,0.028004939,8,0.5,0.666666667,3,0.661662867,0.000315754,25,3,TRUE,+,1,0.023253001
DL-Glyceraldehyde-P,Plasma,2-Pyrrolidinone-F,Feces,0.466863034,0.068285338,16,0.8,0.2,4,0.2,0.8,4,0.672901261,0.00031456,24,3,TRUE,+,1,0.023253001
Phenylpropanolamine-P,Plasma,1-Tetradecanol-F,Feces,0.694623232,0.055884726,8,,,1,0.5,0.666666667,3,0.861647556,0.000315007,12,2,TRUE,+,1,0.023253001
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza--P",Plasma,4-Methoxyphenol-F,Feces,0.314285714,0.544093294,6,0.5,0.391002219,5,,,2,0.840659341,0.000319071,13,2,TRUE,+,1,0.023353336
L-Valine-P,Plasma,Syringic acid-F,Feces,0.43967846,0.101020119,15,0.509175077,0.197473026,8,1,0,3,0.650701487,0.000319024,26,3,TRUE,+,1,0.023353336
"Propiophenone, 3',4'-dimethoxy--P",Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,0.8,0.2,4,0.285714286,0.534509229,7,,,2,0.840659341,0.000319071,13,2,TRUE,+,1,0.023353336
"1,4-Butanediol-P",Plasma,2-Butenedioic acid-F,Feces,-0.719434933,0.002499311,15,-0.6,0.28475698,5,,,1,-0.708985727,0.000320465,21,2,TRUE,-,-1,0.023412618
"1,1'-Biphenyl, 3,4-diethyl--P",Plasma,Tyrosine-F,Feces,0.425533881,0.220179195,10,0.047619048,0.910849169,8,0.5,0.666666667,3,0.708671684,0.000323321,21,3,TRUE,+,1,0.023535551
DL-Glyceraldehyde-P,Plasma,Supraene-F,Feces,-0.500447027,0.057440004,15,-0.948683298,0.051316702,4,-0.4,0.6,4,-0.683638161,0.000322761,23,3,TRUE,-,-1,0.023535551
1-Tetradecanol-P,Plasma,2-Ethylacetoacetate-F,Feces,-1,0,3,-0.535714286,0.215217456,7,,,1,-0.881818182,0.000330169,11,2,TRUE,-,-1,0.023593405
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P",Plasma,3-Pyridylcarbinol-F,Feces,0.461538462,0.13094807,12,0.380952381,0.351812553,8,,,2,0.695087521,0.000329958,22,2,TRUE,+,1,0.023593405
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P",Plasma,"2,5-Dimethoxybenzhydrazide-F",Feces,0.142857143,0.787172012,6,0.828862466,0.021173516,7,0.5,0.5,4,0.766728198,0.000329799,17,3,TRUE,+,1,0.023593405
"2,5-Dimethoxy-4-methylamphetamine-P",Plasma,Stearic acid-F,Feces,0.288484737,0.278549937,16,0.04790505,0.910315357,8,0.316227766,0.683772234,4,0.629473312,0.000332175,28,3,TRUE,+,1,0.023593405
"2,5-Dimethoxybenzonitrile-P",Plasma,Pyridoxic acid-F,Feces,-0.885714286,0.018845481,6,-0.571428571,0.180201989,7,,,1,-0.81978022,0.000331437,14,2,TRUE,-,-1,0.023593405
4-Hydroxybenzaldehyde-P,Plasma,Tetrahydrolinalool-F,Feces,-0.3,0.623837665,5,-0.535714286,0.215217456,7,,,0,-0.86013986,0.000331668,12,2,TRUE,-,-1,0.023593405
"9H-Fluorene, 9-methylene--P",Plasma,pyrazole-F,Feces,-0.167667677,0.691465352,8,-0.260896966,0.617533817,6,,,2,-0.783505155,0.000329865,16,2,TRUE,-,-1,0.023593405
"Benzaldehyde, 2,5-dimethyl--P",Plasma,2-Ethylacetoacetate-F,Feces,0.050114025,0.883665268,11,0.333333333,0.419753086,8,,,0,0.735410338,0.000333293,19,2,TRUE,+,1,0.023593405
"Erythrono-1,4-lactone, (Z)--P",Plasma,Pentanedioic acid-F,Feces,0.010316878,0.969750985,16,0.059881313,0.88799065,8,0.316227766,0.683772234,4,0.629330465,0.000333528,28,3,TRUE,+,1,0.023593405
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,Methyl stearate-F,Feces,-0.524688091,0.036917925,16,-0.9,0.037386073,5,-0.5,0.666666667,3,-0.670872451,0.000333087,24,3,TRUE,-,-1,0.023593405
N-Isobutyrylglycine-P,Plasma,"2,5-Di-tert-butyl-4-hydroxyphenol-F",Feces,-0.3,0.623837665,5,-0.485714286,0.328723032,6,,,1,-0.86013986,0.000331668,12,2,TRUE,-,-1,0.023593405
N-Isovaleroylglycine-P,Plasma,beta-Arabinopyranose-F,Feces,0.582018729,0.047099308,12,0.882918713,0.008450342,7,,,1,0.721176403,0.000332921,20,2,TRUE,+,1,0.023593405
"Pentenoic acid, 4-[(trimethylsilyl)oxy]--P",Plasma,D-(-)-Fructopyranose-F,Feces,-0.232955599,0.422846112,14,-0.107142857,0.819150856,7,-0.316227766,0.683772234,4,-0.660365942,0.000327552,25,3,TRUE,-,-1,0.023593405
Phenol-P,Plasma,Pantolactone-F,Feces,-0.553178189,0.026236758,16,-0.683130051,0.06183473,8,-0.316227766,0.683772234,4,-0.629711319,0.000329931,28,3,TRUE,-,-1,0.023593405
Phenylpropanolamine-P,Plasma,Serine-F,Feces,0.426781978,0.25195669,9,0.542857143,0.265702624,6,1,0,4,0.736287916,0.000325084,19,3,TRUE,+,1,0.023593405
"Talonic acid, gamma-lactone-P",Plasma,2-Butenedioic acid-F,Feces,0.8,0.2,4,0.69047619,0.057990318,8,,,0,0.86013986,0.000331668,12,2,TRUE,+,1,0.023593405
Dihydrouracil-P,Plasma,3-Deoxyhexitol-F,Feces,-0.755244755,0.004508435,12,-0.4,0.6,4,,,2,-0.750257998,0.000335298,18,2,TRUE,-,-1,0.023651924
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,"2,4-Di-tert-butylphenol-F",Feces,-0.436363636,0.32767171,7,-0.257142857,0.622787172,6,,,1,-0.81938326,0.000335534,14,2,TRUE,-,-1,0.023651924
L-Glutamine-P,Plasma,4-hydroxy-3-penten-2-one-F,Feces,0.617931622,0.024401986,13,0.392857143,0.38331687,7,,,1,0.707182358,0.000337166,21,2,TRUE,+,1,0.02372523
Nonanal-P,Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,-0.313190947,0.237542065,16,-0.595238095,0.119529806,8,-1,0,3,-0.638418087,0.000339168,27,3,TRUE,-,-1,0.023824323
Isoxaben-P,Plasma,DL-Phenylalanine-F,Feces,0.634146341,0.048940921,10,0.738768719,0.057858497,7,0.5,0.666666667,3,0.720361361,0.000340652,20,3,TRUE,+,1,0.023886729
3-Indolepropionic acid-P,Plasma,4-Methoxyphenol-F,Feces,0.345454545,0.328226511,10,0.630656224,0.128887696,7,,,0,0.765174883,0.00034493,17,2,TRUE,+,1,0.02389811
3-Methylvaleric acid-P,Plasma,"2,4-Di-tert-butylphenol-F",Feces,0.558581227,0.192452532,7,0.771428571,0.072396501,6,,,1,0.818482343,0.000344985,14,2,TRUE,+,1,0.02389811
"9,12-Octadecadienoic acid-P",Plasma,"Benzaldehyde, 2,5-dimethoxy-F",Feces,-0.767076483,0.003596176,12,-0.071428571,0.866526271,8,,,2,-0.693589409,0.000344108,22,2,TRUE,-,-1,0.02389811
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,L-Aspartic acid-F,Feces,0.200442642,0.456672371,16,0.630061919,0.129359708,7,0.316227766,0.683772234,4,0.637836454,0.000344786,27,3,TRUE,+,1,0.02389811
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)--P",Plasma,L-Valyl-L-leucine-F,Feces,0.5,0.666666667,3,0.75,0.0521814,7,,,0,0.903030303,0.000343612,10,2,TRUE,+,1,0.02389811
Hydroquinidine-P,Plasma,3-Oxo-1-cyclohexene-1-carboxylic acid-F,Feces,0.5,0.666666667,3,0.828571429,0.041562682,6,,,1,0.903030303,0.000343612,10,2,TRUE,+,1,0.02389811
Ketamine-P,Plasma,n-Nonylcyclohexane-F,Feces,-1,0,4,-0.347862621,0.499253218,6,,,4,-0.818748722,0.000342169,14,2,TRUE,-,-1,0.02389811
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine-P",Plasma,"2,4-Di-tert-butylphenol-F",Feces,-0.054056248,0.908365283,7,-0.540562478,0.210289253,7,,,1,-0.799642218,0.000345949,15,2,TRUE,-,-1,0.023923566
2-Heptenoic acid-P,Plasma,Xylazine-F,Feces,0.30952381,0.455644891,8,0.464285714,0.293934108,7,,,2,0.764705882,0.000349611,17,2,TRUE,+,1,0.023970163
DL-Ornithine-P,Plasma,Salsoline-F,Feces,0.495594714,0.071526689,14,0.143715151,0.734221475,8,0.5,0.666666667,3,0.658071977,0.000349365,25,3,TRUE,+,1,0.023970163
Doconexent-P,Plasma,Phenylalanine-F,Feces,0.603794275,0.013258631,16,0.846881215,0.016197127,7,0.6,0.4,4,0.637452624,0.000348539,27,3,TRUE,+,1,0.023970163
Ethyl alpha-D-glucopyranoside-P,Plasma,Hymexazole-F,Feces,0.259395796,0.331966297,16,0.5,0.666666667,3,0.4,0.6,4,0.680840565,0.000349102,23,3,TRUE,+,1,0.023970163
"Oxalic acid, allyl octyl ester-P",Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,-0.478262122,0.136743958,11,-0.550782484,0.257369332,6,,,0,-0.764742592,0.000349243,17,2,TRUE,-,-1,0.023970163
Acetoacetic acid-P,Plasma,L-Proline-F,Feces,0.455929158,0.185396764,10,0.19047619,0.651401496,8,,,2,0.719067369,0.00035324,20,2,TRUE,+,1,0.024095398
L-Proline-P,Plasma,"N-Acetyl-D-galactosamine, (R,R,R,R)-F",Feces,0.300813748,0.257583465,16,0.186280556,0.658719866,8,0.5,0.666666667,3,0.637074581,0.000352269,27,3,TRUE,+,1,0.024095398
Picolinic acid-P,Plasma,Tyrosine-F,Feces,0.333828979,0.206362302,16,0.04790505,0.910315357,8,0.2,0.8,4,0.627311616,0.000353174,28,3,TRUE,+,1,0.024095398
3-Amino-2-piperidone-P,Plasma,Kojic acid-F,Feces,0.145534818,0.619591826,14,0.428571429,0.337368311,7,0.5,0.666666667,3,0.668696992,0.000353999,24,3,TRUE,+,1,0.024106167
1-Aminocyclopropanecarboxylic acid-P,Plasma,Acetoacetic acid-F,Feces,0.300991357,0.275654346,15,0.18073601,0.668427454,8,,,2,0.657484705,0.000355148,25,2,TRUE,+,1,0.024126565
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,2-Aminobutanoic acid-F,Feces,0.315676366,0.271572246,14,0.25226249,0.585241091,7,,,2,0.680188499,0.000355501,23,2,TRUE,+,1,0.024126565
"Acetin, bis-1,3-trimethylsilyl ether-P",Plasma,Cyclohexanemethanol-F,Feces,-0.414553725,0.140540258,14,-0.942857143,0.004804665,6,-0.632455532,0.367544468,4,-0.667972213,0.000361214,24,3,TRUE,-,-1,0.024391074
Acetoacetic acid-P,Plasma,Vanillin-F,Feces,0.358664271,0.308798634,10,0.166666667,0.693238812,8,,,2,0.718315207,0.000360737,20,2,TRUE,+,1,0.024391074
DL-Glyceraldehyde-P,Plasma,L-Valine-F,Feces,0.654893481,0.005900686,16,0.8,0.2,4,0.8,0.2,4,0.667971314,0.000361223,24,3,TRUE,+,1,0.024391074
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE-P",Plasma,2-Aminobutanoic acid-F,Feces,0.48024538,0.16006701,10,0.828571429,0.041562682,6,,,2,0.747547854,0.000362122,18,2,TRUE,+,1,0.024410675
Isonicotinic Acid-P,Plasma,"Propanoic acid, 2-methyl-, hexyl ester-F",Feces,0.866025404,0.333333333,3,0.753702346,0.083523281,6,,,0,0.924369748,0.000363578,9,2,TRUE,+,1,0.024467719
Dehydronorketamine-P,Plasma,2-Hydroxy-2-methylbutyric acid-F,Feces,-0.396341463,0.256840212,10,-1,1.40E-24,5,,,2,-0.763190184,0.000365102,17,2,TRUE,-,-1,0.024529131
"2,2-Diallylpyrrolidine-P",Plasma,Hexanedioic acid-F,Feces,0.475524476,0.118175957,12,0.428571429,0.337368311,7,1,0,4,0.678853755,0.000368918,23,3,TRUE,+,1,0.024702733
"Cholesta-3,5-dien-7-one-P",Plasma,Uracil-F,Feces,0.126054871,0.74657924,9,0.428571429,0.337368311,7,,,2,0.746901225,0.000368782,18,2,TRUE,+,1,0.024702733
3-Indolepropionic acid-P,Plasma,Propanedioic acid-F,Feces,-0.282142857,0.308284457,15,-0.594618725,0.159089994,7,,,0,-0.690200536,0.000378058,22,2,TRUE,-,-1,0.024794415
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde-P",Plasma,Stearic acid-F,Feces,-0.533336616,0.074150403,12,-0.3,0.623837665,5,,,0,-0.761963764,0.000378052,17,2,TRUE,-,-1,0.024794415
