"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"L-Aspartic acid","L-Aspartic acid","HMDB0000191","5960","C00049","N[C@@H](CC(O)=O)C(O)=O","1"
"L-Cysteine","L-Cysteine","HMDB0000574","5862","C00097","N[C@@H](CS)C(O)=O","1"
"L-Glutamic acid","Glutamic acid","HMDB0000148","33032","C00025","N[C@@H](CCC(O)=O)C(O)=O","1"
"l-Histidine ethyl ester","NA","NA","NA","NA","NA","0"
"L-Hydroxyproline","4-Hydroxyproline","HMDB0000725","5810","C01157","O[C@H]1CN[C@@H](C1)C(O)=O","1"
"L-Isoleucine","Isoleucine","HMDB0000172","6306","C00407","CC[C@H](C)[C@H](N)C(O)=O","1"
"L-Leucine","Leucine","HMDB0000687","6106","C00123","CC(C)C[C@H](N)C(O)=O","1"
"L-Lysine, ethyl ester","NA","NA","NA","NA","NA","0"
"L-Norleucine","L-Norleucine","HMDB0001645","21236","C01933","CCCC[C@H](N)C(O)=O","1"
"L-Threitol","Erythritol","HMDB0002994","222285","C00503","OC[C@H](O)[C@H](O)CO","1"
"L-Tryptophan","L-Tryptophan","HMDB0000929","6305","C00078","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"L-Tryptophan, N-acetyl-1","NA","NA","NA","NA","NA","0"
"Lactic Acid","Lactic acid","HMDB0000190","107689","C00186","C[C@H](O)C(O)=O","1"
"Latanoprost lactone diol","NA","NA","NA","NA","NA","0"
"Levulinic acid","Levulinic acid","HMDB0000720","11579",NA,"CC(=O)CCC(O)=O","1"
"Malic acid","Malic acid","HMDB0000156","222656","C00149","O[C@@H](CC(O)=O)C(O)=O","1"
"Metanephrine","Metanephrine","HMDB0004063","21100","C05588","CNCC(O)C1=CC(OC)=C(O)C=C1","1"
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate","NA","NA","NA","NA","NA","0"
"Methyl alpha-Lyxofuranoside","NA","NA","NA","NA","NA","0"
"Methyl aminoacetate","NA","NA","NA","NA","NA","0"
"Methyl isovanillate","NA","NA","NA","NA","NA","0"
"Methyl-3-methoxy-5-methyl benzoate","NA","NA","NA","NA","NA","0"
"Methylmalonic monoamide","NA","NA","NA","NA","NA","0"
"Mirin","NA","NA","NA","NA","NA","0"
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]","NA","NA","NA","NA","NA","0"
"Myristic acid","Myristic acid","HMDB0000806","11005","C06424","CCCCCCCCCCCCCC(O)=O","1"
"N-(Trimethylsilyl)hexanamide","NA","NA","NA","NA","NA","0"
"N-Acetyl-L-glutamic acid","N-Acetyl-L-glutamic acid","HMDB0001138","70914","C00624","CC(=O)N[C@@H](CCC(O)=O)C(O)=O","1"
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide","NA","NA","NA","NA","NA","0"
"N-Isobutyrylglycine","Isobutyrylglycine","HMDB0000730","10855600",NA,"CC(C)C(=O)NCC(O)=O","1"
"N-Isovaleroylglycine","Isovalerylglycine","HMDB0000678","546304",NA,"CC(C)CC(=O)NCC(O)=O","1"
"N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine","NA","NA","NA","NA","NA","0"
"n-Pentadecanol","Pentadecanol","HMDB0013299","12397",NA,"CCCCCCCCCCCCCCCO","1"
"N-Valerylglycine","NA","NA","NA","NA","NA","0"
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine","NA","NA","NA","NA","NA","0"
"N,N-Diethyl-2-aminoethanol","2-Diethylaminoethanol","HMDB0033971","7497",NA,"CCN(CC)CCO","1"
"N,N-Dimethyl-2-cyclohexyloxyethylamine","NA","NA","NA","NA","NA","0"
"N,O-Bis(trimethylsilyl)carbamate","NA","NA","NA","NA","NA","0"
"Naphthofluorescein","NA","NA","NA","NA","NA","0"
"Neostigmine","Neostigmine","HMDB0015472","4456","C07258","CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C","1"
"Niacin","Niacinamide","HMDB0001406","936","C00153","NC(=O)C1=CC=CN=C1","1"
"Niacinamide","Niacinamide","HMDB0001406","936","C00153","NC(=O)C1=CC=CN=C1","1"
"Niclosamide","Niclosamide","HMDB0015679","4477",NA,"OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O","1"
"Nitrosothymol","NA","NA","NA","NA","NA","0"
"Nonadecanoic acid","Nonadecanoic acid","HMDB0000772","12591","C16535","CCCCCCCCCCCCCCCCCCC(O)=O","1"
"Norketamine","Norketamine","HMDB0060549","123767",NA,"NC1(CCCCC1=O)C1=CC=CC=C1Cl","1"
"O-Methyl-N,N'-diisopropylisourea","NA","NA","NA","NA","NA","0"
"Octan-2-yl palmitate","NA","NA","NA","NA","NA","0"
"Octane, 1-propoxy","NA","NA","NA","NA","NA","0"
"Octanoic acid","Caprylic acid","HMDB0000482","379","C06423","CCCCCCCC(O)=O","1"
"Octocrylene","NA","NA","NA","NA","NA","0"
"Octopamine","p-Octopamine","HMDB0004825","440266","C04227","NC[C@H](O)C1=CC=C(O)C=C1","1"
"Ornithine","Ornithine","HMDB0000214","6262","C00077","NCCC[C@H](N)C(O)=O","1"
"Oxalic acid","Oxalic acid","HMDB0002329","971","C00209","OC(=O)C(O)=O","1"
"p-Hydroxydiisopropylbenzene","NA","NA","NA","NA","NA","0"
"p-Toluic acid","4-Methylbenzoic acid","HMDB0029635","7470","C01454","CC1=CC=C(C=C1)C(O)=O","1"
"Palmitelaidic acid","Palmitelaidic acid","HMDB0012328","5282745",NA,"CCCCCC\C=C\CCCCCCCC(O)=O","1"
"Palmitic Acid","Palmitic acid","HMDB0000220","985","C00249","CCCCCCCCCCCCCCCC(O)=O","1"
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Pentenoic acid, 4-[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Pentylone","NA","NA","NA","NA","NA","0"
"Phenol, 3,5-bis(1,1-dimethylethyl)","NA","NA","NA","NA","NA","0"
"Phenoxyacetic acid","Phenoxyacetic acid","HMDB0031609","19188","C02181","OC(=O)COC1=CC=CC=C1","1"
"Phenylalanine","Phenylalanine","HMDB0000159","6140","C00079","N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"Phenylpropanolamine","Phenylpropanolamine","HMDB0001942","26934","C02343","C[C@@H](N)[C@@H](O)C1=CC=CC=C1","1"
"Phlorizin","Phlorizin","HMDB0036634","6072","C01604","OC[C@H]1O[C@@H](OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","1"
"Phloroglucinol","4a-Carbinolamine tetrahydrobiopterin","HMDB0002215","133246","C00268","[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O","1"
"Phosalone","Phosalone","HMDB0041985","4793","C11028","CCOP(=S)(OCC)SCN1C(=O)OC2=C1C=CC(Cl)=C2","1"
"Phthalazin-1-one","NA","NA","NA","NA","NA","0"
"Pimelic acid","Pimelic acid","HMDB0000857","385","C02656","OC(=O)CCCCCC(O)=O","1"
"Pipecolic acid","Pipecolic acid","HMDB0000070","849","C00408","OC(=O)C1CCCCN1","1"
"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)","NA","NA","NA","NA","NA","0"
"Propanetriol, 2-methyl","NA","NA","NA","NA","NA","0"
"Propanoic acid, 2-methyl","NA","NA","NA","NA","NA","0"
"Propiophenone, 3',4'-dimethoxy","NA","NA","NA","NA","NA","0"
"Propylamine","1-Propylamine","HMDB0034006","7852",NA,"CCCN","1"
"Pyrazine, 3,6-dihydro-3,6-dimethyl","NA","NA","NA","NA","NA","0"
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]","NA","NA","NA","NA","NA","0"
"Pyrrole-2-carboxylic acid","Pyrrole-2-carboxylic acid","HMDB0004230","12473","C05942","OC(=O)C1=CC=CN1","1"
"Quazodine","NA","NA","NA","NA","NA","0"
"Ribitol","Ribitol","HMDB0000508",NA,"C00474","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"Ribonic acid, 2,3,4,5-tetrakis","NA","NA","NA","NA","NA","0"
"S-Methyl-L-cysteine","Methylcysteine","HMDB0002108","24417","C22040","CSC[C@@H](N)C(O)=O","1"
"Salsoline","(R)-N-Methylsalsolinol","HMDB0003626","12989303",NA,"C[C@H]1N(C)CCC2=CC(O)=C(O)C=C12","1"
"Ser-Leu","Serylleucine","HMDB0029043","7015694",NA,"CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(O)=O","1"
"Sertraline carbamoyl glucuronide","NA","NA","NA","NA","NA","0"
"Stearic acid","Stearic acid","HMDB0000827","5281","C01530","CCCCCCCCCCCCCCCCCC(O)=O","1"
"Stigmast-5-ene, 3beta","NA","NA","NA","NA","NA","0"
"Suberic acid","Suberic acid","HMDB0000893","10457","C08278","OC(=O)CCCCCCC(O)=O","1"
"Succinic anhydride","Succinic anhydride","HMDB0032523","7922","C19524","O=C1CCC(=O)O1","1"
"Tacrine, N-trimethylsilyl","NA","NA","NA","NA","NA","0"
"Talonic acid, gamma-lactone","NA","NA","NA","NA","NA","0"
"Tartronic acid","Hydroxypropanedioic acid","HMDB0035227","45","C02287","OC(C(O)=O)C(O)=O","1"
"Tetradecanenitrile","NA","NA","NA","NA","NA","0"
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl","NA","NA","NA","NA","NA","0"
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)","NA","NA","NA","NA","NA","0"
"Tributyl acetylcitrate","Acetyl tributyl citrate","HMDB0034159","6505",NA,"CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC","1"
"Triethanolamine","Triethanolamine","HMDB0032538","7618","C06771","OCCN(CCO)CCO","1"
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate","NA","NA","NA","NA","NA","0"
"Trimethylsilyl 3-((trimethylsilyl)thio)propanoate","NA","NA","NA","NA","NA","0"
"Trimethylsilyl oct-2-enoate","NA","NA","NA","NA","NA","0"
"Trimidox","NA","NA","NA","NA","NA","0"
"Trisaminol","NA","NA","NA","NA","NA","0"
"L-Tyrosine","L-Tyrosine","HMDB0000158","6057","C00082","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"Uracil","Uracil","HMDB0000300","1174","C00106","O=C1NC=CC(=O)N1","1"
"Vanillylmandelic acid","Vanillylmandelic acid","HMDB0000291","736172","C05584","COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O","1"
"Xylazine","NA","NA","NA","NA","NA","0"
"Xylitol","Xylitol","HMDB0242149","6912","C00379","OC[C@H](O)C(O)[C@H](O)CO","1"
"Xylose","D-Xylose","HMDB0000098","135191","C00181","O[C@@H]1COC(O)[C@H](O)[C@H]1O","1"
