n1,n2,edge_dir
L-Rhamnose,ENSMUSG00000043639-P,1
L-Rhamnose,ENSMUSG00000038717-P,1
L-Rhamnose,ENSMUSG00000052566-P,1
L-Rhamnose,ENSMUSG00000061838-P,1
L-Rhamnose,ENSMUSG00000025789-P,-1
ENSMUSG00000102840-P,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",Octadecyl octyl ether,1
ENSMUSG00000004698-P,alpha-Linolenic acid,-1
ENSMUSG00000004698-P,Monomethyl succinate,-1
ENSMUSG00000004698-P,N-(2-hydroxyethyl)-succinimide,-1
alpha-Linolenic acid,ENSMUSG00000035011-P,1
alpha-Linolenic acid,ENSMUSG00000033502-P,1
alpha-Linolenic acid,ENSMUSG00000035093-P,1
alpha-Linolenic acid,ENSMUSG00000030201-P,1
Monomethyl succinate,ENSMUSG00000041012-P,1
Monomethyl succinate,ENSMUSG00000029291-P,-1
Monomethyl succinate,ENSMUSG00000026029-P,1
Monomethyl succinate,ENSMUSG00000040612-P,1
Monomethyl succinate,ENSMUSG00000064246-P,1
Monomethyl succinate,ENSMUSG00000068196-P,1
Monomethyl succinate,ENSMUSG00000032261-P,1
Monomethyl succinate,ENSMUSG00000027957-P,1
Monomethyl succinate,ENSMUSG00000030201-P,1
Monomethyl succinate,ENSMUSG00000031513-P,1
Monomethyl succinate,ENSMUSG00000039000-P,1
Monomethyl succinate,ENSMUSG00000020546-P,1
Monomethyl succinate,ENSMUSG00000041649-P,-1
Monomethyl succinate,4-Hydroxybenzaldehyde,-1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000005514-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000038836-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000028826-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000029291-P,-1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000028700-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000099689-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000068196-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000027957-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000030201-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000057440-P,1
N-(2-hydroxyethyl)-succinimide,ENSMUSG00000020546-P,1
ENSMUSG00000086610-P,Cyclohexanecarboxylic acid,1
Cyclohexanecarboxylic acid,ENSMUSG00000024805-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000003527-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000030691-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000031657-P,1
Cyclohexanecarboxylic acid,ENSMUSG00000038827-P,-1
ENSMUSG00000021903-P,Glyceric acid,1
Glyceric acid,ENSMUSG00000028626-P,1
Glyceric acid,ENSMUSG00000038058-P,1
ENSMUSG00000005514-P,D-Psicofuranose,-1
ENSMUSG00000045128-P,"D-(+)-Ribono-1,4-lactone",1
ENSMUSG00000045128-P,Hymexazole,1
"D-(+)-Ribono-1,4-lactone",ENSMUSG00000024235-P,1
"D-(+)-Ribono-1,4-lactone",ENSMUSG00000014075-P,1
Hymexazole,ENSMUSG00000041012-P,1
Hymexazole,ENSMUSG00000024253-P,1
Hymexazole,ENSMUSG00000026341-P,1
Hymexazole,ENSMUSG00000039194-P,1
Hymexazole,ENSMUSG00000030403-P,1
ENSMUSG00000029198-P,Thr-Leu,1
Thr-Leu,ENSMUSG00000042831-P,1
Thr-Leu,N-Methyl-alpha-aminoisobutyric acid,1
Thr-Leu,Pimelic acid,-1
ENSMUSG00000032482-P,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000059495-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000030016-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000041408-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000087640-P,-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000022812-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000027710-P,-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000062866-P,1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",ENSMUSG00000021149-P,1
ENSMUSG00000021288-P,Deoxyribopyranose,1
Deoxyribopyranose,ENSMUSG00000091549-P,-1
Deoxyribopyranose,ENSMUSG00000029291-P,1
Deoxyribopyranose,ENSMUSG00000031147-P,-1
Deoxyribopyranose,ENSMUSG00000034768-P,-1
Deoxyribopyranose,ENSMUSG00000054792-P,1
Deoxyribopyranose,ENSMUSG00000033047-P,-1
ENSMUSG00000023243-P,"2',2,3,6'-Tetramethoxychalcone",-1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000035505-P,1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000022361-P,-1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000071637-P,1
"2',2,3,6'-Tetramethoxychalcone",ENSMUSG00000024098-P,1
"2',2,3,6'-Tetramethoxychalcone",Glycolic acid,1
ENSMUSG00000052751-P,D-(+)-Talofuranose,1
D-(+)-Talofuranose,Decanoic acid,-1
ENSMUSG00000035941-P,9H-Purin-6-ol,1
ENSMUSG00000035941-P,"cis-4,5-Dihydroxy-o-dithiane",1
ENSMUSG00000035941-P,D-(+)-Glucosamine,1
ENSMUSG00000035941-P,Hydracrylic acid,1
ENSMUSG00000035941-P,L-Threonine,1
ENSMUSG00000035941-P,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000035941-P,N-Acetyl-L-glutamic acid,1
ENSMUSG00000035941-P,Salsoline,1
ENSMUSG00000035941-P,Undecanoic acid,1
ENSMUSG00000035941-P,Uracil,1
9H-Purin-6-ol,ENSMUSG00000022463-P,-1
9H-Purin-6-ol,ENSMUSG00000054364-P,-1
9H-Purin-6-ol,ENSMUSG00000046157-P,-1
9H-Purin-6-ol,ENSMUSG00000025862-P,1
9H-Purin-6-ol,ENSMUSG00000062866-P,1
9H-Purin-6-ol,ENSMUSG00000022774-P,1
9H-Purin-6-ol,N-Methyl-alpha-aminoisobutyric acid,1
9H-Purin-6-ol,9-Octadecenamide,-1
9H-Purin-6-ol,Dihydrouracil,1
9H-Purin-6-ol,Pimelic acid,-1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000062937-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000024253-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000029790-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000026341-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000037664-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000038717-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000021686-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000022023-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000043535-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000064246-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000039959-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000045284-P,1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000064340-P,-1
"cis-4,5-Dihydroxy-o-dithiane",ENSMUSG00000032348-P,1
D-(+)-Glucosamine,ENSMUSG00000029790-P,1
D-(+)-Glucosamine,ENSMUSG00000064340-P,-1
D-(+)-Glucosamine,ENSMUSG00000025862-P,1
D-(+)-Glucosamine,ENSMUSG00000048776-P,1
D-(+)-Glucosamine,ENSMUSG00000026315-P,1
D-(+)-Glucosamine,4-Hydroxybenzaldehyde,1
D-(+)-Glucosamine,Butanedioic acid,-1
Hydracrylic acid,ENSMUSG00000062937-P,1
Hydracrylic acid,ENSMUSG00000041408-P,1
Hydracrylic acid,ENSMUSG00000046351-P,1
Hydracrylic acid,ENSMUSG00000046157-P,-1
Hydracrylic acid,ENSMUSG00000021709-P,1
Hydracrylic acid,ENSMUSG00000025862-P,1
Hydracrylic acid,ENSMUSG00000062866-P,1
Hydracrylic acid,Dihydrouracil,1
L-Threonine,ENSMUSG00000037664-P,1
L-Threonine,ENSMUSG00000051579-P,1
L-Threonine,Myristic acid,-1
L-Threonine,Tyrosine,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000041408-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000021482-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000072704-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000031112-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000055239-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000043535-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000011831-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000006476-P,-1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000025894-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000021709-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000021929-P,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",ENSMUSG00000031715-P,1
N-Acetyl-L-glutamic acid,ENSMUSG00000034863-P,-1
N-Acetyl-L-glutamic acid,Niacinamide,1
N-Acetyl-L-glutamic acid,3-(3-Hydroxyphenyl)propanoic acid,-1
N-Acetyl-L-glutamic acid,Cyclohexanemethanol,-1
Salsoline,ENSMUSG00000057367-P,1
Salsoline,ENSMUSG00000025060-P,1
Salsoline,ENSMUSG00000024491-P,1
Salsoline,ENSMUSG00000038717-P,1
Salsoline,ENSMUSG00000040612-P,1
Salsoline,ENSMUSG00000064246-P,1
Salsoline,ENSMUSG00000052584-P,-1
Salsoline,ENSMUSG00000031198-P,1
Salsoline,ENSMUSG00000027210-P,-1
Salsoline,ENSMUSG00000048330-P,1
Salsoline,ENSMUSG00000064338-P,-1
Salsoline,ENSMUSG00000042557-P,1
Salsoline,ENSMUSG00000030616-P,1
Salsoline,ENSMUSG00000085945-P,1
Salsoline,ENSMUSG00000036087-P,1
Undecanoic acid,ENSMUSG00000025060-P,1
Undecanoic acid,ENSMUSG00000043467-P,1
Undecanoic acid,ENSMUSG00000044927-P,-1
Undecanoic acid,ENSMUSG00000027957-P,1
Uracil,ENSMUSG00000041134-P,1
Uracil,ENSMUSG00000046157-P,-1
Uracil,ENSMUSG00000032172-P,-1
Uracil,ENSMUSG00000055239-P,1
Uracil,ENSMUSG00000064340-P,-1
Uracil,ENSMUSG00000025862-P,1
Uracil,ENSMUSG00000062866-P,1
Uracil,ENSMUSG00000026315-P,1
ENSMUSG00000036501-P,5-Hydroxymethyl-2-furoic acid,1
ENSMUSG00000033411-P,4-Hydroxybenzoic acid,1
4-Hydroxybenzoic acid,ENSMUSG00000015839-P,1
4-Hydroxybenzoic acid,ENSMUSG00000022561-P,-1
4-Hydroxybenzoic acid,ENSMUSG00000054364-P,-1
4-Hydroxybenzoic acid,ENSMUSG00000055239-P,1
4-Hydroxybenzoic acid,ENSMUSG00000043535-P,1
4-Hydroxybenzoic acid,ENSMUSG00000025862-P,1
4-Hydroxybenzoic acid,ENSMUSG00000051579-P,1
4-Hydroxybenzoic acid,L-Norvaline,1
4-Hydroxybenzoic acid,N-Methyl-alpha-aminoisobutyric acid,1
ENSMUSG00000019907-P,Pyridoxic acid,1
Pyridoxic acid,ENSMUSG00000029550-P,-1
ENSMUSG00000025410-P,Cyclohexanol,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000041012-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000106365-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000044927-P,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000105729-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000030403-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000042557-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000042506-P,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000039000-P,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",ENSMUSG00000041649-P,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","2,5-Di-tert-butyl-4-hydroxyphenol",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",3-Methyl-2-furoic acid,-1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",3-Undecene,1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)","Guanidine, N,N-dimethyl",1
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Pimelic acid,1
Hydroquinone,ENSMUSG00000038836-P,1
Hydroquinone,ENSMUSG00000038717-P,1
Hydroquinone,ENSMUSG00000028700-P,1
Hydroquinone,ENSMUSG00000045284-P,1
ENSMUSG00000008690-P,Monolaurin,1
Monolaurin,ENSMUSG00000050822-P,1
Monolaurin,ENSMUSG00000003949-P,-1
9-Octadecenamide,ENSMUSG00000001687-P,1
9-Octadecenamide,ENSMUSG00000065799-P,1
9-Octadecenamide,ENSMUSG00000035293-P,-1
9-Octadecenamide,ENSMUSG00000052584-P,-1
ENSMUSG00000028273-P,Serine,1
Serine,ENSMUSG00000029178-P,1
Serine,ENSMUSG00000037664-P,1
Serine,ENSMUSG00000072704-P,1
Serine,ENSMUSG00000046351-P,1
Serine,ENSMUSG00000021676-P,1
Serine,ENSMUSG00000041720-P,-1
Serine,ENSMUSG00000052534-P,1
Serine,ENSMUSG00000037646-P,1
Serine,ENSMUSG00000035093-P,1
Serine,ENSMUSG00000029772-P,1
Serine,ENSMUSG00000054720-P,1
Serine,ENSMUSG00000006476-P,-1
Serine,ENSMUSG00000048330-P,1
Serine,ENSMUSG00000019971-P,1
Serine,ENSMUSG00000021149-P,1
Serine,ENSMUSG00000020546-P,1
Serine,ENSMUSG00000021000-P,1
Serine,L-Leucine,1
Serine,Phenylalanine,1
ENSMUSG00000021585-P,Picolinic acid,1
ENSMUSG00000021585-P,Suberic acid,1
Picolinic acid,ENSMUSG00000036641-P,1
Picolinic acid,ENSMUSG00000026029-P,1
Picolinic acid,ENSMUSG00000022361-P,1
Picolinic acid,ENSMUSG00000032172-P,-1
Picolinic acid,ENSMUSG00000052534-P,1
Picolinic acid,ENSMUSG00000040612-P,1
Picolinic acid,ENSMUSG00000064246-P,1
Picolinic acid,ENSMUSG00000048612-P,1
Picolinic acid,ENSMUSG00000052584-P,-1
Picolinic acid,ENSMUSG00000048330-P,1
Picolinic acid,ENSMUSG00000064338-P,-1
Picolinic acid,ENSMUSG00000026096-P,1
Picolinic acid,ENSMUSG00000064340-P,-1
Suberic acid,ENSMUSG00000014075-P,1
Suberic acid,ENSMUSG00000052584-P,-1
Suberic acid,ENSMUSG00000026096-P,1
Suberic acid,ENSMUSG00000042594-P,1
Suberic acid,ENSMUSG00000039000-P,1
Suberic acid,ENSMUSG00000020546-P,1
ENSMUSG00000001964-P,Xanthine,-1
ENSMUSG00000001964-P,13-Docosenamide,-1
Xanthine,ENSMUSG00000029550-P,-1
Xanthine,ENSMUSG00000064294-P,1
Xanthine,ENSMUSG00000034786-P,1
Xanthine,ENSMUSG00000024772-P,-1
13-Docosenamide,ENSMUSG00000064294-P,1
ENSMUSG00000057367-P,4-Methyl-5-thiazoleethanol,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000041012-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000024253-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000029790-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000041408-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000021482-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000021010-P,-1
4-Methyl-5-thiazoleethanol,ENSMUSG00000042557-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000040483-P,1
4-Methyl-5-thiazoleethanol,ENSMUSG00000025862-P,1
ENSMUSG00000031010-P,1-Monopalmitin,-1
1-Monopalmitin,ENSMUSG00000023960-P,1
1-Monopalmitin,ENSMUSG00000062040-P,1
ENSMUSG00000015839-P,L-Norvaline,1
L-Norvaline,ENSMUSG00000055239-P,1
L-Norvaline,ENSMUSG00000054792-P,-1
ENSMUSG00000038859-P,Pipecolic acid,1
ENSMUSG00000038859-P,Pyrrole-2-carboxylic acid,1
Pipecolic acid,ENSMUSG00000038717-P,1
Pipecolic acid,ENSMUSG00000034579-P,-1
Pipecolic acid,ENSMUSG00000025789-P,-1
Pyrrole-2-carboxylic acid,ENSMUSG00000004098-P,-1
Pyrrole-2-carboxylic acid,ENSMUSG00000043535-P,1
Pyrrole-2-carboxylic acid,ENSMUSG00000051579-P,1
Pyrrole-2-carboxylic acid,ENSMUSG00000042699-P,1
Pyrrole-2-carboxylic acid,Butanedioic acid,-1
Pyrrole-2-carboxylic acid,Menthol,-1
ENSMUSG00000032724-P,Myristic acid,1
Myristic acid,ENSMUSG00000038717-P,1
Myristic acid,2'-Deoxyribolactone,1
ENSMUSG00000024235-P,"Inosose-2, myo",1
"Inosose-2, myo",ENSMUSG00000036478-P,1
"Inosose-2, myo",ENSMUSG00000085945-P,1
ENSMUSG00000028885-P,"Arabinofuranose, 1,2,3,5-tetrakis",1
"Arabinofuranose, 1,2,3,5-tetrakis",ENSMUSG00000026341-P,1
"Arabinofuranose, 1,2,3,5-tetrakis",ENSMUSG00000031112-P,1
"Arabinofuranose, 1,2,3,5-tetrakis",ENSMUSG00000064340-P,-1
ENSMUSG00000021693-P,D-Glucose,1
D-Glucose,ENSMUSG00000025323-P,1
D-Glucose,ENSMUSG00000085776-P,1
D-Glucose,ENSMUSG00000039959-P,1
D-Glucose,ENSMUSG00000097537-P,1
D-Glucose,ENSMUSG00000025862-P,1
D-Glucose,ENSMUSG00000031715-P,1
ENSMUSG00000043991-P,Tetrahydrogeranyl formate,1
Tetrahydrogeranyl formate,ENSMUSG00000021904-P,1
Tetrahydrogeranyl formate,ENSMUSG00000027860-P,1
Tetrahydrogeranyl formate,ENSMUSG00000055022-P,1
Tetrahydrogeranyl formate,3-Undecene,1
Tetrahydrogeranyl formate,"Guanidine, N,N-dimethyl",1
Tetrahydrogeranyl formate,Pentanoic acid,1
ENSMUSG00000086825-P,3-O-methyl-beta-D-Glucopyranose,-1
3-O-methyl-beta-D-Glucopyranose,ENSMUSG00000036641-P,-1
3-O-methyl-beta-D-Glucopyranose,ENSMUSG00000022361-P,-1
3-O-methyl-beta-D-Glucopyranose,ENSMUSG00000090877-P,1
3-O-methyl-beta-D-Glucopyranose,ENSMUSG00000039145-P,-1
3-O-methyl-beta-D-Glucopyranose,ENSMUSG00000026315-P,-1
ENSMUSG00000041134-P,"2,5-Di-tert-butyl-4-hydroxyphenol",1
ENSMUSG00000041134-P,5-Methyluridine,1
"2,5-Di-tert-butyl-4-hydroxyphenol",ENSMUSG00000085197-P,1
"2,5-Di-tert-butyl-4-hydroxyphenol",ENSMUSG00000028051-P,-1
"2,5-Di-tert-butyl-4-hydroxyphenol",ENSMUSG00000052584-P,-1
"2,5-Di-tert-butyl-4-hydroxyphenol",ENSMUSG00000039000-P,1
"2,5-Di-tert-butyl-4-hydroxyphenol",ENSMUSG00000041649-P,-1
"2,5-Di-tert-butyl-4-hydroxyphenol",Pimelic acid,1
5-Methyluridine,ENSMUSG00000039275-P,-1
5-Methyluridine,12-Oxooctadecanoate,-1
5-Methyluridine,Cyclohexanemethanol,-1
ENSMUSG00000014075-P,2-Ethylacetoacetate,1
ENSMUSG00000014075-P,Aconitic acid,1
ENSMUSG00000014075-P,D-(-)-Fructofuranose,1
ENSMUSG00000014075-P,Ethyl alpha-D-glucopyranoside,1
ENSMUSG00000014075-P,Norketamine,-1
ENSMUSG00000014075-P,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
2-Ethylacetoacetate,ENSMUSG00000024253-P,1
2-Ethylacetoacetate,ENSMUSG00000026341-P,1
2-Ethylacetoacetate,ENSMUSG00000019464-P,1
2-Ethylacetoacetate,ENSMUSG00000061838-P,1
2-Ethylacetoacetate,ENSMUSG00000026096-P,1
2-Ethylacetoacetate,ENSMUSG00000070643-P,1
2-Ethylacetoacetate,ENSMUSG00000032348-P,1
2-Ethylacetoacetate,"2,3,4-Trihydroxybutyric acid",1
2-Ethylacetoacetate,8-Hydroxy-5-(hydroxymethyl)quinoline,1
2-Ethylacetoacetate,beta-D-(-)-Ribopyranose,1
2-Ethylacetoacetate,"Erythrono-1,4-lactone",1
2-Ethylacetoacetate,Tricine,1
Aconitic acid,ENSMUSG00000026341-P,1
Aconitic acid,ENSMUSG00000028700-P,1
Aconitic acid,ENSMUSG00000038084-P,1
Aconitic acid,ENSMUSG00000064340-P,-1
Aconitic acid,ENSMUSG00000024800-P,1
D-(-)-Fructofuranose,ENSMUSG00000029790-P,1
D-(-)-Fructofuranose,ENSMUSG00000022561-P,-1
D-(-)-Fructofuranose,ENSMUSG00000030605-P,-1
D-(-)-Fructofuranose,ENSMUSG00000038084-P,1
D-(-)-Fructofuranose,ENSMUSG00000041720-P,-1
D-(-)-Fructofuranose,ENSMUSG00000033453-P,-1
D-(-)-Fructofuranose,ENSMUSG00000038646-P,1
D-(-)-Fructofuranose,ENSMUSG00000027710-P,-1
D-(-)-Fructofuranose,ENSMUSG00000018707-P,-1
D-(-)-Fructofuranose,ENSMUSG00000049090-P,1
D-(-)-Fructofuranose,ENSMUSG00000027349-P,1
Ethyl alpha-D-glucopyranoside,ENSMUSG00000031112-P,1
Ethyl alpha-D-glucopyranoside,ENSMUSG00000045817-P,1
Ethyl alpha-D-glucopyranoside,ENSMUSG00000061838-P,1
Ethyl alpha-D-glucopyranoside,ENSMUSG00000049744-P,-1
Ethyl alpha-D-glucopyranoside,ENSMUSG00000052584-P,-1
Ethyl alpha-D-glucopyranoside,ENSMUSG00000054792-P,-1
Norketamine,ENSMUSG00000024253-P,-1
Norketamine,ENSMUSG00000106365-P,-1
Norketamine,ENSMUSG00000061838-P,-1
Norketamine,ENSMUSG00000054792-P,1
Norketamine,ENSMUSG00000028811-P,1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",ENSMUSG00000001687-P,1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",ENSMUSG00000072704-P,1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",ENSMUSG00000064340-P,-1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",ENSMUSG00000024800-P,1
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",ENSMUSG00000048776-P,1
ENSMUSG00000041012-P,Cyclohexanemethanol,1
ENSMUSG00000041012-P,"Guanidine, N,N-dimethyl",1
ENSMUSG00000041012-P,N-Acetyl glucosamine methoxime,1
Cyclohexanemethanol,ENSMUSG00000039194-P,1
Cyclohexanemethanol,ENSMUSG00000030403-P,1
Cyclohexanemethanol,ENSMUSG00000066595-P,1
Cyclohexanemethanol,ENSMUSG00000041649-P,-1
Cyclohexanemethanol,3-(3-Hydroxyphenyl)propanoic acid,1
"Guanidine, N,N-dimethyl",ENSMUSG00000064246-P,1
"Guanidine, N,N-dimethyl",ENSMUSG00000068196-P,1
"Guanidine, N,N-dimethyl",ENSMUSG00000031838-P,1
"Guanidine, N,N-dimethyl",ENSMUSG00000085945-P,1
"Guanidine, N,N-dimethyl",ENSMUSG00000045098-P,1
"Guanidine, N,N-dimethyl",3-Undecene,1
"Guanidine, N,N-dimethyl",4-Hydroxybenzaldehyde,-1
"Guanidine, N,N-dimethyl",Menthol,1
N-Acetyl glucosamine methoxime,ENSMUSG00000035640-P,-1
N-Acetyl glucosamine methoxime,ENSMUSG00000026029-P,1
N-Acetyl glucosamine methoxime,ENSMUSG00000020135-P,-1
N-Acetyl glucosamine methoxime,ENSMUSG00000037716-P,-1
N-Acetyl glucosamine methoxime,ENSMUSG00000020330-P,1
N-Acetyl glucosamine methoxime,Uridine,1
ENSMUSG00000013858-P,2-Hydroxy-3-methylbutyric acid,-1
2-Hydroxy-3-methylbutyric acid,ENSMUSG00000026820-P,-1
ENSMUSG00000057722-P,L-Leucine,1
L-Leucine,ENSMUSG00000037664-P,1
L-Leucine,ENSMUSG00000022361-P,1
L-Leucine,ENSMUSG00000037646-P,1
L-Leucine,ENSMUSG00000017831-P,1
L-Leucine,ENSMUSG00000085776-P,1
L-Leucine,ENSMUSG00000022843-P,1
L-Leucine,ENSMUSG00000021149-P,1
ENSMUSG00000043467-P,2-Aminobutanoic acid,1
ENSMUSG00000043467-P,Decanoic acid,1
2-Aminobutanoic acid,ENSMUSG00000054364-P,-1
Decanoic acid,ENSMUSG00000001855-P,1
Decanoic acid,ENSMUSG00000002455-P,1
Decanoic acid,ENSMUSG00000042797-P,1
Decanoic acid,ENSMUSG00000027957-P,1
Decanoic acid,ENSMUSG00000000127-P,1
Decanoic acid,ENSMUSG00000041649-P,-1
ENSMUSG00000020102-P,Butyl caprylate,-1
Butyl caprylate,ENSMUSG00000020227-P,1
Butyl caprylate,ENSMUSG00000009076-P,-1
ENSMUSG00000050493-P,9-Octadecenoic acid,1
9-Octadecenoic acid,ENSMUSG00000026784-P,1
9-Octadecenoic acid,4-Pyridinol,-1
ENSMUSG00000043059-P,Pentanoic acid,1
Pentanoic acid,ENSMUSG00000021904-P,1
Pentanoic acid,ENSMUSG00000048330-P,1
Pentanoic acid,3-Undecene,1
ENSMUSG00000005510-P,N-Acetylglucosamine,1
N-Acetylglucosamine,ENSMUSG00000078485-P,1
N-Acetylglucosamine,ENSMUSG00000043535-P,1
ENSMUSG00000024687-P,Tyrosine,1
Tyrosine,ENSMUSG00000029790-P,1
Tyrosine,ENSMUSG00000037664-P,1
Tyrosine,ENSMUSG00000031112-P,1
Tyrosine,ENSMUSG00000026096-P,1
Tyrosine,ENSMUSG00000031715-P,1
Tyrosine,ENSMUSG00000042699-P,1
Tyrosine,Phenylalanine,1
ENSMUSG00000062937-P,"2,3,4-Trihydroxybutyric acid",1
ENSMUSG00000062937-P,3-Pyridylcarbinol,1
ENSMUSG00000062937-P,4-Pyridinol,1
ENSMUSG00000062937-P,Cytosine,1
ENSMUSG00000062937-P,Dihydrouracil,1
"2,3,4-Trihydroxybutyric acid",ENSMUSG00000021482-P,1
"2,3,4-Trihydroxybutyric acid",ENSMUSG00000072704-P,1
"2,3,4-Trihydroxybutyric acid",ENSMUSG00000021709-P,1
"2,3,4-Trihydroxybutyric acid","3-Hydroxy-2,3-dihydromaltol",1
"2,3,4-Trihydroxybutyric acid","Erythrono-1,4-lactone",1
"2,3,4-Trihydroxybutyric acid",Ribonic acid,1
3-Pyridylcarbinol,ENSMUSG00000037664-P,1
