node,node_dir
ENSMUSG00000006281-P,1.0
ENSMUSG00000027770-P,-1.0
ENSMUSG00000036815-P,-1.0
ENSMUSG00000030677-P,1.0
ENSMUSG00000097318-P,-1.0
ENSMUSG00000025789-P,1.0
ENSMUSG00000025894-P,-1.0
3-Deoxyhexitol,-1.0
3-Deoxyhexitol,-1.0
ENSMUSG00000030801-P,1.0
ENSMUSG00000032763-P,1.0
ENSMUSG00000030201-P,-1.0
ENSMUSG00000033068-P,1.0
ENSMUSG00000016018-P,1.0
ENSMUSG00000074994-P,-1.0
ENSMUSG00000032560-P,-1.0
ENSMUSG00000045767-P,-1.0
ENSMUSG00000043241-P,-1.0
ENSMUSG00000015748-P,-1.0
ENSMUSG00000048330-P,-1.0
ENSMUSG00000039145-P,-1.0
ENSMUSG00000041491-P,-1.0
ENSMUSG00000045284-P,-1.0
ENSMUSG00000064338-P,1.0
ENSMUSG00000024873-P,1.0
ENSMUSG00000097537-P,-1.0
ENSMUSG00000043614-P,1.0
Sebacic acid,-1.0
Sebacic acid,-1.0
ENSMUSG00000027710-P,1.0
ENSMUSG00000007570-P,1.0
3-Aminobutanoic acid,1.0
3-Aminobutanoic acid,1.0
ENSMUSG00000033021-P,-1.0
ENSMUSG00000006800-P,1.0
ENSMUSG00000022843-P,-1.0
ENSMUSG00000039899-P,1.0
ENSMUSG00000042557-P,-1.0
ENSMUSG00000035692-P,1.0
ENSMUSG00000063801-P,1.0
ENSMUSG00000031637-P,-1.0
ENSMUSG00000043411-P,1.0
ENSMUSG00000017670-P,1.0
ENSMUSG00000030611-P,1.0
ENSMUSG00000034563-P,1.0
ENSMUSG00000010057-P,1.0
ENSMUSG00000018171-P,1.0
ENSMUSG00000008348-P,1.0
alpha-L-(-)-Fucopyranose,1.0
alpha-L-(-)-Fucopyranose,1.0
ENSMUSG00000019647-P,-1.0
"Pentitol, 3-desoxy",1.0
"Pentitol, 3-desoxy",1.0
ENSMUSG00000021709-P,-1.0
ENSMUSG00000086769-P,-1.0
"Propane, 2-methyl",-1.0
"Propane, 2-methyl",-1.0
ENSMUSG00000071650-P,1.0
ENSMUSG00000024098-P,1.0
ENSMUSG00000016487-P,-1.0
ENSMUSG00000028057-P,1.0
ENSMUSG00000031513-P,-1.0
Phloretic acid,-1.0
Phloretic acid,-1.0
ENSMUSG00000042198-P,1.0
ENSMUSG00000033585-P,1.0
ENSMUSG00000038058-P,1.0
ENSMUSG00000042745-P,1.0
D-Mannopyranose,1.0
D-Mannopyranose,1.0
ENSMUSG00000026096-P,-1.0
ENSMUSG00000023764-P,1.0
ENSMUSG00000040483-P,-1.0
ENSMUSG00000033047-P,-1.0
ENSMUSG00000032602-P,-1.0
ENSMUSG00000064340-P,1.0
ENSMUSG00000019971-P,-1.0
ENSMUSG00000031256-P,1.0
ENSMUSG00000023826-P,1.0
ENSMUSG00000070643-P,-1.0
ENSMUSG00000022568-P,1.0
"beta-D-Galactopyranoside, methyl-, acetate",1.0
"beta-D-Galactopyranoside, methyl-, acetate",1.0
ENSMUSG00000024548-P,-1.0
ENSMUSG00000057440-P,-1.0
ENSMUSG00000022010-P,1.0
ENSMUSG00000024083-P,-1.0
ENSMUSG00000072763-P,-1.0
ENSMUSG00000030616-P,-1.0
ENSMUSG00000003949-P,-1.0
ENSMUSG00000066595-P,-1.0
ENSMUSG00000046714-P,1.0
Butanedioic acid,-1.0
Butanedioic acid,-1.0
ENSMUSG00000004263-P,-1.0
ENSMUSG00000021929-P,-1.0
ENSMUSG00000000127-P,-1.0
ENSMUSG00000028811-P,1.0
ENSMUSG00000025016-P,-1.0
ENSMUSG00000034957-P,1.0
ENSMUSG00000025862-P,-1.0
ENSMUSG00000024800-P,-1.0
ENSMUSG00000042506-P,1.0
ENSMUSG00000033792-P,1.0
ENSMUSG00000018707-P,1.0
ENSMUSG00000026547-P,1.0
ENSMUSG00000026527-P,-1.0
ENSMUSG00000085945-P,-1.0
ENSMUSG00000071369-P,-1.0
ENSMUSG00000015970-P,1.0
ENSMUSG00000017314-P,-1.0
ENSMUSG00000051579-P,-1.0
ENSMUSG00000093606-P,-1.0
ENSMUSG00000049090-P,-1.0
ENSMUSG00000062866-P,-1.0
ENSMUSG00000041685-P,-1.0
ENSMUSG00000031715-P,-1.0
ENSMUSG00000005699-P,1.0
ENSMUSG00000042594-P,-1.0
ENSMUSG00000019933-P,1.0
ENSMUSG00000020219-P,1.0
ENSMUSG00000022774-P,-1.0
ENSMUSG00000031079-P,1.0
ENSMUSG00000021149-P,-1.0
Tricine,-1.0
Tricine,-1.0
ENSMUSG00000039000-P,-1.0
ENSMUSG00000048776-P,-1.0
ENSMUSG00000090247-P,1.0
ENSMUSG00000009013-P,1.0
Dihydroxyacetone,1.0
Dihydroxyacetone,1.0
ENSMUSG00000027349-P,-1.0
ENSMUSG00000026315-P,-1.0
ENSMUSG00000038827-P,1.0
ENSMUSG00000025231-P,1.0
ENSMUSG00000020546-P,-1.0
ENSMUSG00000020330-P,-1.0
ENSMUSG00000019088-P,-1.0
ENSMUSG00000023046-P,1.0
ENSMUSG00000031776-P,1.0
ENSMUSG00000055022-P,-1.0
ENSMUSG00000003199-P,1.0
ENSMUSG00000039450-P,1.0
ENSMUSG00000041649-P,1.0
ENSMUSG00000042699-P,-1.0
ENSMUSG00000032348-P,-1.0
ENSMUSG00000045098-P,-1.0
ENSMUSG00000024772-P,1.0
ENSMUSG00000021000-P,-1.0
ENSMUSG00000021583-P,1.0
ENSMUSG00000029265-P,-1.0
ENSMUSG00000036087-P,-1.0
ENSMUSG00000031479-P,-1.0
ENSMUSG00000044617-P,1.0
ENSMUSG00000032796-P,-1.0
ENSMUSG00000038135-P,1.0
3-Hydroxypicolinic acid,1.0
3-Hydroxypicolinic acid,1.0
trans-Coniferryl alchool,-1.0
trans-Coniferryl alchool,-1.0
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",-1.0
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane",-1.0
Ethanamine,-1.0
Ethanamine,-1.0
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",-1.0
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",-1.0
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",-1.0
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",-1.0
17-alpha-Hydroxypregnenolone,1.0
17-alpha-Hydroxypregnenolone,1.0
4-Hydroxybutanoic acid,-1.0
4-Hydroxybutanoic acid,-1.0
"Acetamide, N-(2-butyl)-N-methyl-",-1.0
"Acetamide, N-(2-butyl)-N-methyl-",-1.0
"Propanoic acid, 2-oxo",-1.0
"Propanoic acid, 2-oxo",-1.0
1-Methyl-4-hydroxy-1H-imidazol-2-amine,-1.0
1-Methyl-4-hydroxy-1H-imidazol-2-amine,-1.0
d-Erythrotetrofuranose,-1.0
d-Erythrotetrofuranose,-1.0
"Butanoic acid, 3,4-dihydroxy-",-1.0
"Butanoic acid, 3,4-dihydroxy-",-1.0
Glycerol tricaprylate,-1.0
Glycerol tricaprylate,-1.0
2-Palmitoylglycerol,1.0
2-Palmitoylglycerol,1.0
3-Hydroxybutyric acid,-1.0
3-Hydroxybutyric acid,-1.0
Hexacosanoic acid,-1.0
Hexacosanoic acid,-1.0
Nonanoic acid,-1.0
Nonanoic acid,-1.0
4-Hydroxyphenyllactic acid,-1.0
4-Hydroxyphenyllactic acid,-1.0
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1.0
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,1.0
Glycerol,-1.0
Glycerol,-1.0
