n1,n2,edge_dir
Cep290,Serine,1
Gtpbp4,Serine,1
Stxbp4,Serine,1
Mia2,Serine,1
Cast,Picolinic acid,1
Cast,Suberic acid,1
Ccdc148,Picolinic acid,1
Casp8,Picolinic acid,1
Zhx1,Picolinic acid,1
Olfm2,Picolinic acid,-1
Pbx1,Picolinic acid,1
Ildr2,Picolinic acid,1
Chi3l1,Picolinic acid,1
Myof,Picolinic acid,1
Serp2,Picolinic acid,-1
Ric3,Picolinic acid,1
mt-Tv,Picolinic acid,-1
Osgepl1,Picolinic acid,1
mt-Tl1,Picolinic acid,-1
Dynlt2b,Suberic acid,1
Serp2,Suberic acid,-1
Osgepl1,Suberic acid,1
Sh2b3,Suberic acid,1
Ube3c,Suberic acid,1
Stxbp4,Suberic acid,1
Emd,Xanthine,-1
Emd,13-Docosenamide,-1
Sppl3,Xanthine,-1
Aox3,Xanthine,1
Gpsm3,Xanthine,1
Ehd1,Xanthine,-1
Aox3,13-Docosenamide,1
Birc2,4-Methyl-5-thiazoleethanol,1
Cmtm8,4-Methyl-5-thiazoleethanol,1
Dync2li1,4-Methyl-5-thiazoleethanol,1
Cep41,4-Methyl-5-thiazoleethanol,1
Wapl,4-Methyl-5-thiazoleethanol,1
Prxl2c,4-Methyl-5-thiazoleethanol,1
Npas3,4-Methyl-5-thiazoleethanol,-1
Sin3a,4-Methyl-5-thiazoleethanol,1
Xaf1,4-Methyl-5-thiazoleethanol,1
Stag2,4-Methyl-5-thiazoleethanol,1
Usp9x,1-Monopalmitin,-1
Enpp5,1-Monopalmitin,1
Zfp27,1-Monopalmitin,1
Nfe2l2,L-Norvaline,1
Kcmf1,L-Norvaline,1
Klhl18,L-Norvaline,-1
Baiap2l1,Pipecolic acid,1
Baiap2l1,Pyrrole-2-carboxylic acid,1
Atp5mg,Pipecolic acid,1
Pla2g3,Pipecolic acid,-1
St8sia2,Pipecolic acid,-1
Col5a3,Pyrrole-2-carboxylic acid,-1
Setx,Pyrrole-2-carboxylic acid,1
Tceal8,Pyrrole-2-carboxylic acid,1
Dhx9,Pyrrole-2-carboxylic acid,1
Abtb2,Myristic acid,1
Atp5mg,Myristic acid,1
Map3k8,"Inosose-2, myo",1
Btg1,"Inosose-2, myo",1
2310014F06Rik,"Inosose-2, myo",1
Smpdl3b,"Arabinofuranose, 1,2,3,5-tetrakis",1
Actr3,"Arabinofuranose, 1,2,3,5-tetrakis",1
Stk26,"Arabinofuranose, 1,2,3,5-tetrakis",1
mt-Tl1,"Arabinofuranose, 1,2,3,5-tetrakis",-1
Kif2a,D-Glucose,1
Sp4,D-Glucose,1
5430402O13Rik,D-Glucose,1
Hip1,D-Glucose,1
2610020C07Rik,D-Glucose,1
Stag2,D-Glucose,1
Smarca5,D-Glucose,1
Pura,Tetrahydrogeranyl formate,1
Sema3g,Tetrahydrogeranyl formate,1
Vangl1,Tetrahydrogeranyl formate,1
Cntn1,Tetrahydrogeranyl formate,1
Gm15675,3-O-methyl-beta-D-Glucopyranose,-1
Ccdc148,3-O-methyl-beta-D-Glucopyranose,-1
Zhx1,3-O-methyl-beta-D-Glucopyranose,-1
Hspa1b,3-O-methyl-beta-D-Glucopyranose,1
Camk1d,3-O-methyl-beta-D-Glucopyranose,-1
Serpinb8,3-O-methyl-beta-D-Glucopyranose,-1
Cyyr1,"2,5-Di-tert-butyl-4-hydroxyphenol",1
Cyyr1,5-Methyluridine,1
1700125H03Rik,"2,5-Di-tert-butyl-4-hydroxyphenol",1
Hcn3,"2,5-Di-tert-butyl-4-hydroxyphenol",-1
Serp2,"2,5-Di-tert-butyl-4-hydroxyphenol",-1
Ube3c,"2,5-Di-tert-butyl-4-hydroxyphenol",1
Klf8,"2,5-Di-tert-butyl-4-hydroxyphenol",-1
Foxk2,5-Methyluridine,-1
Dynlt2b,2-Ethylacetoacetate,1
Dynlt2b,Aconitic acid,1
Dynlt2b,D-(-)-Fructofuranose,1
Dynlt2b,Ethyl alpha-D-glucopyranoside,1
Dynlt2b,Norketamine,-1
Dynlt2b,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
Dync2li1,2-Ethylacetoacetate,1
Actr3,2-Ethylacetoacetate,1
Ptger1,2-Ethylacetoacetate,1
Suclg2,2-Ethylacetoacetate,1
Osgepl1,2-Ethylacetoacetate,1
Sox13,2-Ethylacetoacetate,1
Gsta4,2-Ethylacetoacetate,1
Actr3,Aconitic acid,1
Pomgnt1,Aconitic acid,1
Opa1,Aconitic acid,1
mt-Tl1,Aconitic acid,-1
Rpp30,Aconitic acid,1
Cep41,D-(-)-Fructofuranose,1
Gpaa1,D-(-)-Fructofuranose,-1
Mfge8,D-(-)-Fructofuranose,-1
Opa1,D-(-)-Fructofuranose,1
Pi4ka,D-(-)-Fructofuranose,-1
Adamts15,D-(-)-Fructofuranose,-1
Ramac,D-(-)-Fructofuranose,1
Acad9,D-(-)-Fructofuranose,-1
Dync1h1,D-(-)-Fructofuranose,-1
Ptgr3,D-(-)-Fructofuranose,1
Fam98b,D-(-)-Fructofuranose,1
Stk26,Ethyl alpha-D-glucopyranoside,1
Zfp36l2,Ethyl alpha-D-glucopyranoside,1
Suclg2,Ethyl alpha-D-glucopyranoside,1
Arhgap15,Ethyl alpha-D-glucopyranoside,-1
Serp2,Ethyl alpha-D-glucopyranoside,-1
Klhl18,Ethyl alpha-D-glucopyranoside,-1
Dync2li1,Norketamine,-1
Gm43568,Norketamine,-1
Suclg2,Norketamine,-1
Klhl18,Norketamine,1
Yars1,Norketamine,1
Ubl3,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
Smim10l1,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
mt-Tl1,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",-1
Rpp30,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
Pthlh,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
Cmtm8,Cyclohexanemethanol,1
Cmtm8,"Guanidine, N,N-dimethyl",1
Cmtm8,N-Acetyl glucosamine methoxime,1
Rlbp1,Cyclohexanemethanol,1
Vasp,Cyclohexanemethanol,1
Flvcr1,Cyclohexanemethanol,1
Klf8,Cyclohexanemethanol,-1
Chi3l1,"Guanidine, N,N-dimethyl",1
Col8a1,"Guanidine, N,N-dimethyl",1
Ifi30,"Guanidine, N,N-dimethyl",1
2310014F06Rik,"Guanidine, N,N-dimethyl",1
Kmt5b,"Guanidine, N,N-dimethyl",1
Cbarp,N-Acetyl glucosamine methoxime,-1
Casp8,N-Acetyl glucosamine methoxime,1
Apc2,N-Acetyl glucosamine methoxime,-1
Ccdc33,N-Acetyl glucosamine methoxime,-1
Hmmr,N-Acetyl glucosamine methoxime,1
Tmem259,2-Hydroxy-3-methylbutyric acid,-1
Ptges2,2-Hydroxy-3-methylbutyric acid,-1
Lepr,L-Leucine,1
Cdkn1c,L-Leucine,1
Zhx1,L-Leucine,1
Vps13b,L-Leucine,1
Rab5a,L-Leucine,1
5430402O13Rik,L-Leucine,1
Clcn2,L-Leucine,1
Gtpbp4,L-Leucine,1
Zbtb37,2-Aminobutanoic acid,1
Zbtb37,Decanoic acid,1
Rhob,2-Aminobutanoic acid,-1
Nup214,Decanoic acid,1
Prpf6,Decanoic acid,1
Aqp11,Decanoic acid,1
Slc35a3,Decanoic acid,1
Fer,Decanoic acid,1
Klf8,Decanoic acid,-1
Slc16a7,Butyl caprylate,-1
Irak3,Butyl caprylate,1
Zmat5,Butyl caprylate,-1
Fam167b,9-Octadecenoic acid,1
Pdss1,9-Octadecenoic acid,1
Zfp513,Pentanoic acid,1
Sema3g,Pentanoic acid,1
Ric3,Pentanoic acid,1
Ndufs3,N-Acetylglucosamine,1
Plekhn1,N-Acetylglucosamine,1
Setx,N-Acetylglucosamine,1
Osbp,Tyrosine,1
Cep41,Tyrosine,1
Cdkn1c,Tyrosine,1
Stk26,Tyrosine,1
Osgepl1,Tyrosine,1
Smarca5,Tyrosine,1
Dhx9,Tyrosine,1
Mtap,"2,3,4-Trihydroxybutyric acid",1
Mtap,3-Pyridylcarbinol,1
Mtap,4-Pyridinol,1
Mtap,Cytosine,1
Mtap,Dihydrouracil,1
Prxl2c,"2,3,4-Trihydroxybutyric acid",1
Smim10l1,"2,3,4-Trihydroxybutyric acid",1
Erbin,"2,3,4-Trihydroxybutyric acid",1
Cdkn1c,3-Pyridylcarbinol,1
Smim10l1,3-Pyridylcarbinol,1
Zfp322a,3-Pyridylcarbinol,1
Wbp4,3-Pyridylcarbinol,1
Setx,3-Pyridylcarbinol,1
Evi5,3-Pyridylcarbinol,1
Serp2,3-Pyridylcarbinol,-1
Ric3,3-Pyridylcarbinol,1
Gtpbp4,3-Pyridylcarbinol,1
Gsta4,3-Pyridylcarbinol,1
H1f10,4-Pyridinol,-1
Gsta4,4-Pyridinol,1
Krt23,Dihydrouracil,1
Kcmf1,Dihydrouracil,1
mt-Tv,Dihydrouracil,-1
Stag2,Dihydrouracil,1
Stat3,Methylmaleic acid,1
Casp8,Methylmaleic acid,-1
Kcmf1,Methylmaleic acid,-1
Nek8,2'-Desoxyuridine,1
Nek8,"Hexadecanoic acid, tetradecyl ester",1
Srebf2,2'-Desoxyuridine,-1
Gpaa1,2'-Desoxyuridine,-1
Eef1a1,2'-Desoxyuridine,1
Mfge8,2'-Desoxyuridine,-1
Armcx2,2'-Desoxyuridine,-1
Kat8,2'-Desoxyuridine,-1
Rit1,2'-Desoxyuridine,-1
Stag2,2'-Desoxyuridine,1
Ubl3,"Hexadecanoic acid, tetradecyl ester",1
Zfp358,"Hexadecanoic acid, tetradecyl ester",-1
Gm5141,"Hexadecanoic acid, tetradecyl ester",1
Dync2li1,Butyl Succinate,1
Olfm2,Butyl Succinate,-1
Gsta4,Butyl Succinate,1
Amfr,alpha-Tocopheryl acetate,1
Ramac,alpha-Tocopheryl acetate,-1
Fance,alpha-Tocopheryl acetate,1
Fchsd2,Ribonic acid,1
Smim10l1,Ribonic acid,1
Stag2,Ribonic acid,1
Tmem204,Pentanedioic acid,1
St8sia2,Pentanedioic acid,-1
Ubl3,L-Serine,1
Actr3,L-Serine,1
Smim10l1,L-Serine,1
Gnas,L-Serine,1
Setx,L-Serine,1
Maco1,3-(3-Hydroxyphenyl)propanoic acid,1
Recql5,3-(3-Hydroxyphenyl)propanoic acid,-1
Gm25517,3-(3-Hydroxyphenyl)propanoic acid,1
Zfp383,3-(3-Hydroxyphenyl)propanoic acid,1
Actr3,beta-D-(-)-Ribopyranose,1
Cdkn1c,beta-D-(-)-Ribopyranose,1
Ap3b1,beta-D-(-)-Ribopyranose,1
Afg3l1,beta-D-(-)-Ribopyranose,1
Olfm2,beta-D-(-)-Ribopyranose,-1
Slc25a16,beta-D-(-)-Ribopyranose,1
St8sia2,beta-D-(-)-Ribopyranose,-1
Acacb,N-Methyl-alpha-aminoisobutyric acid,-1
Irak1bp1,N-Methyl-alpha-aminoisobutyric acid,1
Setx,N-Methyl-alpha-aminoisobutyric acid,1
Ofd1,N-Methyl-alpha-aminoisobutyric acid,1
Btg1,Xylazine,1
Srebf2,Niacinamide,-1
Srebf2,"2-Pentenedioic acid, 2-hydroxy-",-1
Srebf2,Thymidine,-1
Mpi,Niacinamide,-1
Vmp1,Niacinamide,-1
Zfp322a,"2-Pentenedioic acid, 2-hydroxy-",1
Gpaa1,Thymidine,-1
Mfge8,Thymidine,-1
Armcx2,Thymidine,-1
Kat8,Thymidine,-1
Fndc3a,"D-Erythro-Pentitol, 2-deoxy-",-1
Cdkn1c,Phenylalanine,1
Gpaa1,Phenylalanine,-1
Rhob,Phenylalanine,-1
Pi4ka,Phenylalanine,-1
Stag2,Phenylalanine,1
Smarca5,Phenylalanine,1
Fam98b,Phenylalanine,1
Dhx9,Phenylalanine,1
Prpf6,1-Octadecanol,1
Sec62,1-Octadecanol,1
Vangl1,1-Octadecanol,1
Bcl2l12,1-Octadecanol,1
Ric3,1-Octadecanol,1
Ruvbl1,N-Methyl-L-proline,1
Cltb,N-Methyl-L-proline,1
Scp2-ps2,Campesterol,-1
Casp8,3-Undecene,1
Sec62,3-Undecene,1
Ifih1,3-Undecene,1
Sema3g,3-Undecene,1
Chi3l1,3-Undecene,1
Vangl1,3-Undecene,1
Cntn1,3-Undecene,1
Klf8,3-Undecene,-1
Ifih1,Menthol,1
Nfyb,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,1
Apc2,Itaconic acid,1
Adck2,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",-1
Dok1,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",1
Mtmr2,L-Glutamine,1
C130089K02Rik,L-(+)-Lactic acid,-1
Ap3b1,"2,5-Dimethoxybenzhydrazide",1
Stag2,"2,5-Dimethoxybenzhydrazide",1
Ada,Arabinose,1
Fzr1,Arabinose,1
Sp4,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",1
Olfm2,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",-1
Kpna4,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",1
Osgepl1,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",1
Dok1,1-Hexanol,-1
Ndn,1-Hexanol,1
Stk26,"3-Hydroxy-2,3-dihydromaltol",1
Rlbp1,"3-Hydroxy-2,3-dihydromaltol",1
Rhob,Uridine,-1
Adamts15,Uridine,-1
Hsdl2,"2-Furanacetaldehyde, tetrahydro-alpha",1
Iqgap2,Citric acid,1
Ric3,Citric acid,1
Lrp2bp,Citric acid,1
Gm15587,Citric acid,1
Dcp2,Glycolic acid,1
Cul7,Octadecyl octyl ether,-1
Gm25517,3-Methyl-2-furoic acid,-1
Rassf4,3-Methyl-2-furoic acid,1
Sema3g,"Azetidine, 1-acetyl-2-methyl",1
Sema3g,"Hexadecanoic acid, 4-hydroxybutyl ester",1
Mafg,"Azetidine, 1-acetyl-2-methyl",1
H1f10,"Hexadecanoic acid, 4-hydroxybutyl ester",-1
Bcat1,Palmitic Acid,-1
Ric3,Palmitic Acid,1
Sytl2,Palmitic Acid,1
Afg3l1,3-Hydroxyisovaleric acid,1
Afg3l1,"Erythrono-1,4-lactone",1
Klf8,3-Hydroxyisovaleric acid,-1
Gsta4,"Erythrono-1,4-lactone",1
Tmem229b,beta-Arabinopyranose,-1
Cebpd,beta-Arabinopyranose,-1
Sulf2,beta-Arabinopyranose,-1
Dr1,beta-Arabinopyranose,1
Olfm2,2'-Deoxyribolactone,-1
Olfm2,8-Hydroxy-5-(hydroxymethyl)quinoline,-1
Ppp4c,2'-Deoxyribolactone,-1
Hip1,2'-Deoxyribolactone,1
Slc35a3,2'-Deoxyribolactone,1
Mkrn3,8-Hydroxy-5-(hydroxymethyl)quinoline,-1
Lama1,8-Hydroxy-5-(hydroxymethyl)quinoline,1
Spen,Phloroglucinol,1
Eeig1,"Xylonic acid, delta-lactone",1
Ints11,1-Tetracosene,-1
Itch,L-(-)-Sorbofuranose,1
Reep2,L-(-)-Sorbofuranose,-1
Stag2,L-(-)-Sorbofuranose,1
Ppp4c,Idoxuridine ,-1
Emc3,"1-Propanamine, N,N-diethyl-",-1
Ubc,"1-Propanamine, N,N-diethyl-",-1
Dync2i2,Ketamine,-1
Dennd2c,4-Hydroxybenzaldehyde,1
Stag2,4-Hydroxybenzaldehyde,1
Sncg,Arabinitol,-1
Ptges2,Xylose,1
Arl2bp,Xylose,1
Nop16,12-Oxooctadecanoate,-1
Rab5a,Cholesterol,1
Chi3l1,Pimelic acid,1
Col8a1,Pimelic acid,1
Slc35a3,Pimelic acid,1
Ube3c,Pimelic acid,1
Klf8,Pimelic acid,-1
A930024E05Rik,Lignoceric acid,1
Rassf4,Isonicotinic Acid,1
Nsg2,1-Octanol,1
Fundc2,L-Proline,1
Cebpd,Erythritol,1
Ap3s2,Erythritol,1
Ccpg1,Erythritol,1
Aasdhppt,3-Deoxyhexitol,1
Vps37d,Sebacic acid,-1
Cstf2,Sebacic acid,-1
Zfp300,Sebacic acid,-1
Fance,3-Aminobutanoic acid,1
Hlf,3-Aminobutanoic acid,-1
Ubc,alpha-L-(-)-Fucopyranose,1
Sema6a,"Pentitol, 3-desoxy",-1
Gm15587,"Propane, 2-methyl",1
Leprotl1,Phloretic acid,1
Osgepl1,Phloretic acid,1
Tm9sf3,Phloretic acid,1
Id1,D-Mannopyranose,1
Scrib,"beta-D-Galactopyranoside, methyl-, acetate",1
Foxc2,Butanedioic acid,-1
Gtpbp4,Tricine,1
Dynll1,Dihydroxyacetone,1
