node1,node2
Cep41__CPX,Wbp4__CPX
Cep41__CPX,Nsmf__CPX
Gdpd3__CPX,Ccdc33__CPX
Emc10__CPX,Iqgap2__CPX
Emc10__CPX,Eif3g__CPX
Emc10__CPX,Pbx1__CPX
Emc10__CPX,Nipbl__CPX
Emc10__CPX,Fgfr1op2__CPX
Emc10__CPX,Dnajc13__CPX
Zbtb7a__CPX,Eea1__CPX
Zbtb7a__CPX,Smc6__CPX
Zbtb7a__CPX,Cdkn1c__CPX
Zbtb7a__CPX,Rbm27__CPX
Zbtb7a__CPX,Sec62__CPX
Zbtb7a__CPX,Nfyb__CPX
Zbtb7a__CPX,Npepps__CPX
Zbtb7a__CPX,Wasl__CPX
Zbtb7a__CPX,Ergic2__CPX
Zbtb7a__CPX,Psip1__CPX
Zbtb7a__CPX,Iqgap2__CPX
Zbtb7a__CPX,Ccdc88a__CPX
Zbtb7a__CPX,Top1__CPX
Zbtb7a__CPX,Rdx__CPX
Zbtb7a__CPX,Tpr__CPX
Zbtb7a__CPX,Nkapd1__CPX
Zbtb7a__CPX,Cep57__CPX
Zbtb7a__CPX,Nipbl__CPX
Zbtb7a__CPX,Brd4__CPX
Zbtb7a__CPX,Phf3__CPX
Zbtb7a__CPX,Enpp5__CPX
Zbtb7a__CPX,Hip1__CPX
Zbtb7a__CPX,Fhad1__CPX
Zbtb7a__CPX,Luzp1__CPX
Zbtb7a__CPX,Ash1l__CPX
Zbtb7a__CPX,Upf2__CPX
Zbtb7a__CPX,Rad50__CPX
Zbtb7a__CPX,Gxylt1__CPX
Zbtb7a__CPX,Cep290__CPX
Zbtb7a__CPX,Fer__CPX
Zbtb7a__CPX,Kif21a__CPX
Zbtb7a__CPX,Map3k5__CPX
Zbtb7a__CPX,Gtpbp4__CPX
Zbtb7a__CPX,Ccdc186__CPX
Nup214__CPX,Nprl2__CPX
Maco1__CPX,Gm25517__CPX
Rplp1__CPX,Pbx1__CPX
Rplp1__CPX,Ildr2__CPX
Rplp1__CPX,Vps13b__CPX
Rplp1__CPX,Secisbp2l__CPX
Rplp1__CPX,Phf3__CPX
Eea1__CPX,Smc6__CPX
Eea1__CPX,Ylpm1__CPX
Eea1__CPX,Cdkn1c__CPX
Eea1__CPX,Rbm27__CPX
Eea1__CPX,Npepps__CPX
Eea1__CPX,Plcb4__CPX
Eea1__CPX,Wasl__CPX
Eea1__CPX,1700125H03Rik__CPX
Eea1__CPX,Ergic2__CPX
Eea1__CPX,Psip1__CPX
Eea1__CPX,Sntb2__CPX
Eea1__CPX,Ccdc88a__CPX
Eea1__CPX,Irak1bp1__CPX
Eea1__CPX,Arid4a__CPX
Eea1__CPX,Top1__CPX
Eea1__CPX,Dstn__CPX
Eea1__CPX,Ube2m__CPX
Eea1__CPX,Rdx__CPX
Eea1__CPX,Nkapd1__CPX
Eea1__CPX,Frg1__CPX
Eea1__CPX,Clpp__CPX
Eea1__CPX,Nipbl__CPX
Eea1__CPX,Brd4__CPX
Eea1__CPX,Phf3__CPX
Eea1__CPX,Enpp5__CPX
Eea1__CPX,Fgfr1op2__CPX
Eea1__CPX,Fhad1__CPX
Eea1__CPX,Baz1b__CPX
Eea1__CPX,Luzp1__CPX
Eea1__CPX,Ash1l__CPX
Eea1__CPX,Dhx36__CPX
Eea1__CPX,Qser1__CPX
Eea1__CPX,B230219D22Rik__CPX
Eea1__CPX,Rad50__CPX
Eea1__CPX,Camk1d__CPX
Eea1__CPX,Fxr1__CPX
Eea1__CPX,Sin3a__CPX
Eea1__CPX,Rif1__CPX
Eea1__CPX,Mansc4__CPX
Eea1__CPX,Cep290__CPX
Eea1__CPX,Setbp1__CPX
Eea1__CPX,Fer__CPX
Eea1__CPX,Kif21a__CPX
Eea1__CPX,Phactr2__CPX
Eea1__CPX,Smarca5__CPX
Eea1__CPX,Gtpbp4__CPX
Eea1__CPX,Ccdc186__CPX
Eea1__CPX,Shoc2__CPX
Eea1__CPX,Slain2__CPX
Actr3__CPX,Slc25a16__CPX
Acacb__CPX,Igfbp2__CPX
Acacb__CPX,Gpaa1__CPX
Acacb__CPX,Eef1a1__CPX
Acacb__CPX,Mfge8__CPX
Acacb__CPX,Tkt__CPX
Acacb__CPX,Csnk1a1__CPX
Acacb__CPX,Tulp4__CPX
Acacb__CPX,Gm5141__CPX
Acacb__CPX,Sh3bgrl__CPX
Acacb__CPX,Ramac__CPX
Acacb__CPX,Slc22a17__CPX
Acacb__CPX,Ilvbl__CPX
Acacb__CPX,Fcho2__CPX
Acacb__CPX,Smarca5__CPX
Acacb__CPX,Fam98b__CPX
Snrnp48__CPX,Zfp322a__CPX
Snrnp48__CPX,Wasl__CPX
Snrnp48__CPX,Lrrc8a__CPX
Snrnp48__CPX,Ccdc88a__CPX
Snrnp48__CPX,Arid4a__CPX
Snrnp48__CPX,Rpl37__CPX
Snrnp48__CPX,Tpr__CPX
Snrnp48__CPX,Cxxc4__CPX
Snrnp48__CPX,Baz1b__CPX
Snrnp48__CPX,Smc4__CPX
Snrnp48__CPX,B230219D22Rik__CPX
Zfp358__CPX,Hk1__CPX
Zfp358__CPX,9530026P05Rik__CPX
Zfp358__CPX,Fcho2__CPX
Zfp358__CPX,Ehd1__CPX
Btg1__CPX,Tppp3__CPX
Rora__CPX,Rbm27__CPX
Rora__CPX,Wapl__CPX
Rora__CPX,Gpaa1__CPX
Rora__CPX,4921504A21Rik__CPX
Rora__CPX,Plcb4__CPX
Rora__CPX,Gsk3b__CPX
Rora__CPX,Arid4a__CPX
Rora__CPX,Tmem161b__CPX
Rora__CPX,Tulp4__CPX
Rora__CPX,Sh3bgrl__CPX
Rora__CPX,Nipbl__CPX
Rora__CPX,Phf3__CPX
Rora__CPX,Fgfr1op2__CPX
Rora__CPX,Baz1b__CPX
Rora__CPX,Luzp1__CPX
Rora__CPX,Smc4__CPX
Rora__CPX,Pcmtd1__CPX
Rora__CPX,Mafg__CPX
Rora__CPX,B230219D22Rik__CPX
Rora__CPX,Rad50__CPX
Rora__CPX,Dlg4__CPX
Rora__CPX,Ubc__CPX
Rora__CPX,Pja2__CPX
Rora__CPX,Zfp1007__CPX
Rora__CPX,Sytl2__CPX
Rora__CPX,Kif21a__CPX
Rora__CPX,Phactr2__CPX
Rora__CPX,Fcho2__CPX
Rora__CPX,Smarca5__CPX
Rora__CPX,Ccdc186__CPX
Rora__CPX,Ehd1__CPX
Igfbp2__CPX,Adam15__CPX
Igfbp2__CPX,Gpaa1__CPX
Igfbp2__CPX,Mfge8__CPX
Igfbp2__CPX,Tkt__CPX
Igfbp2__CPX,Psmd3__CPX
Igfbp2__CPX,Tulp4__CPX
Igfbp2__CPX,Pcmtd1__CPX
Igfbp2__CPX,Ilvbl__CPX
Igfbp2__CPX,Ubc__CPX
Igfbp2__CPX,Ganab__CPX
Igfbp2__CPX,Rgs7__CPX
Igfbp2__CPX,Fcho2__CPX
Igfbp2__CPX,Smarca5__CPX
Igfbp2__CPX,Ehd1__CPX
Uros__CPX,Ofd1__CPX
Uros__CPX,Gm1976__CPX
Smc6__CPX,Ylpm1__CPX
Smc6__CPX,Ccdc148__CPX
Smc6__CPX,Sppl3__CPX
Smc6__CPX,Cdkn1c__CPX
Smc6__CPX,Krcc1__CPX
Smc6__CPX,Nfyb__CPX
Smc6__CPX,4921504A21Rik__CPX
Smc6__CPX,Npepps__CPX
Smc6__CPX,Ap2b1__CPX
Smc6__CPX,Wasl__CPX
Smc6__CPX,Ergic2__CPX
Smc6__CPX,Psip1__CPX
Smc6__CPX,Sntb2__CPX
Smc6__CPX,Ccdc88a__CPX
Smc6__CPX,Pi4ka__CPX
Smc6__CPX,Arid4a__CPX
Smc6__CPX,Top1__CPX
Smc6__CPX,Rdx__CPX
Smc6__CPX,Golm2__CPX
Smc6__CPX,Tpr__CPX
Smc6__CPX,Nkapd1__CPX
Smc6__CPX,Frg1__CPX
Smc6__CPX,Nipbl__CPX
Smc6__CPX,Brd4__CPX
Smc6__CPX,Phf3__CPX
Smc6__CPX,Enpp5__CPX
Smc6__CPX,Fgfr1op2__CPX
Smc6__CPX,Fhad1__CPX
Smc6__CPX,Luzp1__CPX
Smc6__CPX,Ash1l__CPX
Smc6__CPX,Dhx36__CPX
Smc6__CPX,Lrp6__CPX
Smc6__CPX,Qser1__CPX
Smc6__CPX,B230219D22Rik__CPX
Smc6__CPX,Rad50__CPX
Smc6__CPX,Camk1d__CPX
Smc6__CPX,Fxr1__CPX
Smc6__CPX,Mansc4__CPX
Smc6__CPX,Cep290__CPX
Smc6__CPX,Fer__CPX
Smc6__CPX,Kif21a__CPX
Smc6__CPX,Phactr2__CPX
Smc6__CPX,Ccdc186__CPX
Smc6__CPX,Shoc2__CPX
Zfp78__CPX,Smim15__CPX
Ylpm1__CPX,Cdkn1c__CPX
Ylpm1__CPX,Rbm27__CPX
Ylpm1__CPX,Krcc1__CPX
Ylpm1__CPX,Smim15__CPX
Ylpm1__CPX,Npepps__CPX
Ylpm1__CPX,Plcb4__CPX
Ylpm1__CPX,Wasl__CPX
Ylpm1__CPX,Ergic2__CPX
Ylpm1__CPX,5730455P16Rik__CPX
Ylpm1__CPX,Sntb2__CPX
Ylpm1__CPX,Shb__CPX
Ylpm1__CPX,Ccdc88a__CPX
Ylpm1__CPX,Arid4a__CPX
Ylpm1__CPX,Top1__CPX
Ylpm1__CPX,Dstn__CPX
Ylpm1__CPX,Rdx__CPX
Ylpm1__CPX,Golm2__CPX
Ylpm1__CPX,Tmem161b__CPX
Ylpm1__CPX,Tpr__CPX
Ylpm1__CPX,Wbp4__CPX
Ylpm1__CPX,Ikzf5__CPX
Ylpm1__CPX,Nkapd1__CPX
Ylpm1__CPX,Cct4__CPX
Ylpm1__CPX,Frg1__CPX
Ylpm1__CPX,Clpp__CPX
Ylpm1__CPX,Nipbl__CPX
Ylpm1__CPX,Phf3__CPX
Ylpm1__CPX,Fgfr1op2__CPX
Ylpm1__CPX,Fhad1__CPX
Ylpm1__CPX,Zic2__CPX
Ylpm1__CPX,Baz1b__CPX
Ylpm1__CPX,Luzp1__CPX
Ylpm1__CPX,Ash1l__CPX
Ylpm1__CPX,Mafg__CPX
Ylpm1__CPX,B230219D22Rik__CPX
Ylpm1__CPX,Rad50__CPX
Ylpm1__CPX,Fxr1__CPX
Ylpm1__CPX,Pten__CPX
Ylpm1__CPX,Rif1__CPX
Ylpm1__CPX,Mansc4__CPX
Ylpm1__CPX,Cep290__CPX
Ylpm1__CPX,Pja2__CPX
Ylpm1__CPX,Kpna3__CPX
Ylpm1__CPX,Fer__CPX
Ylpm1__CPX,Kif21a__CPX
Ylpm1__CPX,Phactr2__CPX
Ylpm1__CPX,Smarca5__CPX
Ylpm1__CPX,Shoc2__CPX
Ylpm1__CPX,Slain2__CPX
Srebf2__CPX,Gpaa1__CPX
Srebf2__CPX,Ola1__CPX
Srebf2__CPX,Ilvbl__CPX
Pdss1__CPX,Pla2g3__CPX
Ccdc148__CPX,4921504A21Rik__CPX
Ccdc148__CPX,Plcb4__CPX
Ccdc148__CPX,Stk26__CPX
Ccdc148__CPX,Psip1__CPX
Ccdc148__CPX,Dstn__CPX
Ccdc148__CPX,Ildr2__CPX
Ccdc148__CPX,Rdx__CPX
Ccdc148__CPX,Golm2__CPX
Ccdc148__CPX,Vps13b__CPX
Ccdc148__CPX,Frg1__CPX
Ccdc148__CPX,Myof__CPX
Ccdc148__CPX,Phf3__CPX
Ccdc148__CPX,Lrp6__CPX
Ccdc148__CPX,Cep290__CPX
Ccdc148__CPX,Cntn1__CPX
Slc2a2__CPX,Rhob__CPX
Slc2a2__CPX,Sh3bgrl__CPX
Slc2a2__CPX,B230219D22Rik__CPX
Slc2a2__CPX,Pja2__CPX
Fndc3a__CPX,Ccdc88a__CPX
Fndc3a__CPX,Wbp4__CPX
Fndc3a__CPX,B230219D22Rik__CPX
Fndc3a__CPX,Ccdc186__CPX
Sppl3__CPX,Wasl__CPX
Sppl3__CPX,Hsdl2__CPX
Sppl3__CPX,Tpr__CPX
Sppl3__CPX,Ptges2__CPX
Sppl3__CPX,Ash1l__CPX
Sppl3__CPX,Kif21a__CPX
Sppl3__CPX,Smarca5__CPX
4930556M19Rik__CPX,Ctsc__CPX
4930556M19Rik__CPX,Csnk1a1__CPX
4930556M19Rik__CPX,Sh3bgrl__CPX
4930556M19Rik__CPX,Slc22a17__CPX
4930556M19Rik__CPX,Nsg2__CPX
4930556M19Rik__CPX,B230219D22Rik__CPX
4930556M19Rik__CPX,Shoc2__CPX
Cdkn1c__CPX,Krcc1__CPX
Cdkn1c__CPX,Ap3b1__CPX
Cdkn1c__CPX,Wasl__CPX
Cdkn1c__CPX,Ergic2__CPX
Cdkn1c__CPX,Psip1__CPX
Cdkn1c__CPX,Arid4a__CPX
Cdkn1c__CPX,Top1__CPX
Cdkn1c__CPX,Rdx__CPX
Cdkn1c__CPX,Golm2__CPX
Cdkn1c__CPX,Tpr__CPX
Cdkn1c__CPX,Nkapd1__CPX
Cdkn1c__CPX,Cct4__CPX
Cdkn1c__CPX,Frg1__CPX
Cdkn1c__CPX,Nipbl__CPX
Cdkn1c__CPX,Enpp5__CPX
Cdkn1c__CPX,Fhad1__CPX
Cdkn1c__CPX,Efhb__CPX
Cdkn1c__CPX,Baz1b__CPX
Cdkn1c__CPX,Ash1l__CPX
Cdkn1c__CPX,B230219D22Rik__CPX
Cdkn1c__CPX,Rad50__CPX
Cdkn1c__CPX,Slc25a20__CPX
Cdkn1c__CPX,Cep290__CPX
Cdkn1c__CPX,Kif21a__CPX
Cdkn1c__CPX,Phactr2__CPX
Cdkn1c__CPX,Gtpbp4__CPX
Cdkn1c__CPX,Ccdc186__CPX
Cdkn1c__CPX,Slain2__CPX
Gm20052__CPX,Pebp4__CPX
Prpf6__CPX,Sec62__CPX
Prpf6__CPX,Brd4__CPX
Prpf6__CPX,Slc35a3__CPX
Gm43568__CPX,Ifi30__CPX
Cd47__CPX,Mfge8__CPX
Cd47__CPX,Cdc14a__CPX
Cd47__CPX,Ptk2b__CPX
Nicol1__CPX,Gprc5c__CPX
Nicol1__CPX,Txnrd2__CPX
Nicol1__CPX,Meaf6__CPX
Rbm27__CPX,Wapl__CPX
Rbm27__CPX,4921504A21Rik__CPX
Rbm27__CPX,Npepps__CPX
Rbm27__CPX,Plcb4__CPX
Rbm27__CPX,Ap2b1__CPX
Rbm27__CPX,Wasl__CPX
Rbm27__CPX,Ergic2__CPX
Rbm27__CPX,Psip1__CPX
Rbm27__CPX,Iqgap2__CPX
Rbm27__CPX,Sntb2__CPX
Rbm27__CPX,Ccdc88a__CPX
Rbm27__CPX,Arid4a__CPX
Rbm27__CPX,Top1__CPX
Rbm27__CPX,Ildr2__CPX
Rbm27__CPX,Rdx__CPX
Rbm27__CPX,Golm2__CPX
Rbm27__CPX,Tpr__CPX
Rbm27__CPX,Wbp4__CPX
Rbm27__CPX,Nkapd1__CPX
Rbm27__CPX,Evi5__CPX
Rbm27__CPX,Frg1__CPX
Rbm27__CPX,Clpp__CPX
Rbm27__CPX,Nipbl__CPX
Rbm27__CPX,Brd4__CPX
Rbm27__CPX,Phf3__CPX
Rbm27__CPX,Fgfr1op2__CPX
Rbm27__CPX,Fhad1__CPX
Rbm27__CPX,Baz1b__CPX
Rbm27__CPX,Ash1l__CPX
Rbm27__CPX,Lrp6__CPX
Rbm27__CPX,B230219D22Rik__CPX
Rbm27__CPX,Rad50__CPX
Rbm27__CPX,Sin3a__CPX
Rbm27__CPX,Rif1__CPX
Rbm27__CPX,Cep290__CPX
Rbm27__CPX,Kif21a__CPX
Rbm27__CPX,Phactr2__CPX
Rbm27__CPX,Smarca5__CPX
Rbm27__CPX,Ccdc186__CPX
Ruvbl1__CPX,Shfl__CPX
Gm6548__CPX,Dbndd1__CPX
Sesn3__CPX,Mtpn__CPX
Sesn3__CPX,Tada1__CPX
Sesn3__CPX,Pfn1__CPX
Mrps18a__CPX,Pbx1__CPX
Adam15__CPX,Wapl__CPX
Adam15__CPX,Adck2__CPX
Adam15__CPX,Mfge8__CPX
Adam15__CPX,Rhob__CPX
Adam15__CPX,Psmd3__CPX
Adam15__CPX,Evi5__CPX
Adam15__CPX,Slc22a17__CPX
Adam15__CPX,Smc4__CPX
Adam15__CPX,Ilvbl__CPX
Adam15__CPX,Ubc__CPX
Adam15__CPX,Ehd1__CPX
Adam15__CPX,Mef2a__CPX
Ints10__CPX,1700018L02Rik__CPX
0610040J01Rik__CPX,Plekhn1__CPX
Ctsc__CPX,Smim15__CPX
Ctsc__CPX,Frg1__CPX
Ctsc__CPX,Stag2__CPX
Ctsc__CPX,Tagln2__CPX
Krcc1__CPX,Smim15__CPX
Krcc1__CPX,Npepps__CPX
Krcc1__CPX,Ap2b1__CPX
Krcc1__CPX,Nol8__CPX
Krcc1__CPX,Wasl__CPX
Krcc1__CPX,Ergic2__CPX
Krcc1__CPX,Psip1__CPX
Krcc1__CPX,Sntb2__CPX
Krcc1__CPX,Arid4a__CPX
Krcc1__CPX,Top1__CPX
Krcc1__CPX,Dstn__CPX
Krcc1__CPX,Rdx__CPX
Krcc1__CPX,Golm2__CPX
Krcc1__CPX,Tmem161b__CPX
Krcc1__CPX,Tpr__CPX
Krcc1__CPX,Nkapd1__CPX
Krcc1__CPX,Cct4__CPX
Krcc1__CPX,Frg1__CPX
Krcc1__CPX,Nipbl__CPX
Krcc1__CPX,Fgfr1op2__CPX
Krcc1__CPX,Fhad1__CPX
Krcc1__CPX,Efhb__CPX
Krcc1__CPX,Baz1b__CPX
Krcc1__CPX,Ash1l__CPX
Krcc1__CPX,B230219D22Rik__CPX
Krcc1__CPX,Upf2__CPX
Krcc1__CPX,Rad50__CPX
Krcc1__CPX,Fgl2__CPX
Krcc1__CPX,Rif1__CPX
Krcc1__CPX,Cep290__CPX
Krcc1__CPX,Fer__CPX
Krcc1__CPX,Kif21a__CPX
Krcc1__CPX,Phactr2__CPX
Krcc1__CPX,Gtpbp4__CPX
Krcc1__CPX,Slain2__CPX
Rbm20__CPX,Ptger1__CPX
Wapl__CPX,Zfp322a__CPX
Wapl__CPX,Mfge8__CPX
Wapl__CPX,Plcb4__CPX
Wapl__CPX,Sntb2__CPX
Wapl__CPX,Arid4a__CPX
Wapl__CPX,Csnk1a1__CPX
Wapl__CPX,Sh3bgrl__CPX
Wapl__CPX,Nipbl__CPX
Wapl__CPX,Fgfr1op2__CPX
Wapl__CPX,Nsg2__CPX
Wapl__CPX,9530026P05Rik__CPX
Wapl__CPX,Mafg__CPX
Wapl__CPX,Npat__CPX
Wapl__CPX,Dlg4__CPX
Wapl__CPX,Ubc__CPX
Wapl__CPX,Zfp1007__CPX
Wapl__CPX,Sytl2__CPX
Wapl__CPX,Fcho2__CPX
Wapl__CPX,Smarca5__CPX
Wapl__CPX,Ehd1__CPX
Aldh9a1__CPX,Cldn22__CPX
Aldh9a1__CPX,Ctr9__CPX
Gm37219__CPX,Lurap1__CPX
Gm37219__CPX,Kif22__CPX
Casp8__CPX,Lrp6__CPX
Sec62__CPX,Iqgap2__CPX
Sec62__CPX,Josd1__CPX
Sec62__CPX,Lrrc8c__CPX
Sec62__CPX,Upf2__CPX
Sec62__CPX,Dynll1__CPX
Smim15__CPX,Ap2b1__CPX
Smim15__CPX,Ergic2__CPX
Smim15__CPX,Shb__CPX
Smim15__CPX,Dstn__CPX
Smim15__CPX,Golm2__CPX
Smim15__CPX,Tmem161b__CPX
Smim15__CPX,Fhad1__CPX
Smim15__CPX,Ash1l__CPX
Smim15__CPX,B230219D22Rik__CPX
Smim15__CPX,Camk1d__CPX
Smim15__CPX,Tagln2__CPX
Smim15__CPX,Phactr2__CPX
Smim15__CPX,Slain2__CPX
Aox3__CPX,Bhlhe41__CPX
Aox3__CPX,Pbx1__CPX
Eif3h__CPX,Mfge8__CPX
Eif3h__CPX,Gnas__CPX
Eif3h__CPX,Slc25a16__CPX
Eif3h__CPX,Tulp4__CPX
Eif3h__CPX,Ahcyl2__CPX
Eif3h__CPX,Psmg3__CPX
Eif3h__CPX,Dcaf12l1__CPX
Eif3h__CPX,Dync1h1__CPX
Eif3h__CPX,Stxbp4__CPX
Mx2__CPX,Cul7__CPX
Mx2__CPX,Trabd__CPX
Mx2__CPX,Ndufaf1__CPX
Gm37204__CPX,Frg1__CPX
Gm37204__CPX,Ralgapa2__CPX
Gm37204__CPX,Mpp7__CPX
Ifih1__CPX,Eeig1__CPX
Nfyb__CPX,Smim10l1__CPX
Nfyb__CPX,Net1__CPX
Nfyb__CPX,Irak1bp1__CPX
Nfyb__CPX,Fhad1__CPX
Nfyb__CPX,Shoc2__CPX
Prxl2c__CPX,A430108G06Rik__CPX
Smim10l1__CPX,Gtpbp4__CPX
Smim10l1__CPX,Ccar1__CPX
Smim10l1__CPX,Gsta4__CPX
Apc2__CPX,Ralgapa2__CPX
Heatr3__CPX,Mfge8__CPX
Heatr3__CPX,Hk1__CPX
Adck2__CPX,Eef1a1__CPX
Adck2__CPX,Suclg2__CPX
Adck2__CPX,Tnfrsf1b__CPX
Gpaa1__CPX,Mfge8__CPX
Gpaa1__CPX,Gprc5c__CPX
Gpaa1__CPX,Sh3bgrl__CPX
Gpaa1__CPX,Slc22a17__CPX
Gpaa1__CPX,Ubc__CPX
Gpaa1__CPX,Ganab__CPX
4921504A21Rik__CPX,Npepps__CPX
4921504A21Rik__CPX,Iqgap2__CPX
4921504A21Rik__CPX,Pi4ka__CPX
4921504A21Rik__CPX,Pbx1__CPX
4921504A21Rik__CPX,Dstn__CPX
4921504A21Rik__CPX,Ildr2__CPX
4921504A21Rik__CPX,Itch__CPX
4921504A21Rik__CPX,Golm2__CPX
4921504A21Rik__CPX,Vps13b__CPX
4921504A21Rik__CPX,Nkapd1__CPX
4921504A21Rik__CPX,Frg1__CPX
4921504A21Rik__CPX,Nipbl__CPX
4921504A21Rik__CPX,Fhad1__CPX
4921504A21Rik__CPX,Ash1l__CPX
4921504A21Rik__CPX,Mafg__CPX
4921504A21Rik__CPX,Lrp6__CPX
4921504A21Rik__CPX,Rad50__CPX
4921504A21Rik__CPX,Fxr1__CPX
4921504A21Rik__CPX,Sin3a__CPX
4921504A21Rik__CPX,Cep290__CPX
4921504A21Rik__CPX,Stag2__CPX
4921504A21Rik__CPX,Ube2q2__CPX
4921504A21Rik__CPX,Phactr2__CPX
4921504A21Rik__CPX,Smarca5__CPX
4921504A21Rik__CPX,Ccdc186__CPX
Gpr4__CPX,Afg3l1__CPX
Npepps__CPX,Plcb4__CPX
Npepps__CPX,Ap2b1__CPX
Npepps__CPX,Nol8__CPX
Npepps__CPX,Adprh__CPX
Npepps__CPX,Wasl__CPX
Npepps__CPX,Ergic2__CPX
Npepps__CPX,Sntb2__CPX
Npepps__CPX,Ccdc88a__CPX
Npepps__CPX,Arid4a__CPX
Npepps__CPX,Top1__CPX
Npepps__CPX,Dstn__CPX
Npepps__CPX,Ildr2__CPX
Npepps__CPX,Rdx__CPX
Npepps__CPX,Golm2__CPX
Npepps__CPX,Tmem161b__CPX
Npepps__CPX,Tpr__CPX
Npepps__CPX,Nkapd1__CPX
Npepps__CPX,Frg1__CPX
Npepps__CPX,Clpp__CPX
Npepps__CPX,Nipbl__CPX
Npepps__CPX,Fgfr1op2__CPX
Npepps__CPX,Fhad1__CPX
Npepps__CPX,Zic2__CPX
Npepps__CPX,Baz1b__CPX
Npepps__CPX,Luzp1__CPX
Npepps__CPX,Ash1l__CPX
Npepps__CPX,Dhx36__CPX
Npepps__CPX,B230219D22Rik__CPX
Npepps__CPX,Rad50__CPX
Npepps__CPX,Fxr1__CPX
Npepps__CPX,Rif1__CPX
Npepps__CPX,Mansc4__CPX
Npepps__CPX,Cep290__CPX
Npepps__CPX,Mpp7__CPX
Npepps__CPX,Fer__CPX
Npepps__CPX,Stag2__CPX
Npepps__CPX,Kif21a__CPX
Npepps__CPX,Ube2q2__CPX
Npepps__CPX,Phactr2__CPX
Npepps__CPX,Ccdc186__CPX
Npepps__CPX,Shoc2__CPX
Npepps__CPX,Slain2__CPX
Eef1a1__CPX,Mfge8__CPX
Eef1a1__CPX,Hk1__CPX
Eef1a1__CPX,Psmd3__CPX
Eef1a1__CPX,Suclg2__CPX
Eef1a1__CPX,Tulp4__CPX
Eef1a1__CPX,Ubc__CPX
Eef1a1__CPX,Sytl2__CPX
Eef1a1__CPX,Tm9sf3__CPX
Rmnd5b__CPX,Tppp3__CPX
Rmnd5b__CPX,Tbc1d2__CPX
Pqbp1__CPX,Lrrc8c__CPX
Capn15__CPX,Gm43360__CPX
Capn15__CPX,G2e3__CPX
Zfp322a__CPX,Limch1__CPX
Zfp322a__CPX,Csnk1a1__CPX
Zfp322a__CPX,Smc4__CPX
Zfp322a__CPX,Ubc__CPX
Zfp322a__CPX,Mpp7__CPX
Mfge8__CPX,Hk1__CPX
Mfge8__CPX,Tkt__CPX
Mfge8__CPX,Psmd3__CPX
Mfge8__CPX,Atp6v1f__CPX
Mfge8__CPX,Ahcyl2__CPX
Mfge8__CPX,Ramac__CPX
Mfge8__CPX,Ilvbl__CPX
Mfge8__CPX,Dcaf12l1__CPX
Mfge8__CPX,Ubc__CPX
Mfge8__CPX,Ganab__CPX
Mfge8__CPX,Dync1h1__CPX
Mfge8__CPX,Fcho2__CPX
Mfge8__CPX,Acbd4__CPX
Mfge8__CPX,Spata13__CPX
Hk1__CPX,Tkt__CPX
Hk1__CPX,Psmd3__CPX
Hk1__CPX,Gpr162__CPX
Hk1__CPX,Ptk2b__CPX
Hk1__CPX,Fcho2__CPX
Hk1__CPX,Acbd4__CPX
Plcb4__CPX,Wasl__CPX
Plcb4__CPX,Ergic2__CPX
Plcb4__CPX,Iqgap2__CPX
Plcb4__CPX,Sntb2__CPX
Plcb4__CPX,Ccdc88a__CPX
Plcb4__CPX,Arid4a__CPX
Plcb4__CPX,Dstn__CPX
Plcb4__CPX,Rdx__CPX
Plcb4__CPX,Vps13b__CPX
Plcb4__CPX,Secisbp2l__CPX
Plcb4__CPX,Nkapd1__CPX
Plcb4__CPX,Clpp__CPX
Plcb4__CPX,Nipbl__CPX
Plcb4__CPX,Fgfr1op2__CPX
Plcb4__CPX,Luzp1__CPX
Plcb4__CPX,9530026P05Rik__CPX
Plcb4__CPX,Ash1l__CPX
Plcb4__CPX,Dhx36__CPX
Plcb4__CPX,B230219D22Rik__CPX
Plcb4__CPX,Rad50__CPX
Plcb4__CPX,Fxr1__CPX
Plcb4__CPX,Rif1__CPX
Plcb4__CPX,Phactr2__CPX
Plcb4__CPX,Smarca5__CPX
Plcb4__CPX,Ccdc186__CPX
Drc3__CPX,Emc3__CPX
Limch1__CPX,Asb8__CPX
Limch1__CPX,Csnk1a1__CPX
Limch1__CPX,Evi5__CPX
Limch1__CPX,Fgfr1op2__CPX
Limch1__CPX,Smc4__CPX
Limch1__CPX,9530026P05Rik__CPX
Limch1__CPX,Mpp7__CPX
Limch1__CPX,Kpna3__CPX
Col5a3__CPX,Faap24__CPX
Ap2b1__CPX,Stk26__CPX
Ap2b1__CPX,Iqgap2__CPX
Ap2b1__CPX,Eif3g__CPX
Ap2b1__CPX,Sntb2__CPX
Ap2b1__CPX,Ccdc88a__CPX
Ap2b1__CPX,Arid4a__CPX
Ap2b1__CPX,Pbx1__CPX
Ap2b1__CPX,Dstn__CPX
Ap2b1__CPX,Ildr2__CPX
Ap2b1__CPX,Synm__CPX
Ap2b1__CPX,Tpr__CPX
Ap2b1__CPX,Nkapd1__CPX
Ap2b1__CPX,Frg1__CPX
Ap2b1__CPX,Nipbl__CPX
Ap2b1__CPX,Phf3__CPX
Ap2b1__CPX,Fhad1__CPX
Ap2b1__CPX,Baz1b__CPX
Ap2b1__CPX,Ash1l__CPX
Ap2b1__CPX,Lrp6__CPX
