n1,n2,edge_dir
Idoxuridine ,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",1
Idoxuridine ,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",1
Idoxuridine ,Tricine,1
Ketamine,"Butanoic acid, 3,4-dihydroxy-",1
4-Hydroxybenzaldehyde,1-Octanol,-1
Lignoceric acid,"beta-D-Galactopyranoside, methyl-, acetate",-1
Lignoceric acid,Phloretic acid,-1
1-Octanol,Sebacic acid,1
3-Deoxyhexitol,2-Palmitoylglycerol,-1
3-Deoxyhexitol,Phloretic acid,1
"2,6-Di-O-methyl-d-galactopyranose",4-Hydroxybutanoic acid,1
"Propane, 2-methyl","Acetamide, N-(2-butyl)-N-methyl-",1
D-Mannopyranose,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",-1
4-Hydroxybenzeneacetic acid,17-alpha-Hydroxypregnenolone,1
Tricine,d-Erythrotetrofuranose,1
3-Hydroxypicolinic acid,trans-Coniferryl alchool,-1
"Propanoic acid, 2-oxo",Nonanoic acid,-1
1-Methyl-4-hydroxy-1H-imidazol-2-amine,d-Erythrotetrofuranose,1
d-Erythrotetrofuranose,4-Hydroxyphenyllactic acid,1
d-Erythrotetrofuranose,Glycerol,1
Glycerol tricaprylate,Glycerol,1
2-Pentenedioic acid,4-Methoxyphenol,1
3-Hydroxybutyric acid,Hexacosanoic acid,1
