Metabolite 1,Metabolite 2,VECPAC r,VECPAC p-values,VECPAC_n,DSS r,DSS p-values,DSS_n,LPS r,LPS p-values,LPS_n,Consistent?,Meta-analysis_validity,Meta-Analysis p-value,meta_r,edge_dir,FDR
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol","2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",-1.0,0.0,3,-0.80952381,0.014902668,8,,,0,False,True,0.0,-0.904761905,-1,0.0
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol","7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",1.0,0.0,3,0.523809524,0.182720751,8,,,0,False,True,0.0,0.761904762,1,0.0
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Deoxycholic Acid,-1.0,0.0,3,-0.657142857,0.156174927,6,,,0,False,True,0.0,-0.828571429,-1,0.0
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Norketamine,1.0,0.0,3,0.507346289,0.199359224,8,,,0,False,True,0.0,0.753673145,1,0.0
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol",Trimethylsilyl oct-2-enoate ,1.0,0.0,3,0.7,0.188120404,5,,,0,False,True,0.0,0.85,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"2-Allyl-1,4-dimethoxybenzene",0.796736305,4.45e-05,19,0.9,0.037386073,5,0.95499371,0.000805535,7,True,True,1.94e-05,0.883910005,1,0.000168745
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"3-Methylpiperazine-2,5-dione, (R)-",0.770325536,0.000114026,19,0.7,0.188120404,5,,,0,False,True,0.000523765,0.735162768,1,0.003941477
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"3,5-Dimethylpyrazole",0.529945206,0.051273316,14,1.0,0.0,3,0.571428571,0.180201989,7,True,True,0.0,0.700457926,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",0.983290723,1.74e-09,13,0.942857143,0.004804665,6,0.885714286,0.018845481,6,True,True,6.16e-06,0.937287384,1,5.5e-05
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,5-Hydroxyquinoline,0.896905816,1.99e-07,19,0.9,0.037386073,5,0.637748139,0.17307111,6,True,True,1.33e-05,0.811551318,1,0.000116992
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,9-Octadecenoic acid,0.889760151,7.72e-07,18,1.0,1.3999999999999999e-24,5,0.774806218,0.040769463,7,True,True,0.0,0.88818879,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Benzaldehyde, 2,5-dimethyl-",0.946928167,9.32e-07,13,0.942857143,0.004804665,6,,,0,False,True,6.26e-05,0.944892655,1,0.000527637
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.803358106,0.000102751,17,,,0,0.704186851,0.077350248,7,False,True,0.000356073,0.753772479,1,0.002755528
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,beta-Lyxopyranose,0.58521038,0.058580039,11,1.0,0.0,3,0.763762616,0.045659124,7,True,True,0.0,0.782990999,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",1.0,0.0,3,,,0,0.8,0.2,4,False,True,0.0,0.9,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Butanedioic acid,0.466609932,0.044016855,19,0.828571429,0.041562682,6,0.821428571,0.023448808,7,True,True,0.004943383,0.705536644,1,0.027848577
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",0.916489793,3.55e-08,19,,,0,0.810843716,0.026916329,7,False,True,6.29e-06,0.863666755,1,5.61e-05
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Carfentrazone-ethyl,0.846157852,0.002026588,10,0.8,0.2,4,0.8,0.2,4,True,True,0.005887198,0.815385951,1,0.032041725
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Cholesta-3,5-dien-7-one",0.818026308,0.001147683,12,0.8,0.2,4,0.9,0.037386073,5,True,True,0.001640222,0.839342103,1,0.010949298
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",0.639461747,0.003197938,19,1.0,0.0,4,0.78194744,0.037769723,7,True,True,0.0,0.807136396,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Indole-5-carboxylic acid,0.567338128,0.02740091,15,0.8,0.104088039,5,0.8,0.104088039,5,True,True,0.00955711,0.722446043,1,0.047274899
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,L-Threitol,0.863966025,1.87e-06,19,,,0,0.928571429,0.002519472,7,False,True,1.17e-05,0.896268727,1,0.000103486
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Methyl-3-methoxy-5-methyl benzoate,0.87035705,1.27e-06,19,,,0,0.869656553,0.024376892,6,False,True,2.34e-05,0.870006802,1,0.000202837
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.891351451,3.04e-07,19,,,0,0.898645105,0.014888622,6,False,True,1.14e-05,0.894998278,1,0.000100477
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,p-Toluic acid,0.802409595,0.016540723,8,0.942857143,0.004804665,6,0.840668002,0.036057573,6,True,True,0.001905746,0.861978247,1,0.012477644
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Propylamine,0.914466525,1.1e-07,18,1.0,0.0,6,0.684712472,0.089666453,7,True,True,0.0,0.866392999,1,0.0
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,S-Methyl-L-cysteine,0.651797261,0.006222551,16,,,0,0.594618725,0.159089994,7,False,True,0.006022566,0.623207993,1,0.032680722
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Sertraline carbamoyl glucuronide,0.865853659,0.001201191,10,0.8,0.2,4,0.8,0.2,4,True,True,0.004783459,0.82195122,1,0.02712541
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Tartronic acid,0.921985816,1.99e-05,12,0.885714286,0.018845481,6,0.821428571,0.023448808,7,True,True,6.26e-05,0.876376224,1,0.000527849
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,Triethanolamine,0.853365215,3.4e-06,19,0.942857143,0.004804665,6,0.75,0.0521814,7,True,True,7.88e-06,0.848740786,1,7.01e-05
"2-Allyl-1,4-dimethoxybenzene","3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",0.831028119,0.000432088,13,0.885714286,0.018845481,6,0.828571429,0.041562682,6,True,True,0.000215548,0.848437944,1,0.001718961
"2-Allyl-1,4-dimethoxybenzene","5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",1.0,0.0,3,0.7,0.188120404,5,,,0,False,True,0.0,0.85,1,0.0
"2-Allyl-1,4-dimethoxybenzene",9-Octadecenoic acid,0.626824545,0.005371189,18,0.885714286,0.018845481,6,0.863636364,0.012238086,7,True,True,0.000530306,0.792058398,1,0.003984591
"2-Allyl-1,4-dimethoxybenzene","Benzaldehyde, 2,5-dimethyl-",0.558621221,0.047213967,13,1.0,0.0,6,,,0,False,True,0.0,0.779310611,1,0.0
"2-Allyl-1,4-dimethoxybenzene","Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",-0.657142857,0.156174927,6,,,0,-1.0,0.0,3,False,True,0.0,-0.828571429,-1,0.0
"2-Allyl-1,4-dimethoxybenzene",beta-Lyxopyranose,0.48291697,0.132421427,11,1.0,0.0,3,0.853246918,0.014618256,7,True,True,0.0,0.778721296,1,0.0
"2-Allyl-1,4-dimethoxybenzene","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",0.60959507,0.005589296,19,,,0,0.827272727,0.02164907,7,False,True,0.002346605,0.718433899,1,0.014943864
"2-Allyl-1,4-dimethoxybenzene","Cetaben, N,O-bis(trimethylsilyl)-",0.9,0.037386073,5,1.0,0.0,3,,,0,False,True,0.0,0.95,1,0.0
"2-Allyl-1,4-dimethoxybenzene","Cyclopentaneacetic acid, 3-oxo-2-pentyl-",0.552967514,0.014064198,19,1.0,0.0,4,0.84407222,0.016923327,7,True,True,0.0,0.799013245,1,0.0
"2-Allyl-1,4-dimethoxybenzene",L-Threitol,0.817861936,1.89e-05,19,,,0,0.936974961,0.00185103,7,False,True,3.62e-05,0.877418448,1,0.000310847
"2-Allyl-1,4-dimethoxybenzene",Methyl-3-methoxy-5-methyl benzoate,0.649625953,0.00260979,19,,,0,0.911764706,0.011334724,6,False,True,0.001638418,0.78069533,1,0.010943209
"2-Allyl-1,4-dimethoxybenzene",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.577650738,0.009594511,19,,,0,0.840668002,0.036057573,6,False,True,0.005246332,0.70915937,1,0.029177636
"2-Allyl-1,4-dimethoxybenzene",Tartronic acid,0.654945818,0.020805857,12,0.828571429,0.041562682,6,0.810843716,0.026916329,7,True,True,0.002099235,0.764786988,1,0.013588738
"2-Allyl-1,4-dimethoxybenzene",Triethanolamine,0.688517445,0.001116176,19,0.885714286,0.018845481,6,0.774806218,0.040769463,7,True,True,0.000211527,0.783012649,1,0.001687993
2-Amino-4-methylphenol,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-0.490909091,0.125204407,11,,,0,-1.0,0.0,3,False,True,0.0,-0.745454545,-1,0.0
2-Amino-4-methylphenol,Azatadine,0.642370687,0.033064707,11,1.0,0.0,3,0.642857143,0.119392373,7,True,True,0.0,0.76174261,1,0.0
"2-Amino-4,6-dihydroxypyrimidine","2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-0.4674036,0.091949923,14,,,0,-1.0,0.0,4,False,True,0.0,-0.7337018,-1,0.0
"2-Amino-4,6-dihydroxypyrimidine",D-(-)-Citramalic acid,-0.385892485,0.192809608,13,,,0,-1.0,0.0,3,False,True,0.0,-0.692946243,-1,0.0
"2-Amino-4,6-dihydroxypyrimidine",Dinoseb ,-0.545846257,0.023413289,17,,,0,-0.846881215,0.016197127,7,False,True,0.007463161,-0.696363736,-1,0.03884592
"2-Amino-4,6-dihydroxypyrimidine",Isofucosterol,-0.344827848,0.175264526,17,-1.0,0.0,3,-0.95499371,0.000805535,7,True,True,0.0,-0.766607186,-1,0.0
"2-Amino-4,6-dihydroxypyrimidine",Isopropyl palmitate,-0.377996384,0.134663221,17,-1.0,0.0,3,-0.727392967,0.063934658,7,True,True,0.0,-0.70179645,-1,0.0
"2-Amino-4,6-dihydroxypyrimidine",Phenoxyacetic acid,-0.329440751,0.196611633,17,-1.0,0.0,3,-0.702731221,0.078237454,7,True,True,0.0,-0.677390657,-1,0.0
"2-Amino-4,6-dihydroxypyrimidine","Propanoic acid, 2-methyl-",-0.515890754,0.040800345,16,-0.771428571,0.072396501,6,-0.571428571,0.180201989,7,True,True,0.009349888,-0.619582632,-1,0.046432797
"2-Amino-4,6-dihydroxypyrimidine",L-Tyrosine,-0.61799243,0.008196215,17,,,0,-0.684712472,0.089666453,7,False,True,0.00512976,-0.651352451,-1,0.028659099
2-Aminoadipic acid,"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",-1.0,0.0,3,-0.948683298,0.051316702,4,,,0,False,True,0.0,-0.974341649,-1,0.0
2-Aminoadipic acid,"2,6-Dimethoxybenzylamine",1.0,0.0,3,0.680696304,0.043566201,9,,,0,False,True,0.0,0.840348152,1,0.0
2-Aminoadipic acid,Adipoyl-L-carnitine,1.0,0.0,3,0.539193408,0.086958713,11,,,0,False,True,0.0,0.769596704,1,0.0
2-Aminoadipic acid,Allylescaline ,1.0,0.0,3,0.480577372,0.113771272,12,1.0,0.0,3,True,True,0.0,0.826859124,1,0.0
2-Aminoadipic acid,DL-Phenylalanine,1.0,0.0,3,0.442896936,0.129602453,13,1.0,0.0,3,True,True,0.0,0.814298979,1,0.0
2-Aminoadipic acid,Hydantoic acid,1.0,0.0,3,1.0,0.0,3,,,0,False,True,0.0,1.0,1,0.0
2-Aminoadipic acid,L-Glutamine,-1.0,0.0,3,-0.605823616,0.028197996,13,-1.0,0.0,3,True,True,0.0,-0.868607872,-1,0.0
2-Aminoadipic acid,Luteolin ,,,0,0.682646969,0.062092692,8,1.0,0.0,3,False,True,0.0,0.841323485,1,0.0
2-Aminoadipic acid,Octan-2-yl palmitate,1.0,0.0,3,0.493155826,0.123221857,11,,,0,False,True,0.0,0.746577913,1,0.0
2-Aminobutanoic acid,Glycine,0.594453618,0.03214201,13,0.650137741,0.016143158,13,,,0,False,True,0.003777782,0.62229568,1,0.022381036
2-Aminobutanoic acid,Nonanoic acid,1.0,0.0,3,0.444903581,0.127668904,13,,,0,False,True,0.0,0.722451791,1,0.0
2-Butenedioic acid,"3-Methylpiperazine-2,5-dione, (R)-",0.529903254,0.019617623,19,0.773297216,0.00317678,12,,,0,False,True,0.001419391,0.651600235,1,0.009681698
2-Butenedioic acid,"D-Isoleucine, N-acetyl-",0.356483551,0.134103866,19,0.587018814,0.034930016,13,0.857142857,0.013697327,7,True,True,0.005794405,0.600215074,1,0.031662974
2-Butenedioic acid,L-5-Oxoproline,0.655961348,0.002290808,19,0.710894972,0.04806854,8,0.607142857,0.148231161,7,True,True,0.000558006,0.657999726,1,0.004174846
2-Butenedioic acid,L-Glutamic acid,0.689973615,0.001078606,19,0.833110581,0.000405314,13,0.900937463,0.005620587,7,True,True,7.5e-06,0.808007219,1,6.69e-05
2-Butenedioic acid,Phosalone,0.624547621,0.005592239,18,,,0,0.785714286,0.036238463,7,False,True,0.002704273,0.705130953,1,0.016882378
2-Ethyl-3-hydroxypropionic acid,"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",0.860977433,2.22e-06,19,0.9,0.037386073,5,0.633054165,0.126992135,7,True,True,2.65e-05,0.798010533,1,0.000229154
2-Ethyl-3-hydroxypropionic acid,2-Methyl-4-pentenoic acid,0.567357818,0.014061501,18,0.887037053,0.001426024,9,0.835914008,0.038177376,6,True,True,0.000541969,0.763436293,1,0.004066631
2-Ethyl-3-hydroxypropionic acid,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0.871919352,1.15e-06,19,0.77845707,0.022867334,8,0.688102353,0.087453228,7,True,True,7.14e-06,0.779492925,1,6.36e-05
2-Ethyl-3-hydroxypropionic acid,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",0.76310003,0.000144448,19,,,0,0.709208143,0.07433118,7,False,True,0.000321688,0.736154087,1,0.002506013
2-Ethyl-3-hydroxypropionic acid,3-Amino-5-morpholinomethyl-2-oxazolidinone,0.8486589,4.38e-06,19,1.0,0.0,4,0.955882353,0.002876616,6,True,True,0.0,0.934847084,1,0.0
2-Ethyl-3-hydroxypropionic acid,3-Hexenedinitrile,0.645559486,0.002833289,19,0.753144668,0.019141959,9,0.654653671,0.110566691,7,True,True,0.00032617,0.684452608,1,0.002538511
2-Ethyl-3-hydroxypropionic acid,3-Hydroxyisovaleric acid,0.919086734,2.74e-08,19,0.766666667,0.015944017,9,0.763762616,0.045659124,7,True,True,1.3e-06,0.816505339,1,1.18e-05
2-Ethyl-3-hydroxypropionic acid,"3,5-Dimethylpyrazole",0.696909477,0.005608563,14,0.840668002,0.036057573,6,0.600099198,0.15429104,7,True,True,0.001788455,0.712558892,1,0.011809306
2-Ethyl-3-hydroxypropionic acid,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",0.88673433,4.26e-07,19,0.803354312,0.009106405,9,0.763762616,0.045659124,7,True,True,1.86e-06,0.81795042,1,1.69e-05
2-Ethyl-3-hydroxypropionic acid,5-Henicosylresorcinol,0.491622766,0.032531352,19,1.0,0.0,4,0.872871561,0.010323415,7,True,True,0.0,0.788164776,1,0.0
2-Ethyl-3-hydroxypropionic acid,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.83766021,7.64e-06,19,0.716666667,0.029818036,9,0.743150541,0.055605616,7,True,True,1.17e-05,0.765825806,1,0.000103615
2-Ethyl-3-hydroxypropionic acid,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",1.0,0.0,3,,,0,0.8,0.2,4,False,True,0.0,0.9,1,0.0
2-Ethyl-3-hydroxypropionic acid,Cyclohexanol,0.788919426,5.96e-05,19,0.75,0.019942126,9,0.872871561,0.010323415,7,True,True,1.25e-05,0.803930329,1,0.000109848
2-Ethyl-3-hydroxypropionic acid,Dinoseb ,0.875770925,9e-07,19,,,0,0.770674636,0.042563029,7,False,True,2.37e-05,0.82322278,1,0.000206001
2-Ethyl-3-hydroxypropionic acid,Diphenyl ether,0.831643977,1.02e-05,19,0.711303297,0.031656557,9,0.763762616,0.045659124,7,True,True,1.24e-05,0.768903297,1,0.000108827
2-Ethyl-3-hydroxypropionic acid,Hydantoic acid,0.625880524,0.004150765,19,,,0,0.637748139,0.17307111,6,False,True,0.00435856,0.631814332,1,0.025169183
2-Ethyl-3-hydroxypropionic acid,Isofucosterol,0.804405286,3.3e-05,19,0.714285714,0.110787172,6,0.578005977,0.174082401,7,True,True,0.000117227,0.698898992,1,0.000962362
2-Ethyl-3-hydroxypropionic acid,Isopropyl palmitate,0.776211454,9.35e-05,19,0.9,0.037386073,5,0.861111111,0.012794385,7,True,True,4.5e-05,0.845774188,1,0.000383066
2-Ethyl-3-hydroxypropionic acid,Itaconic acid,0.601928375,0.029506678,13,0.80952381,0.014902668,8,0.715626447,0.070565635,7,True,True,0.001887974,0.709026211,1,0.012372828
2-Ethyl-3-hydroxypropionic acid,Levulinic acid,0.537852321,0.01753612,19,0.870300505,0.002273778,9,0.908295106,0.004653274,7,True,True,0.000420976,0.772149311,1,0.003221255
2-Ethyl-3-hydroxypropionic acid,Metanephrine,0.704976249,0.004864571,14,0.714285714,0.071343561,7,,,0,False,True,0.003747948,0.709630982,1,0.022225729
2-Ethyl-3-hydroxypropionic acid,"N,N-Diethyl-2-aminoethanol",0.841619739,6.28e-06,19,,,0,0.763762616,0.045659124,7,False,True,5.34e-05,0.802691177,1,0.000452141
2-Ethyl-3-hydroxypropionic acid,Nonadecanoic acid,0.648408764,0.006590678,16,0.826362121,0.011442765,8,0.872081599,0.053854218,5,True,True,0.000747702,0.782284161,1,0.005456971
2-Ethyl-3-hydroxypropionic acid,Nonanal,0.806778482,3e-05,19,0.733333333,0.02455415,9,0.880771012,0.008832621,7,True,True,9.63e-06,0.806960942,1,8.53e-05
2-Ethyl-3-hydroxypropionic acid,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",0.567957154,0.011187572,19,0.785714286,0.020815127,8,0.770674636,0.042563029,7,True,True,0.000817659,0.708115358,1,0.005907852
2-Ethyl-3-hydroxypropionic acid,Picolinic acid,0.498015434,0.030009164,19,0.602515734,0.085953358,9,0.763762616,0.045659124,7,True,True,0.003183198,0.621431261,1,0.01941818
2-Ethyl-3-hydroxypropionic acid,"Propanetriol, 2-methyl-",0.681778433,0.00130463,19,0.6,0.087622829,9,0.763762616,0.045659124,7,True,True,0.000299616,0.681847016,1,0.002342613
2-Ethyl-3-hydroxypropionic acid,L-Tyrosine,0.523390048,0.021465061,19,,,0,0.908295106,0.004653274,7,False,True,0.00628424,0.715842577,1,0.033842718
2-Furoic acid,"2,2-Diallylpyrrolidine",1.0,1.3999999999999999e-24,5,0.820782682,0.088587005,5,,,0,False,True,0.0,0.910391341,1,0.0
2-Furoic acid,"D-(+)-Ribono-1,4-lactone (R,S,R)-",0.828571429,0.041562682,6,1.0,0.0,3,,,0,False,True,0.0,0.914285714,1,0.0
2-Heptenoic acid,3-Methyladenine,0.569857331,0.033380653,14,0.583333333,0.099185816,9,0.771428571,0.072396501,6,True,True,0.005157095,0.641539745,1,0.028769279
2-Heptenoic acid,5-Hydroxytryptophan,0.528053125,0.052265471,14,0.833333333,0.01017554,8,0.657142857,0.156174927,6,True,True,0.004668179,0.672843105,1,0.026606835
2-Heptenoic acid,"Benzaldehyde, 2,5-dimethyl-",0.908553476,0.000273637,10,0.624242424,0.053717767,10,,,0,False,True,0.002433134,0.76639795,1,0.015422931
2-Heptenoic acid,"Benzoic acid, pentadecyl ester",0.599782774,0.023371615,14,0.483333333,0.187469855,9,0.657142857,0.156174927,6,True,True,0.008129458,0.580086321,1,0.04161568
2-Heptenoic acid,"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",1.0,1.3999999999999999e-24,5,0.80952381,0.014902668,8,,,0,False,True,0.0,0.904761905,1,0.0
2-Heptenoic acid,cyclobutanecarboxylic acid,0.9,0.037386073,5,0.936174537,6.72e-05,10,0.7,0.188120404,5,True,True,0.001018957,0.845391512,1,0.007217916
2-Heptenoic acid,Dinoseb ,0.825993193,0.000272391,14,,,0,0.637748139,0.17307111,6,False,True,0.001554706,0.731870666,1,0.010463752
2-Heptenoic acid,"DL-Proline, 5-oxo-",0.7,0.188120404,5,,,0,1.0,0.0,4,False,True,0.0,0.85,1,0.0
2-Heptenoic acid,Isopropyl palmitate,0.673295745,0.00830499,14,0.7,0.188120404,5,0.666736691,0.148089799,6,True,True,0.004525767,0.680010812,1,0.025954742
2-Heptenoic acid,"N,N-Diethyl-2-aminoethanol",0.847085221,0.00013166,14,,,0,0.942857143,0.004804665,6,False,True,0.000311665,0.894971182,1,0.002431405
2-Heptenoic acid,Phlorizin,0.441914586,0.17355907,11,,,0,1.0,0.0,3,False,True,0.0,0.720957293,1,0.0
2-Heptenoic acid,Pimelic acid,0.590309802,0.026255368,14,0.826751539,0.003179714,10,1.0,0.0,4,True,True,0.0,0.805687114,1,0.0
2-Heptenoic acid,Suberic acid,0.478679958,0.097961434,13,0.8,0.009627925,9,0.828571429,0.041562682,6,True,True,0.004346353,0.702417129,1,0.025116407
2-Heptenoic acid,L-Tyrosine,0.645376015,0.012680124,14,,,0,0.942857143,0.004804665,6,False,True,0.005735654,0.794116579,1,0.03139649
2-Hexen-1-ol,3-Hexenedinitrile,0.407652796,0.117037717,16,0.58245614,0.046893815,12,0.594618725,0.159089994,7,True,True,0.009675999,0.528242554,1,0.04770987
2-Hexen-1-ol,"D-(-)-Ribofuranose, tetrakis",0.577320214,0.019195361,16,0.714285714,0.046528232,8,0.684712472,0.089666453,7,True,True,0.002183759,0.6587728,1,0.014067294
2-Hexen-1-ol,D-Ribose,1.0,0.0,3,0.583589322,0.076537717,10,,,0,False,True,0.0,0.791794661,1,0.0
2-Hexen-1-ol,Picolinic acid,0.470503522,0.065874814,16,0.59122807,0.042905115,12,0.684712472,0.089666453,7,True,True,0.004300427,0.582148021,1,0.024894942
2-Hexen-1-ol,Pyrrole-2-carboxylic acid,0.650898969,0.006318505,16,0.790862381,0.002191358,12,0.825722824,0.022118467,7,True,True,8.78e-05,0.755828058,1,0.000729964
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0.918681407,2.85e-08,19,0.718184846,0.171795305,5,0.981818182,8.48e-05,7,True,True,1.23e-06,0.872894812,1,1.12e-05
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",-0.398966462,0.100986682,18,,,0,-1.0,0.0,3,False,True,0.0,-0.699483231,-1,0.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","2,5-Piperazinedione, 3-benzyl-6-isopropyl-",0.911609851,5.65e-08,19,,,0,0.900937463,0.005620587,7,False,True,3.54e-06,0.906273657,1,3.19e-05
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",0.890740725,4.43e-05,13,0.974679434,0.00481823,5,0.753702346,0.083523281,6,True,True,0.000170093,0.873040835,1,0.001372954
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","4,4,5,8-Tetramethyl-chroman-2-one",1.0,0.0,3,1.0,0.0,3,,,0,False,True,0.0,1.0,1,0.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.563882064,0.018395399,17,0.8,0.2,4,0.822753351,0.023033716,7,True,True,0.004430627,0.728878472,1,0.025495437
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",0.900616004,1.47e-07,19,0.782623792,0.117613761,5,0.663636364,0.104081323,7,True,True,1.32e-05,0.782292053,1,0.000115816
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",D-(-)-Citramalic acid,0.959641642,1.55e-08,15,,,0,1.0,0.0,3,False,True,0.0,0.979820821,1,0.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Dinoseb ,0.91993041,2.51e-08,19,,,0,0.745454545,0.054440539,7,False,True,9.48e-06,0.832692478,1,8.41e-05
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Diphenyl ether,0.845071732,5.27e-06,19,0.974679434,0.00481823,5,0.882918713,0.008450342,7,True,True,7.25e-06,0.90088996,1,6.46e-05
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","Dodecane, 4,6-dimethyl-",0.654657293,0.002353672,19,,,0,0.666693722,0.10192046,7,False,True,0.002088964,0.660675508,1,0.013529384
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Indole-5-carboxylic acid,0.660108391,0.00740375,15,0.8,0.104088039,5,0.9,0.037386073,5,True,True,0.002912083,0.786702797,1,0.017994477
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Isofucosterol,0.919490462,2.63e-08,19,1.0,0.0,3,0.963636364,0.000474907,7,True,True,0.0,0.961042275,1,0.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Isopropyl palmitate,0.857457852,2.71e-06,19,,,0,0.770674636,0.042563029,7,False,True,3.62e-05,0.814066244,1,0.00031068
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Metanephrine,0.827822638,0.00025673,14,0.7,0.188120404,5,,,0,False,True,0.001551232,0.763911319,1,0.010441801
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","N,N-Diethyl-2-aminoethanol",0.806678383,3.01e-05,19,,,0,0.882918713,0.008450342,7,False,True,6e-05,0.844798548,1,0.000506164
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Nitrosothymol,0.49240349,0.148230415,10,1.0,0.0,3,,,0,False,True,0.0,0.746201745,1,0.0
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.914063407,4.49e-08,19,0.7,0.188120404,5,0.781818182,0.037822892,7,True,True,5.81e-06,0.798627196,1,5.19e-05
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-","Pentenoic acid, 4-[(trimethylsilyl)oxy]-",0.496472816,0.030603341,19,0.9,0.037386073,5,0.7,0.07991669,7,True,True,0.006312513,0.698824272,1,0.03395032
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]-",Phenoxyacetic acid,0.88439569,5.03e-07,19,,,0,0.809090909,0.027516579,7,False,True,1.49e-05,0.846743299,1,0.000130844
