n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,edge_dir,Pooled FDR
4-Aminobutanoic acid,4-Methoxyphenol,-0.5,0.666666667,3,,,0,-0.8,0.2,4,-0.840365807,0.004561189,9,2,TRUE,-,-1,0.048027375
4-Aminobutanoic acid,N-Acetylaspartic acid,0.5,0.666666667,3,0.8,0.104088039,5,0.8,0.104088039,5,0.905090265,2.10E-05,13,3,TRUE,+,1,0.002137492
4-Methoxyphenol,Benzenepropanoic acid,-1,0,3,,,0,-0.948683298,0.051316702,4,-0.88559322,0.001488663,9,2,TRUE,-,-1,0.025989437
4-Methoxyphenol,Biphenyl,-0.5,0.666666667,3,,,0,-0.4,0.6,4,-0.881355932,0.001683486,9,2,TRUE,-,-1,0.027820691
4-Methylvaleric acid,N-Ethyldiethanolamine,0.5,0.666666667,3,0.9,0.037386073,5,0.7,0.188120404,5,0.738589918,0.003931656,13,3,TRUE,+,1,0.0441327
4-Oxohexanoic acid,"5-Nonanol, tert-butyldimethylsilyl ether",1,0,3,1,1.40E-24,5,0.447213595,0.552786405,4,0.827469918,0.000894187,12,3,TRUE,+,1,0.018640539
4-Oxohexanoic acid,8-Methylnonanoic acid,1,0,3,1,1.40E-24,5,0.4,0.6,4,0.773287662,0.003177394,12,3,TRUE,+,1,0.039635429
4-Oxohexanoic acid,DL-p-Hydroxyphenyllactic acid,0.5,0.666666667,3,0.8,0.2,4,0.5,0.666666667,3,0.903030303,0.000343612,10,3,TRUE,+,1,0.010978502
4-Oxohexanoic acid,Suberic acid,,,0,0.9,0.037386073,5,0.8,0.2,4,0.817351598,0.002123584,11,2,TRUE,+,1,0.031890866
5-Azacytosine,Butachlor ESA,,,0,1,0,4,0.8,0.2,4,0.902455801,0.000351576,10,2,TRUE,+,1,0.011053221
"5-Chlorovaleric acid, nonyl ester",Cycloheptanol,0.866025404,0.333333333,3,0.9,0.037386073,5,0.405839725,0.424662508,6,0.762693157,0.001512296,14,3,TRUE,+,1,0.026224425
"5-Chlorovaleric acid, nonyl ester",Formamide,0.866025404,0.333333333,3,0.666885929,0.218893981,5,0.49280538,0.320632583,6,0.738321549,0.002566131,14,3,TRUE,+,1,0.035638594
"5-Chlorovaleric acid, nonyl ester",Levulinic acid,1,0,3,0.820782682,0.088587005,5,0.765036852,0.076325636,6,0.730834168,0.002985564,14,3,TRUE,+,1,0.038229059
"5-Chlorovaleric acid, nonyl ester",m-Toluic acid,0.866025404,0.333333333,3,0.9,0.037386073,5,0.695725243,0.124789337,6,0.801344193,0.000569736,14,3,TRUE,+,1,0.01467342
"5-Nonanol, tert-butyldimethylsilyl ether","Benzenesulfonamide, N-butyl",1,0,3,0.9,0.037386073,5,0.746351793,0.088346585,6,0.911602766,5.68E-06,14,3,TRUE,+,1,0.000934776
"5-Nonanol, tert-butyldimethylsilyl ether",Butachlor ESA,,,0,1,0,4,0.737864787,0.262135213,4,0.847576732,0.001956376,10,2,TRUE,+,1,0.030488173
"5-Nonanol, tert-butyldimethylsilyl ether",DL-p-Hydroxyphenyllactic acid,0.5,0.666666667,3,0.8,0.2,4,0.631578947,0.253080425,5,0.769772718,0.003409541,12,3,TRUE,+,1,0.041453882
"5-Nonanol, tert-butyldimethylsilyl ether",Iminodiacetic acid,0.5,0.666666667,3,0.974679434,0.00481823,5,0.223905538,0.669754299,6,0.863638487,6.87E-05,14,3,TRUE,+,1,0.004190641
"5-Nonanol, tert-butyldimethylsilyl ether",L-Alanine,0.866025404,0.333333333,3,0.820782682,0.088587005,5,0.940403259,0.00522182,6,0.855088496,9.71E-05,14,3,TRUE,+,1,0.005215355
"5-Nonanol, tert-butyldimethylsilyl ether",Lignoceric acid,0.5,0.666666667,3,0.8,0.104088039,5,0.820986972,0.045200201,6,0.744751836,0.002244375,14,3,TRUE,+,1,0.033125944
"5-Nonanol, tert-butyldimethylsilyl ether",Myristic acid,0.5,0.666666667,3,0.7,0.188120404,5,0.666666667,0.148148148,6,0.705426789,0.004825421,14,3,TRUE,+,1,0.049234571
"5-Nonanol, tert-butyldimethylsilyl ether",Niacin,1,0,3,0.7,0.188120404,5,0.105263158,0.866222705,5,0.732044199,0.004442536,13,3,TRUE,+,1,0.04778055
"5-Nonanol, tert-butyldimethylsilyl ether",Norketamine,0.866025404,0.333333333,3,0.9,0.037386073,5,0.651515152,0.16100224,6,0.882104856,2.99E-05,14,3,TRUE,+,1,0.002630643
"5-Nonanol, tert-butyldimethylsilyl ether",Pentanedioic acid,1,0,3,1,0,4,0.686643649,0.131903729,6,0.731674282,0.004472862,13,3,TRUE,+,1,0.04778055
"5-Nonanol, tert-butyldimethylsilyl ether",Suberic acid,,,0,0.9,0.037386073,5,0.441367415,0.38093921,6,0.893793954,3.81E-05,13,2,TRUE,+,1,0.002890767
5-Oxohexanoic Acid,L-Lysine,,,0,0.564288094,0.321723336,5,0.724713795,0.103242805,6,0.767955801,0.002171427,13,2,TRUE,+,1,0.032358027
5-Oxohexanoic Acid,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.948683298,0.051316702,4,-0.7,0.188120404,5,-0.826219512,0.00321676,10,2,TRUE,-,-1,0.039933259
"6,7,4'-Trihydroxyisoflavone",Adenine,,,0,0.9,0.037386073,5,0.840668002,0.036057573,6,0.81754386,0.001161973,12,2,TRUE,+,1,0.02208035
"6,7,4'-Trihydroxyisoflavone","Benzenesulfonamide, N-butyl",0.5,0.666666667,3,0.9,0.037386073,5,0.705882353,0.117036434,6,0.78500599,0.000881237,14,3,TRUE,+,1,0.018570812
"6,7,4'-Trihydroxyisoflavone",Citramalic acid,0.866025404,0.333333333,3,1,1.40E-24,5,0.394736842,0.510781039,5,0.751724853,0.003044141,13,3,TRUE,+,1,0.038532543
"6,7,4'-Trihydroxyisoflavone",Cycloheptanol,0.5,0.666666667,3,0.9,0.037386073,5,0.867647059,0.025116718,6,0.735391847,0.002724302,14,3,TRUE,+,1,0.036492729
"6,7,4'-Trihydroxyisoflavone",Diacetyl monoxime,0.866025404,0.333333333,3,0.9,0.037386073,5,0.521793932,0.288343234,6,0.797794439,0.000628409,14,3,TRUE,+,1,0.015331598
"6,7,4'-Trihydroxyisoflavone",Niacin,0.5,0.666666667,3,0.7,0.188120404,5,0.947368421,0.014379534,5,0.815173189,0.000685074,13,3,TRUE,+,1,0.016148322
"6,7,4'-Trihydroxyisoflavone",Propylene glycol,0.5,0.666666667,3,1,0,4,0.882352941,0.019947079,6,0.895031039,3.58E-05,13,3,TRUE,+,1,0.002841364
"6,7,4'-Trihydroxyisoflavone",Triethyl citrate,,,3,0.9,0.037386073,5,1,0,4,0.831006522,0.000811316,12,2,TRUE,+,1,0.017969212
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",Adenine,,,0,0.872081599,0.053854218,5,1,0,4,0.871563708,0.001016654,10,2,TRUE,+,1,0.020264958
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)","Dodecanoic acid, 1-methylethyl ester",0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.8,0.2,4,0.755781807,0.004463586,12,3,TRUE,+,1,0.04778055
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",Hexacosanoic acid,,,0,0.8,0.2,4,0.948683298,0.051316702,4,0.821542351,0.003555912,10,2,TRUE,+,1,0.042274307
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",Isopropyl palmitate,0.5,0.666666667,3,0.872081599,0.053854218,5,0.8,0.2,4,0.774842182,0.003078649,12,3,TRUE,+,1,0.038842201
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",L-Glutamine,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.6,0.4,4,0.815961155,0.00120982,12,3,TRUE,+,1,0.022710547
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",L-Tryptophan,1,0,3,0.872081599,0.053854218,5,1,0,4,0.768272165,0.003512478,12,3,TRUE,+,1,0.042097941
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",N-Caffeoyl-O-methyltyramine,,,0,0.974679434,0.00481823,5,0.316227766,0.683772234,4,0.818465413,0.003792556,10,2,TRUE,+,1,0.043713303
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)","Propanoic acid, dimethyl(isopropyl)silyl ester",,,0,0.872081599,0.053854218,5,1,0,4,0.823186035,0.003433937,10,2,TRUE,+,1,0.041453882
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",Tetrahydro-solasodine triacetate,1,0,3,0.872081599,0.053854218,5,0.8,0.2,4,0.856670714,0.000372611,12,3,TRUE,+,1,0.011250628
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",Yangonin,0.866025404,0.333333333,3,0.737864787,0.262135213,4,1,0,4,0.91439105,8.12E-05,11,3,TRUE,+,1,0.004584917
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",Butyric Acid,,,0,-0.632455532,0.367544468,4,-0.8,0.2,4,-0.894067797,0.001146933,9,2,TRUE,-,-1,0.021956385
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",Phenoxyethanol,,,0,-0.948683298,0.051316702,4,-1,0,4,-0.848108815,0.003863339,9,2,TRUE,-,-1,0.04381094
6-Methyluracil,Durapan,,,0,0.9,0.037386073,5,0.985610761,0.000309086,6,0.911712006,3.64E-05,12,2,TRUE,+,1,0.002841364
6-Methyluracil,"Hymexazole, tert-butyldimethylsilyl ether",1,0,3,1,1.40E-24,5,0.985610761,0.000309086,6,0.97675916,2.16E-09,14,3,TRUE,+,1,2.79E-06
6-Methyluracil,Isobutanol,-0.5,0.666666667,3,-0.632455532,0.367544468,4,-0.840668002,0.036057573,6,-0.836124014,0.000368916,13,3,TRUE,-,-1,0.011233063
6-Methyluracil,"Kojic acid, bis(tert-butyldimethylsilyl) ether",1,0,3,0.9,0.037386073,5,0.985610761,0.000309086,6,0.914742705,4.60E-06,14,3,TRUE,+,1,0.00092038
6-Methyluracil,Methanesulfonic acid,,,0,1,1.40E-24,5,0.898645105,0.014888622,6,0.922469527,7.15E-06,13,2,TRUE,+,1,0.001023475
6-Methyluracil,Methylthiouracil,,,0,0.9,0.037386073,5,0.985610761,0.000309086,6,0.912643305,1.35E-05,13,2,TRUE,+,1,0.00160767
6-Methyluracil,Pinosylvin,,,0,0.9,0.037386073,5,0.927633657,0.007665844,6,0.851360771,0.000442772,12,2,TRUE,+,1,0.012452368
6-Oxoheptanoic acid,L-Lysine,,,0,0.20519567,0.740581942,5,0.942857143,0.004804665,6,0.769018716,0.002121987,13,2,TRUE,+,1,0.031890866
8-Methylnonanoic acid,Pentanedioic acid,1,0,3,1,0,4,0.867647059,0.025116718,6,0.827348066,0.000482814,13,3,TRUE,+,1,0.013010741
Adenine,"Benzenesulfonamide, N-butyl",,,0,1,1.40E-24,5,0.81167945,0.049857585,6,0.852631579,0.000425118,12,2,TRUE,+,1,0.012087737
Adenine,Butachlor ESA,,,0,1,0,4,0.8,0.2,4,0.928571429,0.000862968,8,2,TRUE,+,1,0.018388838
Adenine,Curcumin,,,0,0.7,0.188120404,5,0.6,0.208,6,0.764912281,0.003751513,12,2,TRUE,+,1,0.043445827
Adenine,Cycloheptanol,,,0,1,1.40E-24,5,0.49280538,0.320632583,6,0.803164685,0.001654663,12,2,TRUE,+,1,0.027656152
Adenine,"Cytosine, N-(tert-butyldimethylsilyl)-",,,0,1,1.40E-24,5,0.828571429,0.041562682,6,0.876978507,0.000179873,12,2,TRUE,+,1,0.007799738
Adenine,Diacetyl monoxime,,,0,1,1.40E-24,5,0.485714286,0.328723032,6,0.838596491,0.000653528,12,2,TRUE,+,1,0.015696855
Adenine,"Dodecanoic acid, 1-methylethyl ester",,,0,1,1.40E-24,5,0.828571429,0.041562682,6,0.864676204,0.00028351,12,2,TRUE,+,1,0.009871503
Adenine,Frangulin,,,0,1,0,4,0.948683298,0.051316702,4,0.840336134,0.004564017,9,2,TRUE,+,1,0.048027375
Adenine,Heptylamine,,,0,1,0,4,0.6,0.28475698,5,0.935784192,6.88E-05,10,2,TRUE,+,1,0.004190641
Adenine,Hexacosanoic acid,,,0,1,0,4,0.820782682,0.088587005,5,0.947870599,3.03E-05,10,2,TRUE,+,1,0.002635683
Adenine,Isopropyl palmitate,,,0,1,1.40E-24,5,0.81167945,0.049857585,6,0.871484276,0.000221649,12,2,TRUE,+,1,0.00857117
Adenine,"Kojic acid, bis(tert-butyldimethylsilyl) ether",,,0,1,1.40E-24,5,0.371428571,0.468478134,6,0.761403509,0.004014109,12,2,TRUE,+,1,0.044667859
Adenine,L-Alanine,,,0,0.974679434,0.00481823,5,0.724713795,0.103242805,6,0.841829068,0.00059405,12,2,TRUE,+,1,0.01501432
Adenine,L-Glutamine,,,0,1,1.40E-24,5,0.579771036,0.227783957,6,0.835990538,0.000704749,12,2,TRUE,+,1,0.016417249
Adenine,L-Tryptophan,,,0,1,1.40E-24,5,0.885714286,0.018845481,6,0.919298246,2.35E-05,12,2,TRUE,+,1,0.002273273
Adenine,Niacin,,,0,0.9,0.037386073,5,0.820782682,0.088587005,5,0.883297507,0.000312666,11,2,TRUE,+,1,0.010378361
Adenine,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,,,0,1,0,4,0.8,0.2,4,0.895405327,0.001098526,9,2,TRUE,+,1,0.021508858
Adenine,Norketamine,,,0,1,1.40E-24,5,0.88273483,0.019820417,6,0.915356728,2.96E-05,12,2,TRUE,+,1,0.002630643
Adenine,Propylene glycol,,,0,0.8,0.2,4,0.898645105,0.014888622,6,0.87185583,0.000468178,11,2,TRUE,+,1,0.012780896
Adenine,Tetrahydro-solasodine triacetate,,,0,0.9,0.037386073,5,0.6,0.208,6,0.822807018,0.001013265,12,2,TRUE,+,1,0.020249596
Adenine,Thymol,,,0,1,0,4,0.872081599,0.053854218,5,0.890243902,0.000555027,10,2,TRUE,+,1,0.014431119
Adenine,Triethyl citrate,,,0,1,1.40E-24,5,1,0,4,0.814593429,0.004106132,10,2,TRUE,+,1,0.04530217
Adenine,Yangonin,,,0,1,0,4,0.985610761,0.000309086,6,0.974830928,3.59E-07,11,2,TRUE,+,1,0.000154427
Adipoyl-L-carnitine,Methyl lactate,,,0,0.866025404,0.333333333,3,1,0,3,0.991031209,1.46E-05,7,2,TRUE,+,1,0.001632127
alpha-Hydroxyisobutyric acid,Iminodiacetic acid,,,0,0.866025404,0.333333333,3,0.927633657,0.007665844,6,0.876794227,0.001912248,9,2,TRUE,+,1,0.030059608
Aniline,Cycloheptanol,0.5,0.666666667,3,0.9,0.037386073,5,0.608759587,0.199660189,6,0.788950758,0.000795865,14,3,TRUE,+,1,0.017893071
Aniline,DL-p-Hydroxyphenyllactic acid,1,0,3,0.8,0.2,4,0.820782682,0.088587005,5,0.873463563,0.000205811,12,3,TRUE,+,1,0.008172548
Aniline,Propylene glycol,0.5,0.666666667,3,0.8,0.2,4,0.985610761,0.000309086,6,0.757953699,0.002681976,13,3,TRUE,+,1,0.036326454
"Benzene, 1,4-dimethoxy","Cyclohexanone, 3,3,5-trimethyl",0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.9,0.037386073,5,0.875376488,8.86E-05,13,3,TRUE,+,1,0.004857777
"Benzene, 1,4-dimethoxy",Diethylamine,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.724713795,0.103242805,6,0.735040487,0.002743777,14,3,TRUE,+,1,0.036648788
"Benzene, 1,4-dimethoxy",Trimethylolpropane,,,0,1,0,3,0.666885929,0.218893981,5,0.848108815,0.003863339,9,2,TRUE,+,1,0.04381094
"Benzenesulfonamide, N-butyl",Benzophenone,,,0,0.820782682,0.088587005,5,0.753702346,0.083523281,6,0.769024601,0.002121716,13,2,TRUE,+,1,0.031890866
"Benzenesulfonamide, N-butyl",Butachlor ESA,,,0,1,0,4,0.737864787,0.262135213,4,0.920748824,0.000156707,10,2,TRUE,+,1,0.007257317
"Benzenesulfonamide, N-butyl",Citramalic acid,0.866025404,0.333333333,3,0.9,0.037386073,5,0.051298918,0.934712848,5,0.795862826,0.001137236,13,3,TRUE,+,1,0.021880083
"Benzenesulfonamide, N-butyl",DL-p-Hydroxyphenyllactic acid,0.5,0.666666667,3,0.8,0.2,4,0.947368421,0.014379534,5,0.811952045,0.001337813,12,3,TRUE,+,1,0.024174407
"Benzenesulfonamide, N-butyl",Hexacosanoic acid,,,0,1,0,4,0.552631579,0.334034711,5,0.896798426,0.000183469,11,2,TRUE,+,1,0.007799738
"Benzenesulfonamide, N-butyl",Iminodiacetic acid,0.5,0.666666667,3,0.872081599,0.053854218,5,0.588235294,0.219417871,6,0.863792142,6.83E-05,14,3,TRUE,+,1,0.004190641
"Benzenesulfonamide, N-butyl",L-Alanine,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.882352941,0.019947079,6,0.953591742,1.30E-07,14,3,TRUE,+,1,6.31E-05
"Benzenesulfonamide, N-butyl",Lignoceric acid,0.5,0.666666667,3,0.9,0.037386073,5,0.529411765,0.280073275,6,0.719646799,0.003711017,14,3,TRUE,+,1,0.043234395
"Benzenesulfonamide, N-butyl","l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.8,0.2,4,-0.718184846,0.171795305,5,-0.817073171,0.003903256,10,2,TRUE,-,-1,0.044001784
"Benzenesulfonamide, N-butyl",N-Acetyl-L-alanine,0.5,0.666666667,3,0.564288094,0.321723336,5,0.81167945,0.049857585,6,0.732597132,0.002882263,14,3,TRUE,+,1,0.037203596
"Benzenesulfonamide, N-butyl",N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.426470588,0.399076748,6,0.841829068,0.00059405,12,2,TRUE,+,1,0.01501432
"Benzenesulfonamide, N-butyl",Niacin,1,0,3,0.9,0.037386073,5,0.666885929,0.218893981,5,0.885518084,5.67E-05,13,3,TRUE,+,1,0.003838052
"Benzenesulfonamide, N-butyl",Norketamine,0.866025404,0.333333333,3,1,1.40E-24,5,0.850841043,0.031713318,6,0.96113247,4.58E-08,14,3,TRUE,+,1,2.53E-05
"Benzenesulfonamide, N-butyl",Suberic acid,,,0,0.8,0.104088039,5,0.579771036,0.227783957,6,0.842759422,0.000297883,13,2,TRUE,+,1,0.010239226
"Benzenesulfonamide, N-butyl",Triethyl citrate,,,3,1,1.40E-24,5,0.8,0.2,4,0.888901331,0.000110315,12,2,TRUE,+,1,0.005502113
"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",L-Threonine,,,0,-0.5,0.666666667,3,-0.948683298,0.051316702,4,-0.95499371,0.000805535,7,2,TRUE,-,-1,0.01795392
"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",Propanoic acid,,,0,1,0,3,0.526315789,0.362245481,5,0.890303284,0.001291114,9,2,TRUE,+,1,0.023804681
"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",Synephrine,0.5,0.666666667,3,0.948683298,0.051316702,4,0.073529412,0.889904653,6,0.80636315,0.000869182,13,3,TRUE,+,1,0.018467723
Benzophenone,Citramalic acid,,,0,0.666885929,0.218893981,5,0.564288094,0.321723336,5,0.779552358,0.00279366,12,2,TRUE,+,1,0.03668279
Benzophenone,"Cytosine, N-(tert-butyldimethylsilyl)-",,,0,0.820782682,0.088587005,5,0.714285714,0.110787172,6,0.74238512,0.003657003,13,2,TRUE,+,1,0.043234395
Benzophenone,"Dodecanoic acid, 1-methylethyl ester",,,0,0.820782682,0.088587005,5,0.714285714,0.110787172,6,0.750695401,0.003107478,13,2,TRUE,+,1,0.039014989
Benzophenone,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",,,0,0.632455532,0.367544468,4,0.840668002,0.036057573,6,0.77032283,0.003372384,12,2,TRUE,+,1,0.041453882
Benzophenone,Frangulin,,,0,1,0,4,0.948683298,0.051316702,4,0.957317073,1.38E-05,10,2,TRUE,+,1,0.001610498
Benzophenone,Isopropyl palmitate,,,0,0.820782682,0.088587005,5,0.753702346,0.083523281,6,0.757282282,0.002719317,13,2,TRUE,+,1,0.036492729
Benzophenone,Niacin,,,0,0.974679434,0.00481823,5,0.359092423,0.552814747,5,0.756188467,0.004429851,12,2,TRUE,+,1,0.04778055
Benzyl alcohol,Dodecanoic acid,1,0,3,0.7,0.188120404,5,0.885714286,0.018845481,6,0.709677858,0.004468026,14,3,TRUE,+,1,0.04778055
Benzyl alcohol,Formamide,1,0,3,0.20519567,0.740581942,5,0.898645105,0.014888622,6,0.766323094,0.001390551,14,3,TRUE,+,1,0.024832982
Benzyl alcohol,Hexanoic acid,1,0,3,0.20519567,0.740581942,5,0.753702346,0.083523281,6,0.707252054,0.004669328,14,3,TRUE,+,1,0.048531002
Benzyl alcohol,Isonicotinic Acid,0.5,0.666666667,3,0.6,0.28475698,5,0.985610761,0.000309086,6,0.794861031,0.00068047,14,3,TRUE,+,1,0.01614341
Benzyl alcohol,Ketamine,1,0,3,0.9,0.037386073,5,0.724713795,0.103242805,6,0.767260579,0.001360414,14,3,TRUE,+,1,0.024411691
Butachlor ESA,"Cytosine, N-(tert-butyldimethylsilyl)-",,,0,1,0,4,0.8,0.2,4,0.902455801,0.000351576,10,2,TRUE,+,1,0.011053221
Butachlor ESA,"Dodecanoic acid, 1-methylethyl ester",,,0,1,0,4,0.8,0.2,4,0.917937371,0.00017953,10,2,TRUE,+,1,0.007799738
Butachlor ESA,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",,,0,1,0,4,0.948683298,0.051316702,4,0.899700205,0.000391674,10,2,TRUE,+,1,0.011561846
Butachlor ESA,Frangulin,,,0,1,0,3,0.866025404,0.333333333,3,0.922172222,0.001110817,8,2,TRUE,+,1,0.021639953
Butachlor ESA,Iminodiacetic acid,,,0,0.948683298,0.051316702,4,0.4,0.6,4,0.828283211,0.003074774,10,2,TRUE,+,1,0.038842201
Butachlor ESA,Isopropyl palmitate,,,0,1,0,4,0.737864787,0.262135213,4,0.939041847,5.61E-05,10,2,TRUE,+,1,0.003838052
Butachlor ESA,Isopropylamine,,,0,-1,0,4,-1,0,4,-0.823186035,0.003433937,10,2,TRUE,-,-1,0.041453882
Butachlor ESA,L-Alanine,,,0,0.948683298,0.051316702,4,0.8,0.2,4,0.966569814,5.25E-06,10,2,TRUE,+,1,0.00092038
Butachlor ESA,L-Glutamine,,,0,1,0,4,0.8,0.2,4,0.966569814,5.25E-06,10,2,TRUE,+,1,0.00092038
Butachlor ESA,L-Leucine,,,0,0.948683298,0.051316702,4,0.8,0.2,4,0.816012348,0.003989144,10,2,TRUE,+,1,0.044497302
Butachlor ESA,L-Tryptophan,,,0,1,0,4,0.4,0.6,4,0.832830595,0.002777889,10,2,TRUE,+,1,0.03668279
Butachlor ESA,Niacin,,,0,0.8,0.2,4,0.866025404,0.333333333,3,0.924402387,0.000363041,9,2,TRUE,+,1,0.011121484
Butachlor ESA,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,,,0,1,0,4,0.5,0.666666667,3,0.883333333,0.0015905,9,2,TRUE,+,1,0.02709456
Butachlor ESA,Norketamine,,,0,1,0,4,0.6,0.4,4,0.905236874,0.000314249,10,2,TRUE,+,1,0.010386325
Butachlor ESA,Oxalic acid,,,0,0.894427191,0.105572809,4,0.632455532,0.367544468,4,0.818192821,0.003814051,10,2,TRUE,+,1,0.043738779
Butachlor ESA,Yangonin,,,0,1,0,4,0.737864787,0.262135213,4,0.945139522,3.71E-05,10,2,TRUE,+,1,0.002867734
Butanedioic acid,"Erythrono-1,4-lactone",0.5,0.666666667,3,0.9,0.037386073,5,0.771428571,0.072396501,6,0.783484095,0.000916068,14,3,TRUE,+,1,0.018892992
Butyric Acid,Hexanoic acid,1,0,3,0.974679434,0.00481823,5,0.661764706,0.152257086,6,0.786085882,0.000857171,14,3,TRUE,+,1,0.018388838
Butyric Acid,Pentanoic acid,0.5,0.666666667,3,0.974679434,0.00481823,5,0.898645105,0.014888622,6,0.932381674,1.19E-06,14,3,TRUE,+,1,0.000383968
Butyric Acid,Phenoxyethanol,1,0,3,0.7,0.188120404,5,0.705882353,0.117036434,6,0.723644411,0.003437459,14,3,TRUE,+,1,0.041453882
Cholesterol,"Hymexazole, tert-butyldimethylsilyl ether",1,0,3,0.9,0.037386073,5,0.942857143,0.004804665,6,0.717272161,0.003881432,14,3,TRUE,+,1,0.043887419
Cholesterol,"N,N-Dimethyl-2-aminoethanol",1,0,3,0.8,0.2,4,0.771428571,0.072396501,6,0.839364164,0.000332724,13,3,TRUE,+,1,0.010722023
Cholesterol,Phenol,-1,0,3,-0.5,0.391002219,5,-0.6,0.28475698,5,-0.817057169,0.000650041,13,3,TRUE,-,-1,0.015661726
Cholesterol,Uracil,1,0,3,0.974679434,0.00481823,5,0.637748139,0.17307111,6,0.8410678,0.000163707,14,3,TRUE,+,1,0.007447711
Citramalic acid,N-Acetyl-L-alanine,0.866025404,0.333333333,3,0.564288094,0.321723336,5,0.718184846,0.171795305,5,0.789765624,0.001320306,13,3,TRUE,+,1,0.024018786
Citramalic acid,"Propanoic acid, dimethyl(isopropyl)silyl ester",,,0,0.9,0.037386073,5,0.666885929,0.218893981,5,0.842826788,0.001123073,11,2,TRUE,+,1,0.021823734
Citramalic acid,Suberic acid,,,0,0.9,0.037386073,5,0.564288094,0.321723336,5,0.828070175,0.00087968,12,2,TRUE,+,1,0.018570812
Citramalic acid,Vanillylmandelic acid,,,0,0.9,0.037386073,5,0.948683298,0.051316702,4,0.911764706,0.000615785,9,2,TRUE,+,1,0.015248309
Crotonic acid,Xylazine,1,0,3,0.921052632,0.02631052,5,0.333947207,0.517700208,6,0.711288869,0.004338141,14,3,TRUE,+,1,0.047056352
Curcumin,Hexacosanoic acid,,,0,1,0,4,0.974679434,0.00481823,5,0.791292729,0.003717465,11,2,TRUE,+,1,0.043234395
Curcumin,Tetrahydro-solasodine triacetate,0.866025404,0.333333333,3,0.9,0.037386073,5,0.828571429,0.041562682,6,0.871683549,4.86E-05,14,3,TRUE,+,1,0.003448649
Cycloheptanol,Triethyl citrate,,,3,1,1.40E-24,5,1,0,4,0.765442813,0.003712972,12,2,TRUE,+,1,0.043234395
"Cyclohexanone, 3,3,5-trimethyl",Cyclooctylamine,1,0,3,0.974679434,0.00481823,5,0.6,0.28475698,5,0.833110581,0.000405314,13,3,TRUE,+,1,0.011786891
"Cyclohexanone, 3,3,5-trimethyl",Diethylamine,1,0,3,0.8,0.104088039,5,0.666885929,0.218893981,5,0.79339144,0.001208864,13,3,TRUE,+,1,0.022710547
"Cyclohexanone, 3,3,5-trimethyl",L-Threonine,,,0,-1,0,3,-1,0,3,-0.942857143,0.004804665,6,2,TRUE,-,-1,0.049172647
"Cyclohexanone, 3,3,5-trimethyl",Malic acid,-1,0,3,-0.8,0.104088039,5,-0.6,0.28475698,5,-0.734526142,0.004243141,13,3,TRUE,-,-1,0.046285545
