,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC_3302_260124,VECPAC_3353_260124,VECPAC_3369_260124,VECPAC_3673_250124,VECPAC_3674_250124,VECPAC_3675_250124,VECPAC_3677_250124,VECPAC_3678_250124,VECPAC_3679_250124,VECPAC_3680_250124,VECPAC_3688_260124,VECPAC_3697_260124
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene",,16.923768456776862,,18.354817041878665,,17.224687891483637,16.923768456776862,16.128297064816426,,14.135535146186546,12.254255565391986,,,0.6389184387654736,15.248114698344054,,,,15.942851569939227
"2,2'-Biphenyldiol",,,,,,,,,26.48557796769458,,27.04986589051757,26.13259548553117,,,,,,25.677586203197585,
"2,3-Butanediol",19.643014490743155,19.81176283367321,,,19.93615921480365,19.91599258463902,19.557040253405585,20.250561678826074,19.981136793731093,20.176184762722553,19.75929092704027,20.311550126033207,19.81176283367321,19.428052268837387,18.952843152843755,19.082710794944074,20.851792673206322,20.55800492083832,20.45780811825055
"2,3,4-Trihydroxybutyric acid tetrakis",10.816519025025727,12.11766569327182,11.911089499531661,12.173869178468715,11.252681955681043,11.96445884754241,11.252681955681043,12.254255565391986,12.851130005545624,10.597362448682182,11.852572637105249,10.915733241355301,11.852572637105249,9.786396331438558,10.290000132823216,11.852572637105249,10.290000132823216,11.852572637105249,12.254255565391986
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",18.783583416561473,17.771453411231228,19.27750979839458,16.923768456776862,17.18390131300288,19.93615921480365,19.484092813707292,,19.836815898828075,18.384743776911353,19.680043094355472,19.082710794944074,20.521129777544616,17.105293528823506,19.337477715676997,19.337477715676997,18.30220491422171,19.196133957377043,20.13029494729554
"2,4-Decadienal",16.52855482367925,17.380273325481745,15.645101065611946,17.18390131300288,16.717595862350713,16.410390838522662,15.132034197194876,14.870399381924507,17.380273325481745,17.18390131300288,14.097534989379085,14.135535146186546,16.966836940679226,16.717595862350713,16.62015830441966,17.482898816498015,17.04096178105604,17.224687891483637,17.004097576168448
"2,4-Diamino-6,7-dimethylpteridine",18.122745545681454,18.354817041878665,18.19571481244928,18.476278414990613,18.099405241402923,17.66005726703293,17.527476892874603,17.828171898501733,17.622626845074784,17.85323205114088,17.341737961303735,17.80530050683495,17.425469615628202,17.004097576168448,17.527476892874603,17.75054920086567,17.771453411231228,17.71935181383045,17.452984868127295
"2,4-Imidazolidinedione, 5,5-dimethyl-",,14.908740008406308,14.602831874048219,15.17971282130651,,,13.661110744431403,,,,15.387207438721274,,,,13.705036517264892,,,,
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",18.513421318437462,18.664435456008388,18.476278414990613,18.982455202263463,18.513421318437462,18.023288474614425,17.66005726703293,18.122745545681454,17.527476892874603,18.783583416561473,18.513421318437462,18.982455202263463,18.584602037981732,17.57582771507508,18.19571481244928,19.006227470443676,18.584602037981732,18.27004821318735,17.527476892874603
"2,5-di-tert-Butyl-1,4-benzoquinone",,,13.525964325740457,,,,,,,,,,,,,,13.525964325740457,,
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol",24.450456888103545,24.131480788694507,24.367377170818397,24.207207247099554,24.032987222373634,24.574684280008256,24.032987222373634,24.207207247099554,24.286213584134483,24.6788673152338,23.96170339436142,24.450456888103545,24.6788673152338,24.207207247099554,24.574684280008256,24.78851327640558,25.201537470981773,24.131480788694507,24.207207247099554
"2,5-Di-tert-butylhydroquinone",,20.311550126033207,21.276455057853646,,,,,,,,,,,,,,,,
"2,5-Dimethoxy-4-(n)-propylphenethylamine",,19.73026119017532,,,19.238178509274245,,21.666820260557778,,,22.819646216124017,,22.536310350970176,,,,,,22.793787072967287,
"2,5-Dimethoxy-4-methylamphetamine",29.29763490916235,28.918107641176213,29.29763490916235,29.29763490916235,29.29763490916235,29.29763490916235,28.61890691834191,28.918107641176213,29.092427567879824,29.567064319720927,30.49740744194064,29.29763490916235,29.29763490916235,28.75197080078838,28.918107641176213,29.092427567879824,28.466517823803166,28.918107641176213,28.61890691834191
"2,5-Dimethoxybenzhydrazide",19.981136793731093,19.373715287645794,19.40112825360151,19.238178509274245,19.082710794944074,19.73026119017532,19.70604811101948,19.44973986247903,19.557040253405585,19.373715287645794,20.08581433828977,19.784978468842798,20.08581433828977,19.111393474644355,19.619613701792996,19.836815898828075,19.484092813707292,19.510894133591727,19.337477715676997
"2,5-Dimethoxybenzonitrile",20.311550126033207,21.276455057853646,,22.461852403642705,22.36242904585225,20.412894326028773,19.006227470443676,,,,21.881386062604122,20.176184762722553,,21.03071867276113,,19.73026119017532,21.353990801751774,,
"2,5-Dimethoxymandelic acid",15.097648609267608,12.648367971552656,12.599692228383176,13.888768859555105,13.320509937444335,14.652475967546629,14.908740008406308,15.513238079863951,15.029012160129879,15.645101065611946,15.17971282130651,14.275597233158507,11.627538463099027,12.71541301167215,,13.587684171455688,13.803768503839452,12.058715523098858,13.969017570602182
"2,5-Dimethoxyphenol",22.98560858642985,22.793787072967287,22.793787072967287,22.59620392842164,22.62758312756071,22.793787072967287,22.59620392842164,22.461852403642705,22.62758312756071,22.793787072967287,22.74375232752856,22.36242904585225,23.044533775765217,22.323262053504177,22.714432844311936,22.98560858642985,22.714432844311936,22.819646216124017,22.74375232752856
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",,,,,,,,,,,,,,,,,,,
"2,5-Piperazinedione, 3-(phenylmethyl)-",,22.714432844311936,,24.78851327640558,,23.242736859447106,22.819646216124017,24.367377170818397,23.044533775765217,,,,23.089706815587537,,,,,23.044533775765217,
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",11.174838890141631,11.54057039968994,11.451901464096682,12.254255565391986,10.915733241355301,10.290000132823216,10.290000132823216,11.174838890141631,11.852572637105249,11.54057039968994,10.672271935739,10.057422420940377,9.55465740107734,8.035836504586728,8.462081508199269,10.156959752179517,10.057422420940377,11.352031553180217,10.41465803892945
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",15.21264934573445,,17.50757132344384,,15.942851569939227,17.482898816498015,17.380273325481745,,18.067802151495375,17.622626845074784,16.88582275729898,17.85323205114088,17.55107639663601,17.224687891483637,17.622626845074784,17.66005726703293,,17.80530050683495,17.85323205114088
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",,,,,6.263809164395452,,,6.263809164395452,7.579160464356385,7.579160464356385,,3.457385813027289,2.33008997616814,0.18105479698512408,0.42938168600727616,2.858038697389123,,4.042302684712381,3.169251445092533
"2,6-Dimethoxybenzylamine",,,21.353990801751774,21.03071867276113,20.521129777544616,21.536837077244485,21.4924825260643,,,,21.932443111260625,,20.764520586708755,,20.726772116238248,20.909596619453275,20.176184762722553,19.44973986247903,
"2,6-Dimethoxyhydroquinone",,17.30646749922955,,,,17.105293528823506,,,,,,,,,,,,,
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",17.105293528823506,,18.338252144438364,,,17.55107639663601,16.410390838522662,17.57582771507508,18.384743776911353,18.884904222816214,17.482898816498015,18.221355320032423,17.9703152804029,16.596599790336178,18.04262601659242,17.57582771507508,18.067802151495375,17.425469615628202,16.966836940679226
"2,6,10-Trimethyltridecane",,,,,,,,,,,,,,,23.715597582762086,,,23.88488575755639,
2'-Deoxyribolactone,,,,,15.565468037586037,,,,,,,,,15.21264934573445,,,,,
"2',2,3,6'-Tetramethoxychalcone",23.657146018107714,23.96170339436142,23.569275194584492,20.796120366639247,23.96170339436142,22.87128886195247,22.87128886195247,21.436027940821884,22.36242904585225,22.498647007706285,,22.59620392842164,23.13342641476172,22.498647007706285,23.13342641476172,,23.044533775765217,22.672666772922494,22.498647007706285
3-(2-Hydroxyethyl)imidazole-2-thione,16.020041075191802,15.535519046537786,17.622626845074784,16.438081737124296,15.21264934573445,16.754017742127477,17.30646749922955,17.771453411231228,17.105293528823506,18.476278414990613,16.228616609227707,16.717595862350713,16.818730054272347,16.62015830441966,16.683230452587587,17.828171898501733,17.004097576168448,17.04096178105604,16.652414170199286
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",22.62758312756071,22.42586394085616,22.323262053504177,19.307757003083296,17.2793330704936,22.62758312756071,22.62758312756071,17.694233106773762,21.436027940821884,,22.15361929401101,18.122745545681454,21.932443111260625,21.436027940821884,22.59620392842164,20.048178093508255,21.982890212151023,22.62758312756071,19.041809772503246
3-Amino-2-piperidone,17.55107639663601,18.71169549787637,16.777435758955107,17.57582771507508,18.476278414990613,16.020041075191802,15.942851569939227,16.158757824965644,16.49493611036931,15.535519046537786,16.49493611036931,16.777435758955107,16.438081737124296,16.777435758955107,16.562735290244287,17.85323205114088,17.161130790795806,15.681044372379066,16.46608106041675
3-Amino-5-morpholinomethyl-2-oxazolidinone,13.021065974882575,13.236992756140435,12.54198645666189,14.135535146186546,12.973984865736929,11.451901464096682,12.11766569327182,13.451920274104108,12.71541301167215,12.599692228383176,11.768591306054258,11.852572637105249,11.252681955681043,10.156959752179517,11.252681955681043,12.814119138790673,12.648367971552656,13.142314848172498,12.648367971552656
3-Aminobenzoic acid,22.323262053504177,22.87128886195247,,22.672666772922494,22.714432844311936,,,22.498647007706285,,,,,,,,,,,
3-Aminobutanoic acid,19.73026119017532,20.37293560987165,20.213975534351633,20.213975534351633,19.73026119017532,19.981136793731093,19.619613701792996,18.81784453532393,18.952843152843755,19.784978468842798,19.40112825360151,19.165361253897753,19.428052268837387,19.041809772503246,19.484092813707292,19.428052268837387,19.883009781599384,19.373715287645794,18.920031263707177
"3-Buten-2-one, 3-trimethylsilyloxy-",21.826086982329297,22.083540039335475,21.932443111260625,22.217637896331325,21.881386062604122,21.399214169454186,21.19107075264044,21.536837077244485,21.881386062604122,21.982890212151023,21.59232670698472,21.666820260557778,22.03062413594252,21.536837077244485,21.826086982329297,21.982890212151023,22.25454311636915,21.77171271626758,21.932443111260625
"3-Buten-2-one, 4-(4-methoxyphenyl)-",20.37293560987165,19.784978468842798,19.428052268837387,19.784978468842798,19.373715287645794,20.250561678826074,19.91599258463902,19.784978468842798,20.412894326028773,19.91599258463902,20.521129777544616,20.282845106291333,20.55800492083832,19.619613701792996,19.981136793731093,20.521129777544616,20.048178093508255,19.73026119017532,19.73026119017532
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",26.13259548553117,26.047060488642316,25.122634110113633,26.370981945534925,26.275234453931155,25.27942380505664,24.574684280008256,25.27942380505664,25.489677409059098,25.489677409059098,25.390618357577036,25.201537470981773,25.81451661405914,25.489677409059098,25.580754511247207,25.390618357577036,26.13259548553117,25.122634110113633,25.122634110113633
3-Ethylphenol,,18.30220491422171,,,18.413236135757618,,17.694233106773762,,,,17.224687891483637,,,,,17.771453411231228,,17.622626845074784,17.828171898501733
3-Hexenedinitrile,19.307757003083296,19.619613701792996,19.082710794944074,19.510894133591727,19.041809772503246,17.075605475683055,18.354817041878665,16.818730054272347,16.62015830441966,17.075605475683055,18.445736051641244,16.438081737124296,16.228616609227707,15.913007545611654,16.777435758955107,18.845198672700803,16.683230452587587,16.717595862350713,16.49493611036931
"3-Hydroxy-2,3-dihydromaltol",9.653884326979462,10.672271935739,9.653884326979462,,8.035836504586728,11.174838890141631,10.816519025025727,10.672271935739,12.254255565391986,11.097644027950611,9.786396331438558,9.653884326979462,9.389423714485895,9.093836633449822,8.927193914649346,9.093836633449822,9.389423714485895,9.653884326979462,10.156959752179517
3-Hydroxybutyric acid,26.48557796769458,27.37166722129166,26.370981945534925,27.72110023467361,,26.13259548553117,25.677586203197585,27.181772801756683,26.275234453931155,26.047060488642316,27.37166722129166,26.275234453931155,26.73113762020699,26.61703252817343,26.61703252817343,26.13259548553117,26.951515096076143,26.13259548553117,26.951515096076143
3-Hydroxyisovaleric acid,14.954226218124793,15.27775971487917,14.69462912360585,15.645101065611946,14.908740008406308,14.318504119606336,13.927344928519762,14.602831874048219,14.562548400415062,14.43193203936262,14.135535146186546,14.18125130759073,14.097534989379085,13.451920274104108,13.888768859555105,14.498047445791943,14.04887509097324,14.602831874048219,13.841717174472093
3-Indoleacetic acid,,18.783583416561473,17.66005726703293,18.067802151495375,18.221355320032423,,17.828171898501733,17.89229167697303,17.71935181383045,16.46608106041675,16.46608106041675,16.652414170199286,17.66005726703293,16.49493611036931,16.46608106041675,16.717595862350713,16.754017742127477,16.62015830441966,17.71935181383045
3-Indolepropionic acid,17.771453411231228,17.482898816498015,16.596599790336178,18.584602037981732,18.19571481244928,16.271278806206077,16.777435758955107,16.652414170199286,15.387207438721274,13.279955504586576,15.845249808229195,,16.49493611036931,16.128297064816426,16.055258902576476,16.020041075191802,15.681044372379066,15.06216893372275,16.562735290244287
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",,,28.918107641176213,,24.367377170818397,28.75197080078838,28.25078332157805,28.25078332157805,28.348263029980462,28.466517823803166,28.75197080078838,28.348263029980462,28.25078332157805,28.348263029980462,25.9241598873494,28.25078332157805,28.61890691834191,28.61890691834191,28.466517823803166
3-Methoxysalicylic acid,,,,,,,25.27942380505664,,26.13259548553117,,26.370981945534925,28.75197080078838,27.961022397086754,26.83629718693505,29.868658967698583,,,29.567064319720927,26.61703252817343
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",,,,,,23.188670856276904,,,,23.513731160519086,,,,,,,,,
3-Methyl-2-butanol,,,,,,,,,,,,,,,,,,14.752753869048119,15.029012160129879
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester",23.569275194584492,24.032987222373634,23.413959076455505,24.032987222373634,,23.413959076455505,,23.569275194584492,23.513731160519086,23.88488575755639,23.188670856276904,23.88488575755639,24.367377170818397,23.347029901067888,23.657146018107714,,24.450456888103545,,24.032987222373634
3-Methyladenine,15.717284783435158,16.966836940679226,15.805582473336615,17.89229167697303,15.681044372379066,15.604385459398587,15.34840479647482,16.683230452587587,15.450219862387353,15.21264934573445,15.987340996624212,15.27775971487917,15.419080398564928,14.752753869048119,15.06216893372275,15.805582473336615,15.248114698344054,15.942851569939227,16.271278806206077
"3-Methylpiperazine-2,5-dione, (R)-",13.705036517264892,14.275597233158507,13.587684171455688,14.562548400415062,13.841717174472093,12.973984865736929,12.814119138790673,14.04887509097324,13.969017570602182,13.587684171455688,12.599692228383176,13.021065974882575,12.71541301167215,10.41465803892945,12.401988378273696,13.202735672256493,12.973984865736929,13.705036517264892,13.279955504586576
3-Methylvaleric acid,12.973984865736929,,16.46608106041675,,11.768591306054258,15.845249808229195,,15.604385459398587,,16.228616609227707,15.535519046537786,15.565468037586037,15.315767170363468,14.79222004016628,15.21264934573445,15.513238079863951,15.450219862387353,15.869772142624784,15.248114698344054
3-Nonen-1-ol,,20.282845106291333,20.909596619453275,20.08581433828977,,21.06766643052152,19.40112825360151,,18.54607657424519,19.619613701792996,19.307757003083296,19.484092813707292,19.307757003083296,18.616815534080125,19.307757003083296,19.70604811101948,19.81176283367321,19.81176283367321,21.353990801751774
3-Ureidopropionic acid,4.387558178619198,8.180980107473209,3.7086074446387345,9.389423714485895,8.31836637721953,0.7963408236682645,,5.271128254903739,8.31836637721953,6.851944708255062,3.457385813027289,1.617489646358388,3.7086074446387345,0.19082782174892485,,2.33008997616814,2.858038697389123,3.169251445092533,2.858038697389123
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",17.50757132344384,16.88582275729898,,16.717595862350713,16.318348938049894,16.966836940679226,16.562735290244287,17.105293528823506,16.754017742127477,17.105293528823506,17.50757132344384,16.596599790336178,18.167845091610587,,16.49493611036931,16.683230452587587,16.196815076915343,16.754017742127477,16.353057429306126
"3,4-Dihydroxymandelic acid, ethyl ester",18.04262601659242,19.643014490743155,15.315767170363468,19.27750979839458,18.122745545681454,17.380273325481745,18.338252144438364,19.680043094355472,19.510894133591727,16.020041075191802,18.167845091610587,17.224687891483637,19.40112825360151,18.81784453532393,18.146732428191484,15.987340996624212,19.680043094355472,19.70604811101948,15.513238079863951
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",25.122634110113633,,26.047060488642316,23.88488575755639,,,,,,,,,,20.622527347301173,,,20.622527347301173,,
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",7.8331548137904665,,,,,,,,,,,,9.093836633449822,6.011485675066638,,9.263169610007262,8.462081508199269,9.263169610007262,9.263169610007262
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",16.923768456776862,17.55107639663601,16.652414170199286,17.66005726703293,17.341737961303735,15.942851569939227,,,16.228616609227707,17.771453411231228,16.128297064816426,,16.46608106041675,16.096768702232197,,16.754017742127477,16.562735290244287,,
"3,5-di-tert-Butyl-4-hydroxyacetophenone",18.920031263707177,18.920031263707177,,19.337477715676997,18.845198672700803,,18.664435456008388,18.099405241402923,18.476278414990613,19.111393474644355,18.354817041878665,19.041809772503246,18.476278414990613,18.067802151495375,18.745239137098054,18.884904222816214,18.952843152843755,18.30220491422171,17.75054920086567
"3,5-Dimethyl-1,4-diallylpyrazole",,,21.982890212151023,,,21.932443111260625,,23.347029901067888,23.715597582762086,24.450456888103545,,23.569275194584492,23.188670856276904,22.87128886195247,21.72692569277056,23.347029901067888,,22.94234907146313,23.089706815587537
"3,5-Dimethylpyrazole",,,15.419080398564928,,,15.17971282130651,,15.097648609267608,15.21264934573445,15.132034197194876,14.870399381924507,14.994956784763316,15.029012160129879,14.18125130759073,14.43193203936262,15.21264934573445,14.562548400415062,15.248114698344054,14.652475967546629
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,,,,,,16.318348938049894,,,,15.27775971487917,,2.6586105703581726,,15.645101065611946,18.81784453532393,18.745239137098054,18.54607657424519,14.275597233158507,
3'-Hydroxyacetophenone,,,,,,14.79222004016628,12.851130005545624,,,,13.451920274104108,15.097648609267608,,14.652475967546629,,15.34840479647482,,,
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",5.271128254903739,,3.169251445092533,8.927193914649346,,2.018570402428134,,,6.626991504049017,4.993422941775118,,2.33008997616814,2.018570402428134,0.4079887983126023,0.6389184387654736,2.018570402428134,2.6586105703581726,,1.358786249705701
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",7.579160464356385,9.093836633449822,6.263809164395452,11.252681955681043,8.70137053681611,4.650390535140694,5.492587507180741,8.31836637721953,9.389423714485895,7.8331548137904665,4.993422941775118,5.271128254903739,5.492587507180741,3.457385813027289,3.8664236798363363,6.263809164395452,5.780781826731148,7.579160464356385,5.492587507180741
4-(Methoxycarbonyl)phenol,17.18390131300288,,17.452984868127295,12.973984865736929,,17.30646749922955,17.04096178105604,15.942851569939227,17.57582771507508,18.04262601659242,17.30646749922955,17.452984868127295,17.80530050683495,17.075605475683055,17.380273325481745,16.49493611036931,17.2793330704936,16.020041075191802,16.596599790336178
"4-(tert-Butylamino)-6-ethylamino-5H-1,3,5-triazin-2-one",,,,,,,,,,,,,,,,16.128297064816426,,16.196815076915343,
4-(Trimethylsilyoxy)-3-penten-2-one,21.436027940821884,22.15361929401101,21.666820260557778,21.982890212151023,21.932443111260625,21.4924825260643,21.06766643052152,21.72692569277056,21.77171271626758,21.881386062604122,21.19107075264044,21.59232670698472,21.59232670698472,21.276455057853646,21.276455057853646,21.666820260557778,21.932443111260625,21.399214169454186,21.881386062604122
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",,,,,,,18.067802151495375,,,,,16.228616609227707,,,16.717595862350713,,,14.135535146186546,
4-Cumylphenol,16.055258902576476,16.46608106041675,15.987340996624212,16.38183820466894,15.845249808229195,15.645101065611946,15.419080398564928,15.645101065611946,15.645101065611946,15.681044372379066,15.450219862387353,15.513238079863951,15.450219862387353,15.029012160129879,15.34840479647482,16.055258902576476,15.419080398564928,15.987340996624212,15.535519046537786
"4-Fluoroaniline, N-trimethylsilyl-",22.74375232752856,22.819646216124017,22.74375232752856,22.793787072967287,22.59620392842164,22.15361929401101,22.536310350970176,22.03062413594252,21.982890212151023,22.323262053504177,21.399214169454186,21.982890212151023,22.25454311636915,21.826086982329297,22.42586394085616,22.25454311636915,22.62758312756071,21.881386062604122,22.217637896331325
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,15.845249808229195,18.476278414990613,,,,,19.307757003083296,,,17.425469615628202,,,,,,,,,
4-Hydroxybenzaldehyde,17.161130790795806,17.89229167697303,17.105293528823506,17.9703152804029,18.04262601659242,17.2793330704936,16.818730054272347,17.425469615628202,17.85323205114088,17.66005726703293,17.89229167697303,18.099405241402923,18.146732428191484,17.622626845074784,17.80530050683495,18.067802151495375,17.89229167697303,17.55107639663601,17.341737961303735
4-Hydroxybenzeneacetic acid,10.672271935739,13.841717174472093,12.11766569327182,13.384242609570157,13.202735672256493,12.54198645666189,11.019132186478824,12.648367971552656,13.841717174472093,12.010591482384593,11.252681955681043,11.54057039968994,12.254255565391986,11.097644027950611,11.174838890141631,11.768591306054258,10.915733241355301,12.010591482384593,11.174838890141631
4-Hydroxybenzoic acid,17.452984868127295,,17.425469615628202,16.966836940679226,,18.27004821318735,,17.075605475683055,18.19571481244928,17.828171898501733,17.9703152804029,17.66005726703293,17.89229167697303,17.80530050683495,17.9703152804029,17.694233106773762,17.622626845074784,17.57582771507508,
4-Hydroxybutanoic acid,,20.08581433828977,,19.81176283367321,21.536837077244485,,18.30220491422171,,19.27750979839458,,19.373715287645794,,19.373715287645794,18.354817041878665,,19.40112825360151,18.167845091610587,,20.68214447295243
4-Hydroxyphenyllactic acid,17.622626845074784,18.099405241402923,18.584602037981732,,18.338252144438364,,17.71935181383045,18.27004821318735,18.884904222816214,17.75054920086567,18.04262601659242,17.105293528823506,18.745239137098054,18.023288474614425,17.425469615628202,18.513421318437462,16.966836940679226,17.85323205114088,18.445736051641244
4-Methoxyphenol,20.08581433828977,20.521129777544616,20.851792673206322,20.521129777544616,19.91599258463902,20.176184762722553,20.311550126033207,19.165361253897753,19.337477715676997,19.81176283367321,20.015400450181136,19.643014490743155,19.91599258463902,19.510894133591727,19.81176283367321,20.412894326028773,19.981136793731093,19.883009781599384,19.44973986247903
"4-Methylethcathinone, N-acetyl-",,,,,,,,,,,,,,,,,,,
4-Methylvaleric acid,18.067802151495375,18.122745545681454,18.221355320032423,18.27004821318735,17.75054920086567,17.771453411231228,17.80530050683495,17.482898816498015,17.771453411231228,18.338252144438364,17.66005726703293,17.2793330704936,17.771453411231228,17.50757132344384,17.75054920086567,18.04262601659242,18.023288474614425,17.694233106773762,17.50757132344384
4-Pyridinol,28.348263029980462,28.15647018189146,28.041912960282012,28.918107641176213,28.466517823803166,28.466517823803166,27.915056704927547,27.961022397086754,28.041912960282012,28.348263029980462,28.466517823803166,28.15647018189146,28.918107641176213,28.15647018189146,28.25078332157805,28.041912960282012,28.25078332157805,27.652869245298074,27.915056704927547
"4,4,5,8-Tetramethyl-chroman-2-one",,,,,,,,,,,18.30220491422171,18.023288474614425,,,,,20.68214447295243,,
5-(2-Aminopropyl)-2-methylphenol,,,,,,,,,20.726772116238248,,,,21.03071867276113,,,,,,
5-Aminovaleric acid,27.37166722129166,26.83629718693505,,27.04986589051757,26.047060488642316,,,,28.61890691834191,30.49740744194064,28.041912960282012,27.583060037643673,28.041912960282012,26.73113762020699,28.348263029980462,27.480497132379266,,,
"5-Androsten-17alpha-methyl-3beta,17beta-diol",,14.69462912360585,,17.55107639663601,16.410390838522662,9.653884326979462,,12.45432714538583,,14.498047445791943,13.888768859555105,9.093836633449822,12.973984865736929,10.057422420940377,,11.627538463099027,12.54198645666189,15.845249808229195,11.451901464096682
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",18.30220491422171,15.513238079863951,16.096768702232197,17.50757132344384,17.004097576168448,16.652414170199286,16.318348938049894,16.410390838522662,16.271278806206077,16.38183820466894,16.62015830441966,16.52855482367925,16.353057429306126,16.46608106041675,16.754017742127477,17.04096178105604,16.318348938049894,16.777435758955107,15.27775971487917
5-Ethyluracil,,,18.30220491422171,,,,,18.445736051641244,,18.513421318437462,,18.476278414990613,,17.71935181383045,,18.584602037981732,,18.476278414990613,18.19571481244928
5-Henicosylresorcinol,14.870399381924507,15.21264934573445,15.535519046537786,15.27775971487917,14.43193203936262,15.132034197194876,14.562548400415062,13.803768503839452,14.498047445791943,14.562548400415062,14.43193203936262,13.525964325740457,14.43193203936262,13.525964325740457,14.04887509097324,14.652475967546629,14.135535146186546,14.870399381924507,14.016760511899433
5-Hydroxy-L-tryptophan,,,,,,,,,,,,,20.796120366639247,,20.45780811825055,,,,
5-Hydroxyquinoline,9.55465740107734,10.41465803892945,8.927193914649346,12.010591482384593,9.653884326979462,5.492587507180741,6.851944708255062,8.70137053681611,10.41465803892945,9.786396331438558,6.263809164395452,6.263809164395452,4.993422941775118,2.33008997616814,4.650390535140694,6.011485675066638,6.851944708255062,6.263809164395452,4.650390535140694
5-Hydroxytryptophan,16.966836940679226,17.224687891483637,16.562735290244287,17.075605475683055,16.818730054272347,16.438081737124296,16.128297064816426,16.52855482367925,16.52855482367925,16.717595862350713,16.410390838522662,16.562735290244287,16.38183820466894,15.869772142624784,16.318348938049894,17.004097576168448,16.596599790336178,16.683230452587587,16.38183820466894
5-Methyluridine,,,,,,,,,,,,,,,,,,,
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",,,,,,,,,10.597362448682182,,8.180980107473209,,7.101979900361118,,,,,,
"5,6-Dihydro-5-methyluracil",,18.845198672700803,,,,19.165361253897753,,19.006227470443676,,,19.557040253405585,19.59111089718225,,19.006227470443676,,,18.884904222816214,,18.584602037981732
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",19.619613701792996,,,,,19.680043094355472,20.521129777544616,,,,17.04096178105604,,17.105293528823506,19.373715287645794,19.165361253897753,,16.438081737124296,19.784978468842798,19.484092813707292
"5alpha-Pregnane-3,20-dione",17.71935181383045,17.92796028854143,,18.04262601659242,17.85323205114088,,,,15.717284783435158,,16.438081737124296,16.353057429306126,,,,,16.49493611036931,,
6-Hydroxyflavone-beta-D-glucoside,,19.238178509274245,20.37293560987165,,19.981136793731093,20.726772116238248,19.59111089718225,,20.048178093508255,19.75929092704027,,17.04096178105604,20.176184762722553,19.75929092704027,19.93615921480365,,20.13029494729554,19.91599258463902,20.726772116238248
6-Hydroxyflavone,,,,,,,,,,,,,,,34.44259918347133,,,34.44259918347133,34.44259918347133
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",,,,15.604385459398587,,,,,,,,,,,,,,,
"6,7,4'-Trihydroxyisoflavone",10.597362448682182,,11.96445884754241,13.108609595893817,11.96445884754241,10.504176711825929,11.174838890141631,,,,11.097644027950611,11.019132186478824,,,,11.352031553180217,11.019132186478824,10.597362448682182,10.672271935739
"6,8-Dioxapentadecane",,8.927193914649346,4.650390535140694,,7.349333144756701,3.8664236798363363,,7.349333144756701,8.462081508199269,7.349333144756701,,,,,3.457385813027289,3.8664236798363363,7.579160464356385,5.780781826731148,4.042302684712381
"7-(Trimethylsilyl)-2,6-bis[(trimethylsilyl)oxy]-7H-purine",,10.504176711825929,,,,,,,,,,,,5.271128254903739,,,,,
