,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS_73_REP_190124,DSS_76_REP_190124,DSS_77_REP_190124,DSS_T0.7_180124
,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",22.470899925094425,23.63614345718412,19.377808404713118,25.892103474842564,20.50238442778997,20.598247082283425,22.077884833120095,,22.65283473995788,24.99274750497457,24.67075897657363,25.830536737492952,26.88517410245357
3-Amino-2-piperidone,19.68586336917248,20.574388474014633,20.0145799179434,23.63614345718412,18.98218827458316,18.745132360237974,18.83070789389641,21.103230061269038,21.902918544862835,25.54861304074636,25.1843827915228,24.99274750497457,21.8020320809207
3-Amino-5-morpholinomethyl-2-oxazolidinone,,,21.902918544862835,,21.98787118720285,20.90424816618832,,,,19.569789218228394,19.423019197334487,20.43082442685246,22.77394850710385
3-Aminobenzoic acid,23.430921085529484,24.27524702220432,23.285680757322435,20.31399972837066,23.4997142344362,23.998791804143277,23.585837182310325,23.4997142344362,23.31473498258176,23.349674462827124,23.914980354751055,24.127664019786877,27.05718356582006
3-Aminobutanoic acid,,19.976539642816576,,21.8020320809207,,,,,,17.82452995731995,18.589884782564415,18.804449127771363,21.36409445394503
"3-Buten-2-one, 3-trimethylsilyloxy-",22.14273213899054,22.077884833120095,21.577935223335366,20.80489511106007,21.36409445394503,22.23868736466526,21.448463775039905,21.503306389438173,22.14273213899054,21.103230061269038,21.98787118720285,21.503306389438173,23.232478570121216
"3-Buten-2-one, 4-(4-methoxyphenyl)-",22.27119795290972,21.98787118720285,23.232478570121216,19.21629041218115,22.470899925094425,22.603355935606036,22.603355935606036,22.603355935606036,22.553503852544203,23.585837182310325,23.585837182310325,23.914980354751055,19.884317064186444
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",29.037719087970096,30.457081396249325,28.26473762366425,30.65717937445432,27.871164462809755,28.135820642674332,28.135820642674332,30.0308174343997,29.299028451679874,31.967927527737817,31.841218981674704,31.967927527737817,28.973383738146165
3-Ethylphenol,15.556151213099971,14.271578500001299,16.043041968213807,13.188369099922344,16.043041968213807,15.91067078511715,14.418295819473279,13.15713936428066,17.178829941356778,,16.13854448061069,,
3-Hexenedinitrile,16.374401143949182,17.279278563921903,18.77329779017504,16.793350431670675,19.423019197334487,19.423019197334487,17.098247966664776,17.890813197325866,15.726376172909594,18.51017463476546,18.859792534018464,19.31692204122292,20.90424816618832
"3-Hydroxy-2,3-dihydromaltol",,9.91701215472802,,17.44445169377594,,9.372726265192195,12.692355587562428,8.437110709713595,,16.578530185220774,16.374401143949182,17.008970665430454,16.173385070384008
3-Hydroxybutyric acid,26.97864927073885,27.447107635858515,26.97864927073885,28.135820642674332,28.398868226790213,27.256142839780374,27.447107635858515,27.256142839780374,27.05718356582006,27.73040421419245,28.020814950435433,28.51228500809141,28.398868226790213
3-Hydroxyisovaleric acid,12.038323619152653,11.960071832457418,11.720393544860881,8.437110709713595,12.884525409901453,12.631619337869559,12.296747807659711,10.38112902322238,11.514267928225033,11.163562767389994,10.91608403810231,,15.556151213099971
3-Indoleacetic acid,,12.296747807659711,12.240254147292243,16.3316947026017,,,13.552372804743326,14.418295819473279,14.376416116894761,,,,
3-Indolepropionic acid,13.586829175261787,9.996968364140749,9.465509780663318,15.726376172909594,12.12741999060478,11.514267928225033,12.240254147292243,14.69237703780166,12.240254147292243,,,,
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",27.73040421419245,28.26473762366425,26.526117111734184,28.64025839940879,27.16552195326063,28.020814950435433,28.020814950435433,28.020814950435433,28.135820642674332,,,,
3-Methoxysalicylic acid,26.083108472505163,,26.88517410245357,23.31473498258176,23.821254036692288,25.830536737492952,,26.6201800912091,25.74843576288559,,,,19.915663889540703
"3-Methyl-1-(tetrahydropyrrolo[1,2-c]oxazol-3-ylidene)-butan-2-one",18.51017463476546,20.043526398656663,16.856624003438768,21.682276012706154,17.208089233365254,16.824449814739356,18.51017463476546,20.218205145355753,18.98218827458316,19.757255053875422,19.31692204122292,19.0170516179095,
3-Methyl-2-butanol,15.176027156901302,,13.355211543382914,13.635040517561068,14.526211862098686,16.13854448061069,,7.832200207475028,14.802107144724356,,,18.181120513462393,19.278093190395012
"3-Methyl-2-butenoic acid, tridec-2-ynyl ester",21.577935223335366,23.232478570121216,,21.98787118720285,23.001707748583026,22.691623145484815,23.86783469526196,22.923545225549162,22.739633443858526,,,,24.346187767479726
3-Methyladenine,9.5452513422335,10.487163562652496,9.79517782889924,10.296355121493692,,10.44768035394635,9.639279878386539,9.91701215472802,5.871401689203946,12.175815056791448,11.846280387189081,,
"3-Methylpiperazine-2,5-dione, (R)-",16.72234370303497,19.423019197334487,17.137997351351995,20.90424816618832,16.215655550561845,16.400864662600988,16.76385170691238,19.13231528606232,17.373283717777664,22.808118801822154,23.232478570121216,22.438015312015946,
3-Methylvaleric acid,14.802107144724356,14.043058300936089,13.73358566746679,,13.835109415866004,13.759165430473931,14.895013095309208,10.91608403810231,14.978238346418712,10.967634176725438,10.185437394842268,13.056286053658395,
3-Nonen-1-ol,,21.8020320809207,21.98787118720285,,,21.8020320809207,,21.36409445394503,22.02643659489743,23.54182310975582,24.45243153284123,,
3-Ureidopropionic acid,,,4.355923871274419,,6.5884417535318525,,,,,9.12695566034981,9.278074164691516,11.846280387189081,14.802107144724356
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",20.977909524501225,21.4003481559925,21.754482536450816,18.241505200416107,20.977909524501225,22.02643659489743,21.902918544862835,21.682276012706154,20.850808007307744,22.27119795290972,22.470899925094425,22.553503852544203,21.296347270004745
"3,4-Dihydroxymandelic acid, ethyl ester",,12.692355587562428,,,,,,,,,,,
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",,,,24.27524702220432,26.97864927073885,,,,,21.503306389438173,22.077884833120095,21.754482536450816,22.438015312015946
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",4.6400580355342065,,7.694596559039426,,,7.4276986881204445,6.5884417535318525,4.6400580355342065,,,9.91701215472802,12.296747807659711,14.613893875629818
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde",14.063524816810936,,13.552372804743326,14.271578500001299,14.330881153198353,13.73358566746679,,,16.400864662600988,17.756079080811524,17.93598319593494,,
"3,5-di-tert-Butyl-4-hydroxyacetophenone",17.373283717777664,20.13023649337836,,16.942297672250053,17.137997351351995,16.942297672250053,,,16.043041968213807,,17.178829941356778,,19.162048859244987
"3,5-Dimethyl-1,4-diallylpyrazole",21.853878413771135,21.754482536450816,20.977909524501225,22.509236928917154,22.02643659489743,22.18104577317147,21.724664897638124,20.43082442685246,22.113886571257673,,,,18.181120513462393
"3,5-Dimethylpyrazole",14.043058300936089,13.552372804743326,13.959297643327725,,15.323150843460102,15.323150843460102,,12.692355587562428,13.790635235239417,17.77986918874094,,18.076864187304007,
3'-(Trimethylsilyl)oxy-beta-naphthoflavone,15.990609099325692,14.895013095309208,,,12.986523748677923,13.400266916156673,,14.376416116894761,14.330881153198353,17.6217073512717,,18.71327863091568,20.043526398656663
3'-Hydroxyacetophenone,11.720393544860881,13.503054744425164,10.38112902322238,6.146813626862924,10.684239505640372,12.692355587562428,10.296355121493692,9.5452513422335,10.103061377065925,14.978238346418712,16.578530185220774,15.323150843460102,17.511627210159055
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",3.5843578896564767,4.682530016580031,7.36848201745798,,7.237424327298849,7.771536565134165,6.823750767284803,4.682530016580031,2.6975912378214906,10.684239505640372,12.240254147292243,12.692355587562428,15.045670240760105
"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",3.6669809277740817,3.2030715401087226,5.24052017936675,0.8501757442506239,6.985893041230985,7.237424327298849,5.871401689203946,2.7359734149272987,2.7359734149272987,10.581441847887719,10.967634176725438,12.772664579495903,15.726376172909594
4-(Methoxycarbonyl)phenol,17.008970665430454,12.915434771829592,15.045670240760105,15.405088110114423,18.153063191241287,17.031543092625643,17.373283717777664,16.215655550561845,15.556151213099971,14.376416116894761,13.355211543382914,13.835109415866004,18.51017463476546
"4-(tert-Butylamino)-6-ethylamino-5H-1,3,5-triazin-2-one",10.874411873965412,10.779364047475678,7.771536565134165,3.6669809277740817,11.102458222320994,12.915434771829592,10.967634176725438,7.540516501033772,8.078487821599968,16.374401143949182,12.692355587562428,,
4-(Trimethylsilyoxy)-3-penten-2-one,20.850808007307744,21.853878413771135,21.4003481559925,20.18444468450388,21.448463775039905,21.944078744197682,21.944078744197682,21.448463775039905,21.577935223335366,21.4003481559925,22.18104577317147,21.902918544862835,22.23868736466526
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",19.884317064186444,17.93598319593494,19.353575759503997,17.93598319593494,19.884317064186444,19.94786825646556,19.490728410067863,18.42569287061068,19.075534084213622,,,,
4-Cumylphenol,,,12.692355587562428,13.959297643327725,,,12.772664579495903,12.038323619152653,12.491917499446004,,,16.431876234306806,18.31955776679727
"4-Fluoroaniline, N-trimethylsilyl-",22.509236928917154,22.739633443858526,22.808118801822154,21.473874637841547,22.36485659826712,22.41266987563089,22.337274437811843,22.41266987563089,22.603355935606036,23.064613651929566,23.430921085529484,23.232478570121216,23.998791804143277
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,,,,22.30432585442568,22.23868736466526,,,,,20.13023649337836,18.181120513462393,20.90424816618832,21.60767614047673
4-Hydroxybenzaldehyde,19.423019197334487,19.884317064186444,19.915663889540703,19.490728410067863,19.629613795354487,19.587671351059978,20.31399972837066,20.109784293625292,19.569789218228394,22.337274437811843,22.553503852544203,22.36485659826712,21.064283312637436
4-Hydroxybenzeneacetic acid,,,,11.960071832457418,,,,,,16.13854448061069,16.043041968213807,15.91067078511715,16.687578694649417
4-Hydroxybenzoic acid,22.923545225549162,23.716460448444305,22.923545225549162,23.39212425775114,25.456846018859697,23.674041468876645,23.674041468876645,23.63614345718412,23.285680757322435,25.346447218319824,26.083108472505163,25.456846018859697,22.553503852544203
4-Hydroxybutanoic acid,18.804449127771363,18.745132360237974,19.490728410067863,19.377808404713118,21.754482536450816,19.629613795354487,20.598247082283425,20.18444468450388,19.13231528606232,21.296347270004745,20.977909524501225,21.170805030469182,
4-Hydroxyphenyllactic acid,17.96954724511451,17.44445169377594,17.511627210159055,17.85878822244882,18.11054732763668,16.215655550561845,18.26504526976658,18.31955776679727,17.93598319593494,19.187581048044294,,19.278093190395012,19.68586336917248
4-Methoxyphenol,20.574388474014633,20.69686745967054,20.338751877716042,20.074428529533243,20.69686745967054,20.55279273639784,20.727263101365523,19.94786825646556,20.43082442685246,21.02163069756207,21.60767614047673,21.647293340750327,22.739633443858526
"4-Methylethcathinone, N-acetyl-",19.629613795354487,18.98218827458316,17.93598319593494,19.68586336917248,18.011945809358853,17.178829941356778,18.745132360237974,16.173385070384008,16.3316947026017,,,,
4-Methylvaleric acid,15.91067078511715,16.76385170691238,17.683580593243956,16.29669433477845,18.42569287061068,16.793350431670675,17.650336331768106,18.011945809358853,18.654648987048752,17.803271822607126,18.215951384677066,18.6813283179764,19.94786825646556
4-Pyridinol,29.299028451679874,29.813278009564595,31.15675533695977,27.447107635858515,29.938705848508093,30.457081396249325,30.0308174343997,30.30087492738009,28.973383738146165,29.299028451679874,30.13788546863514,30.0308174343997,30.0308174343997
"4,4,5,8-Tetramethyl-chroman-2-one",15.829949939103326,14.613893875629818,,16.856624003438768,15.556151213099971,15.990609099325692,14.69237703780166,,15.405088110114423,,,,
5-(2-Aminopropyl)-2-methylphenol,31.53197674890691,31.841218981674704,32.337779097650085,29.69514394551681,31.15675533695977,32.507302960909506,31.841218981674704,31.967927527737817,31.53197674890691,29.557238653472186,31.53197674890691,29.813278009564595,
5-Aminovaleric acid,,,,,,,,,,25.74843576288559,26.526117111734184,25.653757623520484,
"5-Androsten-17alpha-methyl-3beta,17beta-diol",,,7.967368779622313,,19.94786825646556,,9.996968364140749,5.871401689203946,5.363007628638211,13.400266916156673,12.175815056791448,13.355211543382914,21.754482536450816
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",20.218205145355753,24.38950884543929,22.14273213899054,19.757255053875422,21.330812193706336,21.225126785679727,21.503306389438173,23.821254036692288,20.465455927473617,21.754482536450816,25.23727152069106,20.850808007307744,23.064613651929566
5-Ethyluracil,,13.835109415866004,,18.96000390401945,,,,13.73358566746679,13.635040517561068,,,16.642589612212966,
5-Henicosylresorcinol,10.227928344865886,,,8.15937216568915,,10.581441847887719,,,8.329782236261714,8.988656312922103,,,14.895013095309208
5-Hydroxy-L-tryptophan,22.603355935606036,23.285680757322435,22.077884833120095,22.77394850710385,22.691623145484815,23.064613651929566,23.4997142344362,23.31473498258176,23.064613651929566,25.830536737492952,25.95667430850201,24.27524702220432,
5-Hydroxyquinoline,19.104692403905872,20.18444468450388,18.929483216725608,16.578530185220774,18.900717658446986,19.712597982204976,19.629613795354487,18.623209527049543,19.757255053875422,21.255272820309276,23.001707748583026,21.8020320809207,
5-Hydroxytryptophan,12.692355587562428,17.178829941356778,18.294739554501465,15.216712534481676,,16.25524016795433,16.687578694649417,,13.586829175261787,16.89063007353437,17.137997351351995,17.240062989090028,18.859792534018464
5-Methyluridine,22.691623145484815,,23.162783849885912,24.346187767479726,23.54182310975582,,23.285680757322435,23.716460448444305,23.716460448444305,,,,
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",15.69162437018483,10.684239505640372,,17.77986918874094,11.163562767389994,11.241440816695498,12.884525409901453,,12.296747807659711,18.83070789389641,18.11054732763668,18.545485015279446,
"5,6-Dihydro-5-methyluracil",,18.076864187304007,18.011945809358853,20.641185112479572,16.51427461510479,,16.942297672250053,,18.153063191241287,,,,
"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",19.31692204122292,19.629613795354487,,,19.104692403905872,,,,,,13.835109415866004,13.99757220612477,
"5alpha-Pregnane-3,20-dione",,,19.31692204122292,,19.569789218228394,,19.075534084213622,20.338751877716042,,20.55279273639784,20.074428529533243,19.830388555174856,
6-Hydroxyflavone-beta-D-glucoside,20.465455927473617,,21.064283312637436,16.642589612212966,,21.064283312637436,,21.528303882941092,,21.60767614047673,21.02163069756207,21.853878413771135,
6-Hydroxyflavone,35.69370352375789,35.69370352375789,35.69370352375789,35.69370352375789,35.69370352375789,35.69370352375789,35.69370352375789,,34.70620580834502,,,,
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",20.18444468450388,20.598247082283425,20.598247082283425,20.43082442685246,20.43082442685246,20.574388474014633,,19.569789218228394,,23.285680757322435,22.02643659489743,22.887776930627812,
"6,7,4'-Trihydroxyisoflavone",12.240254147292243,15.045670240760105,,10.779364047475678,13.959297643327725,13.355211543382914,,,,15.91067078511715,15.959899538293751,16.173385070384008,16.25524016795433
"6,8-Dioxapentadecane",13.790635235239417,16.72234370303497,,,17.58270070310666,17.650336331768106,14.526211862098686,,17.031543092625643,18.241505200416107,,18.859792534018464,19.757255053875422
"7-(Trimethylsilyl)-2,6-bis[(trimethylsilyl)oxy]-7H-purine",,10.44768035394635,,,19.459833110503997,,,,,,,20.80489511106007,
7-(Trimethylsilyl)amino-4-methylcoumarin,8.02407066862705,,5.871401689203946,14.895013095309208,,,,6.823750767284803,3.7867974161140237,16.173385070384008,16.856624003438768,16.51427461510479,
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",20.109784293625292,20.764191715040603,16.374401143949182,18.83070789389641,17.373283717777664,20.13023649337836,19.400573338593833,18.525704336610854,18.076864187304007,17.303192362532272,17.373283717777664,17.511627210159055,18.96000390401945
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",25.346447218319824,26.083108472505163,25.1843827915228,24.732805727418683,26.688296250205116,26.6201800912091,26.97864927073885,26.526117111734184,26.083108472505163,26.6201800912091,27.591961596404175,27.05718356582006,25.74843576288559
"7-Keto-3alpha,12-alpha-dihydroxycholanic acid",,,,,14.162606010462351,,,20.401555028459068,13.959297643327725,,,17.803271822607126,19.423019197334487
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",24.346187767479726,24.5385143337438,24.05735318243702,24.201821337409207,24.732805727418683,24.60826210984006,24.60826210984006,23.914980354751055,24.45243153284123,25.892103474842564,26.336013775850347,25.114037128917655,25.892103474842564
8-Heptadecene,,13.355211543382914,13.615944742457838,,14.802107144724356,,11.587134843843792,8.900213460214147,,,11.163562767389994,,
8-Hydroxy-5-(hydroxymethyl)quinoline,27.35080930430649,28.020814950435433,,27.256142839780374,29.422150649678,29.813278009564595,28.751020472792,29.299028451679874,27.256142839780374,29.938705848508093,,32.507302960909506,
9-Hexadecenoic acid,21.60767614047673,21.126766697652876,24.5385143337438,19.423019197334487,,,24.45243153284123,23.86783469526196,19.047007788243796,22.23868736466526,22.887776930627812,,24.67075897657363
9-Octadecenamide,21.754482536450816,23.585837182310325,22.85174109462429,23.09652677510476,22.65283473995788,23.54182310975582,22.77394850710385,23.001707748583026,24.67075897657363,,16.72234370303497,,
9-Octadecenoic acid,3.3126929426544227,,,,,,5.363007628638211,,,8.437110709713595,8.613126201398456,11.241440816695498,14.271578500001299
"9,12-Octadecadienoic acid",23.585837182310325,23.914980354751055,23.821254036692288,23.001707748583026,23.09652677510476,22.923545225549162,22.470899925094425,22.808118801822154,23.674041468876645,23.758738379142873,20.69686745967054,24.201821337409207,20.641185112479572
"9(E),11(E)-Conjugated linoleic acid",,8.385594771060665,,9.639279878386539,10.820501092703577,,,9.879569371444623,,,,,
"9H-Fluorene, 9-methylene-",13.552372804743326,13.24504360442354,,12.12741999060478,13.056286053658395,15.509966623013021,13.188369099922344,11.163562767389994,11.163562767389994,,,11.163562767389994,
9H-Purin-6-ol,,14.063524816810936,15.556151213099971,,,13.299524273128414,,12.296747807659711,,17.031543092625643,16.642589612212966,17.031543092625643,
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",,,,9.278074164691516,,15.959899538293751,15.12875857198395,16.942297672250053,,16.856624003438768,13.99757220612477,,17.890813197325866
"Acetamide, 2,2,2-trifluoro-",21.064283312637436,22.41266987563089,,,,,,,,18.589884782564415,19.047007788243796,19.187581048044294,21.503306389438173
"Acetamide, N,N-diethyl-",21.126766697652876,21.36409445394503,19.187581048044294,21.448463775039905,22.14273213899054,21.503306389438173,20.50238442778997,21.473874637841547,21.60767614047673,20.764191715040603,21.36409445394503,21.36409445394503,23.09652677510476
"Acetic acid, bis[(trimethylsilyl)oxyl]-",20.947461276826346,23.001707748583026,22.603355935606036,20.218205145355753,23.86783469526196,22.14273213899054,22.30432585442568,22.739633443858526,21.647293340750327,19.400573338593833,17.96954724511451,19.104692403905872,
"Acetin, bis-1,3-trimethylsilyl ether",7.872950517460959,6.146813626862924,7.933656850586039,5.363007628638211,6.146813626862924,,5.24052017936675,6.5884417535318525,1.9950008393033387,,,,
Acetoacetic acid,18.859792534018464,20.0145799179434,18.6813283179764,18.525704336610854,19.400573338593833,18.929483216725608,20.0145799179434,18.294739554501465,18.900717658446986,21.528303882941092,21.528303882941092,22.113886571257673,19.587671351059978
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",15.405088110114423,,,14.162606010462351,,16.53931803595402,,,,,,,18.241505200416107
Aceturic acid,7.540516501033772,8.02407066862705,13.299524273128414,,11.353858129970044,9.465509780663318,8.29113811998227,8.02407066862705,9.996968364140749,16.642589612212966,16.89063007353437,16.687578694649417,
Aconitic acid,10.296355121493692,,,,13.680695348816036,,,,,,,,
Adipoyl-L-carnitine,18.654648987048752,19.104692403905872,19.629613795354487,16.431876234306806,19.915663889540703,19.353575759503997,20.267081883265913,20.043526398656663,18.545485015279446,9.5452513422335,9.5452513422335,,
Albizziin,24.95573487933232,25.456846018859697,25.456846018859697,23.4997142344362,23.914980354751055,24.99274750497457,24.95573487933232,25.653757623520484,24.346187767479726,26.398894623732556,,,27.591961596404175
Alloxanic acid,21.448463775039905,,20.80489511106007,23.476707946641394,21.8020320809207,22.30432585442568,,,23.54182310975582,,,23.86783469526196,24.27524702220432
Allylescaline ,24.67075897657363,25.346447218319824,23.86783469526196,25.653757623520484,24.67075897657363,24.95573487933232,25.114037128917655,24.27524702220432,24.201821337409207,,24.127664019786877,25.54861304074636,26.398894623732556
alpha-D-Mannopyranose,,,,,,,,,,,,,27.871164462809755
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",16.793350431670675,16.25524016795433,17.890813197325866,15.91067078511715,13.355211543382914,17.85878822244882,17.92169922371412,17.85878822244882,17.890813197325866,,,,21.255272820309276
alpha-Linolenic acid,12.82238254364817,11.787821025227434,13.759165430473931,4.245152453624054,12.772664579495903,,14.122295579355558,12.12741999060478,13.188369099922344,,,,
alpha-Tocopherol,9.996968364140749,5.363007628638211,10.967634176725438,13.99757220612477,11.514267928225033,12.175815056791448,12.491917499446004,6.146813626862924,9.372726265192195,12.884525409901453,11.720393544860881,14.122295579355558,17.279278563921903
Ammeline,28.751020472792,30.0308174343997,32.81957410394571,28.26473762366425,32.81957410394571,32.81957410394571,,32.507302960909506,,30.30087492738009,33.16415523395678,,
"androst1-2,4,6,16-tetraene-3,6,17-triol",,,,,12.296747807659711,,,,,,,,
Arabinaric acid,7.144664087019271,,,,,,,2.6975912378214906,4.583910469739944,12.631619337869559,12.631619337869559,13.503054744425164,
"Arabinofuranose, 1,2,3,5-tetrakis-O-",19.459833110503997,19.187581048044294,19.21629041218115,19.104692403905872,19.162048859244987,19.569789218228394,19.68586336917248,,19.587671351059978,21.064283312637436,20.947461276826346,19.252229197425127,22.14273213899054
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",,3.7867974161140237,,,,7.933656850586039,,,,,,,
Arachidonic acid,15.959899538293751,16.089133075325154,,14.063524816810936,15.509966623013021,16.578530185220774,,13.759165430473931,,10.44768035394635,10.38112902322238,16.578530185220774,16.431876234306806
Arsenous acid,,,10.874411873965412,,,,,9.639279878386539,12.631619337869559,12.572828378477455,14.526211862098686,18.36647082551729,
Aspartic acid,28.973383738146165,29.299028451679874,28.64025839940879,29.299028451679874,29.037719087970096,28.973383738146165,29.18307997670736,28.751020472792,28.751020472792,,,,
Atrazine desethyl,,19.31692204122292,,22.65283473995788,,,,18.11054732763668,17.6217073512717,16.3316947026017,15.764571468318742,16.29669433477845,15.405088110114423
Azatadine,12.884525409901453,12.381396768674305,,10.38112902322238,,13.056286053658395,,,,9.996968364140749,,11.960071832457418,
"Azetidine, 1-acetyl-2-methyl-",30.65717937445432,31.32464405083582,30.13788546863514,30.0308174343997,30.13788546863514,31.32464405083582,29.422150649678,30.457081396249325,30.89176755984363,31.15675533695977,30.65717937445432,,34.70620580834502
"Aziridine, 1-(2-buten-2-yl)-",23.39212425775114,24.60826210984006,22.509236928917154,26.336013775850347,21.170805030469182,21.853878413771135,22.739633443858526,23.998791804143277,23.63614345718412,,,,
"Benzaldehyde, 2,5-dimethyl-",15.216712534481676,15.509966623013021,13.24504360442354,10.581441847887719,14.69237703780166,12.82238254364817,13.900376578725893,14.613893875629818,13.299524273128414,17.240062989090028,17.511627210159055,17.85878822244882,17.58270070310666
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",,,,,,,,,,13.99757220612477,15.405088110114423,,
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",19.400573338593833,19.519355039473638,,18.859792534018464,,19.830388555174856,18.804449127771363,17.44445169377594,18.044120996363862,18.400340891137283,17.063095861840058,17.137997351351995,19.976539642816576
"Benzene, 1,3-bis(1,1-dimethylethyl)-",,,,,,,,,16.642589612212966,,20.18444468450388,,22.02643659489743
"Benzene, 3-cyclohexen-1-yl-",17.098247966664776,16.3316947026017,16.13854448061069,15.045670240760105,16.13854448061069,17.303192362532272,15.509966623013021,15.405088110114423,16.89063007353437,13.835109415866004,14.122295579355558,14.271578500001299,
"Benzene, 4-ethenyl-1,2-dimethoxy-",9.639279878386539,7.967368779622313,10.487163562652496,6.823750767284803,10.581441847887719,10.874411873965412,9.879569371444623,10.967634176725438,9.278074164691516,13.615944742457838,12.884525409901453,,16.51427461510479
Benzeneacetamide,,,,,,18.98218827458316,19.353575759503997,19.423019197334487,,19.830388555174856,20.109784293625292,19.162048859244987,
Benzeneacetic acid,13.400266916156673,14.526211862098686,13.447857779151686,12.491917499446004,15.216712534481676,9.91701215472802,14.376416116894761,13.299524273128414,14.043058300936089,18.294739554501465,18.545485015279446,17.77986918874094,18.076864187304007
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",20.043526398656663,,,24.880157984051962,,,17.82452995731995,17.58270070310666,20.977909524501225,23.86783469526196,23.54182310975582,22.02643659489743,
"Benzenemethanamine, 2,3-dimethoxy-",,,,,,15.405088110114423,,13.24504360442354,,10.779364047475678,10.874411873965412,,
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",20.764191715040603,21.255272820309276,20.764191715040603,20.977909524501225,21.647293340750327,21.02163069756207,21.103230061269038,20.947461276826346,20.598247082283425,20.977909524501225,21.103230061269038,,
Benzenepropanoic acid,19.976539642816576,20.109784293625292,21.528303882941092,,23.716460448444305,20.850808007307744,22.438015312015946,22.438015312015946,20.50238442778997,17.279278563921903,17.756079080811524,18.42569287061068,
"Benzimidazole, 5-trifluoromethyl-2-methyl-",15.323150843460102,13.615944742457838,13.790635235239417,14.418295819473279,16.173385070384008,16.089133075325154,15.045670240760105,13.056286053658395,14.840453737622385,15.216712534481676,15.509966623013021,16.53931803595402,18.525704336610854
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",5.363007628638211,7.694596559039426,,,7.771536565134165,7.967368779622313,8.900213460214147,8.29113811998227,6.5884417535318525,10.185437394842268,10.487163562652496,12.175815056791448,
"Benzoic acid, methyl ester",18.6813283179764,18.31955776679727,18.400340891137283,17.92169922371412,19.047007788243796,18.96000390401945,18.874713142144913,18.153063191241287,18.400340891137283,18.011945809358853,20.727263101365523,20.043526398656663,20.69686745967054
"Benzoic acid, pentadecyl ester",11.846280387189081,14.802107144724356,13.188369099922344,12.381396768674305,16.089133075325154,16.043041968213807,13.056286053658395,,15.045670240760105,15.959899538293751,15.829949939103326,16.400864662600988,18.36647082551729
Benzoic Acid,17.93598319593494,18.457698982857444,17.756079080811524,17.303192362532272,18.804449127771363,18.874713142144913,18.153063191241287,17.511627210159055,19.21629041218115,17.467977900662287,17.92169922371412,18.26504526976658,22.691623145484815
Benzoin,,,,18.457698982857444,,,,,,17.063095861840058,,,
Benzophenone,11.163562767389994,10.820501092703577,10.684239505640372,13.400266916156673,14.063524816810936,14.978238346418712,14.162606010462351,11.960071832457418,10.185437394842268,14.802107144724356,15.12875857198395,15.556151213099971,17.85878822244882
Benzyl alcohol,23.285680757322435,23.476707946641394,22.962755382669226,23.430921085529484,22.923545225549162,23.349674462827124,23.064613651929566,22.77394850710385,23.39212425775114,22.077884833120095,22.923545225549162,22.691623145484815,23.716460448444305
